,title,contents
10,방탄소년단,['드림어스컴퍼니']
11,제약,"['일양약품', '신풍제약', '태웅', '태평양물산', '까스텔바작', '화승엔터프라이즈', '태웅', '태평양물산', '까스텔바작', '화승엔터프라이즈', '신풍제약', '동구바이오제약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '명문제약', '고려제약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '화일약품', '신풍제약', '비씨월드제약', '일성신약', '부광약품', '신풍제약', '부광약품', '신풍제약', '부광약품', 'CMG제약', '동성제약', 'CMG제약', 'CMG제약', '동성제약', '진양제약', '동성제약', '동성제약', '파미셀', '에이프로젠제약', '깨끗한나라', '나이벡', '케이엠제약', '텔콘RF제약', '에스텍파마', '텔콘RF제약']"
12,방탄소년단,['드림어스컴퍼니']
13,방탄소년단,['키이스트']
14,홍정욱,"['KNN', '고려산업', '벽산', '휘닉스소재', '디지틀조선', 'KNN', '고려산업', 'KNN', '고려산업', 'KNN', '고려산업', '고려산업', '벽산', '휘닉스소재', '벽산', 'KNN', '고려산업', 'KNN', '고려산업', 'KNN', '고려산업', '디지틀조선', 'KNN', 'KNN', '고려산업', '디지틀조선', '고려산업', 'KNN', 'KNN', 'KNN', '고려산업', '고려산업', '벽산', '휘닉스소재', '고려산업', 'KNN', '벽산', '휘닉스소재', 'KNN', '고려산업', '디지틀조선', '벽산', '휘닉스소재', 'KNN', 'KNN', '디지틀조선', '벽산', '휘닉스소재', 'KNN', '고려산업', '디지틀조선', '디지틀조선', '고려산업', '한창산업', '에이텍', '에이텍티앤', 'KNN', '고려산업', 'KNN', '고려산업', '고려산업', '남선알미늄', 'KNN', 'KNN', '남선알미늄', '디지틀조선', 'KNN', '고려산업', 'KNN', '고려산업', '고려산업', '벽산', '휘닉스소재', 'KNN', '한창제지', 'KNN', 'KNN', 'KNN', '고려산업', 'KNN', 'KNN', 'KNN', '고려산업', '고려산업', '고려산업', '디지틀조선', '벽산']"
15,방탄소년단,"['키이스트', '경남제약']"
16,방탄소년단,['드림어스컴퍼니']
17,황우석,"['홈캐스트', '홈캐스트', 'W홀딩컴퍼니', 'DB', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', 'W홀딩컴퍼니', '홈캐스트', '홈캐스트', 'DB', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트', '홈캐스트']"
18,부재,['금호에이치티']
19,애국,"['까스텔바작', '까스텔바작']"
20,방탄소년단,"['경남제약', '손오공']"
21,정치,"['화천기계', 'KNN', '동일고무벨트', '남선알미늄', '안랩', '써니전자', '한창제지', '오공', '체시스', '엔케이', 'DRB동일', 'KNN', '동일고무벨트', '남선알미늄', '안랩', '써니전자', '남선알미늄', '남선알미늄', '한창제지', '오공', '체시스', '한창제지', '엔케이', 'DRB동일', '한창제지', '대신정보통신', '노루페인트', '디젠스', '디젠스', 'KNN', '덕성', '덕성', '위지트', '위지트', '자비스', '자비스', '안랩', '한진', '써니전자', '다믈멀티미디어', '써니전자', '장원테크', '써니전자', '남선알미늄', '서원', '성안', '화천기계', '남선알미늄', '우원개발', 'KT서브마린', '특수건설', '화천기계', '화천기계', '화천기계', '고려산업', '화천기계', '이월드', '화천기계', '남선알미늄', '진양화학', '진양산업', '일신석재', '한창', '인디에프', '아세아텍', '티비씨', '국일신동', '성문전자', '주연테크', 'LG전자', '써니전자', '남선알미늄', '에이텍', '수산중공업', '장원테크', '서원', '팍스넷', '남선알미늄', '우원개발', 'KT서브마린', '특수건설', '한창제지', '한창제지', '고려산업', '벽산']"
22,정치인,"['남선알미늄', '한창제지', '안랩', '한창제지', '안랩', '남선알미늄', '한창제지', '남선알미늄', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '주연테크', '중앙에너비스', '남선알미늄', '써니전자', '한창제지', '남선알미늄', '한창제지', 'KNN', '고려산업', '벽산', '휘닉스소재', '티케이케미칼', '남선알미늄', '한창제지', '한창제지', '한창제지']"
23,상승,"['동화약품', '삼성바이오로직스', '강스템바이오텍', '현대미포조선', '강스템바이오텍', '현대미포조선', '한성기업', '랩지노믹스', '씨젠', '화일약품', '신풍제약', '비씨월드제약', '파미셀', '파미셀', '삼성SDI', '일진머티리얼즈', '아모그린텍', '삼성증권', '키움증권', 'LG', '로보스타', '셀바스AI']"
24,방탄소년단,"['경남제약', '디피씨']"
25,정치,"['KNN', '동일고무벨트']"
26,격진,"['유비케어', '비트컴퓨터', '비트컴퓨터', '유비케어', '소프트센', '비트컴퓨터', '케어랩스']"
27,애국,['까스텔바작']
28,경제,"['두산퓨얼셀', '두산퓨얼셀', '동아화성']"
29,황교안,"['남선알미늄', '한창제지', '국일신동', '아세아텍', '성문전자', 'KNN', '티비씨', 'EG', '흥국화재', '제이콘텐트리', '국일신동', '아세아텍', '아세아텍', '한창제지', '성문전자', '아세아텍', 'KNN', '티비씨', '아세아텍', '국일신동', '성문전자', 'EG', '남선알미늄', '남선알미늄', '한창제지', '흥국화재', '흥국화재', '제이콘텐트리', '남선알미늄', '티비씨', '국일신동', '인터엠', '아세아텍', '인터엠', '국일신동', '우진플라임', '한창제지', '남선알미늄', '남선알미늄', '한창제지', '남선알미늄', '한창제지', '남선알미늄', '한창제지', '남선알미늄', '한창제지', '한창제지', '남선알미늄', '한창제지', '한창제지', 'KNN', '한창제지', 'KNN', '남선알미늄', '한창제지', '한창제지', '남선알미늄', '한창제지', '남선알미늄', '한창제지', '에이텍', '한창제지', '한창제지', '티비씨', '한창제지', '에스모', '이엑스티', '성문전자', '인터엠', '세동']"
30,방탄소년단,"['경남제약', '드림어스컴퍼니']"
31,애국,"['모나미', '신성통상', '모나미']"
32,황우석,['홈캐스트']
33,총선,"['진양화학', '안랩', '남선알미늄', '한창제지', '우리들휴브레인', '남선알미늄', '진양화학', '남선알미늄', '한창제지', '한창제지', '우리들휴브레인', '현대일렉트릭', '한창제지', '진양화학', '진양산업', '깨끗한나라', '국제약품', '백광산업', '오공']"
34,정치인,['한창제지']
35,황우석,"['홈캐스트', '홈캐스트']"
36,황우석,"['홈캐스트', '홈캐스트']"
37,이낙연,"['남선알미늄', '이월드', '국영지앤엠', 'SDN', '서원', '한창제지', '티비씨', '안랩', '우리들휴브레인', '이월드', '남선알미늄', '남선알미늄', '남선알미늄', '남선알미늄', '국영지앤엠', 'SDN', '서원', '남선알미늄', '이월드', '서원', '남선알미늄', '한창제지', '티비씨', '안랩', '안랩', '남선알미늄', '우리들휴브레인', '이월드', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '아세아텍', '인터엠', '국일신동', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '주연테크', '한창제지', '주연테크', '주연테크', '주연테크', '주연테크', '남선알미늄', '남선알미늄', '청호컴넷', '남선알미늄', '남선알미늄', '청호컴넷', '안랩', '서원', '서원', '안랩', '안랩', '안랩', '안랩', '청호컴넷', '우리들휴브레인', '안랩', '대한해운', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '주연테크', '서원', '남선알미늄', '국영지앤엠', '주연테크', '남선알미늄', '특수건설', '한국선재', '디와이', '부국철강', '남화토건', '주연테크', '주연테크', '주연테크', '주연테크', '범양건영', '주연테크', '남화토건', '남선알미늄', '주연테크', '주연테크', 'SDN', 'SDN', 'SDN', '남선알미늄', '남선알미늄', '서원', '서원', '남선알미늄', '남화토건', '이월드', '티케이케미칼', '남화토건', '남선알미늄', '파버나인', '티케이케미칼', '남선알미늄', '남선알미늄', '한류AI센터', '아시아나IDT', '큐브엔터', '남선알미늄', '티케이케미칼', '티케이케미칼', '안랩', '이월드', '남선알미늄', '이월드', '이월드', '남선알미늄', '티케이케미칼', '남선알미늄', '남선알미늄', '이월드', '이월드', '서원', '남선알미늄', '남선알미늄', '이월드', '남선알미늄', '티케이케미칼', '남선알미늄', '남선알미늄', '이월드', '서원', '이월드', 'KNN', '남선알미늄', 'KNN', 'KNN', '남선알미늄', '이월드', '서원', '이월드', '남선알미늄', '서원', '이월드', '남선알미늄', '남선알미늄', '남선알미늄', '이월드', '이월드', '티케이케미칼', '이월드', '티케이케미칼', '이월드', '특수건설', '세명전기', '부산산업', '이월드', '서원', '이월드', '남선알미늄', '티케이케미칼', '남선알미늄', '티케이케미칼', '남선알미늄', '티케이케미칼', '남선알미늄', '티케이케미칼', '티케이케미칼', '남선알미늄', '남선알미늄', '남선알미늄', '대신정보통신', '삼일기업공사', '청호컴넷', '청호컴넷', '청호컴넷', '서원', '남선알미늄', '남선알미늄', '일야', '주연테크', '남선알미늄', '티케이케미칼', '남선알미늄', 'SDN', 'SDN', '남화산업', '남화산업', '일야', '남선알미늄', '티케이케미칼', '파버나인', '남선알미늄', '남선알미늄', '남선알미늄', '남선알미늄', '남선알미늄']"
38,홍정욱,"['KNN', '고려산업']"
39,애국,"['모나미', '신성통상', '코데즈컴바인']"
40,방탄소년단,['디피씨']
41,황우석,"['W홀딩컴퍼니', '홈캐스트']"
42,안철수,"['안랩', '까뮤이앤씨', '남선알미늄', '안랩', '안랩', '안랩', '안랩', '까뮤이앤씨', '안랩', '안랩', '남선알미늄', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '써니전자', '써니전자', '안랩', '써니전자', '다믈멀티미디어', '안랩', '안랩', '써니전자', '한창제지', '써니전자', '써니전자', '안랩', '다믈멀티미디어', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '써니전자', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '써니전자', '안랩', '안랩', '써니전자', '안랩', '까뮤이앤씨', '까뮤이앤씨', '지에스이', '지에스이', '써니전자', '안랩', '안랩', '써니전자', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '안랩', '써니전자', '안랩', '안랩', '안랩', '써니전자', '안랩', '써니전자', '안랩', '안랩', '안랩', '안랩', '안랩', '써니전자', '안랩', '화천기계', '삼보산업', '남선알미늄', '안랩', '안랩', '안랩', '안랩', '지에스이', '지에스이', '안랩', '지에스이', '안랩', '안랩', '안랩', '서원', '써니전자', '써니전자', '안랩', '써니전자', '안랩', '에스넷', '써니전자', '안랩', '써니전자', '안랩', '안랩', '안랩', '써니전자', '써니전자', '안랩', '써니전자', '써니전자', '남선알미늄', 'KNN', '안랩', '써니전자']"
