,contents
10,"  지난해 6월 3일 오후 경남 거제시 대우조선해양 정문앞에서 대우조선지회 조합원이 현대중공업 현장실사단에게 현장실사 거부 의사를 오전에 이어 재차 전하고 있다./사진=뉴스1한국 금속노조가 유럽연합(EU)의 현대중공업과 대우조선해양 합병 심사 과정에 개입한다. EU 심사는 양사 합병이 성사되기 위해 넘어야 할 최대 분수령인데 금속노조가 이 심사에 영향력을 행사해 양사 합병을 막겠다는 복안이다. EU는 특히 양사가 합병해 글로벌 조선업계에 막대한 영향력을 행사하는 '공룡 조선업체'가 생기는 것에 부정적이어서 금속노조 개입을 통해 합병 불허의 명분을 만들 수 있다는 지적이다. 그러나 한국 조선업계 불황 탈출을 위해선 양사 합병을 통한 세계 1위 조선소 탄생이 시급하다는 분석이다.24일 조선업계에 따르면 최근 EU 행정부 격인 집행위원회(Commission)는 김호규 금속노조 위원장에게 금속노조가 현대중공업과 대우조선해양의 합병 심사 과정에 참여할 수 있는 '제3자 지위'를 부여한다고 통보했다. 금속노조는 이에 따라 현재 진행 중인 EU 심사 관련 각종 자료를 열람할 수 있는 권한을 갖게 된다. 또 양사 합병과 관련해 EU가 주관하는 청문회가 열릴 때에도 이해당사자로 참석해 자신들의 입장을 알릴 수 있다.  금속노조는 지난 2월 대우조선해양 지회와 함께 EU에 제3자 지위 등록신청을 한 것으로 전해졌다. 금속노조는 현대중공업은 물론 현대삼호중공업, 현대미포조선 등 현대중공업그룹 조선 계열사들과 조선 기자재업체까지 소속돼 있다. 때문에 상급단체인 금속노조가 앞장 서 EU의 합병 심사에 개입한다면 대우조선해양 지회가 단독으로 움직이는 것보다 상대적으로 더 큰 목소리를 낼 수 있다는 전망이다. 앞으로 금속노조는 제3자 지위를 지렛대로 양사 합병 반대 의견을 EU에 적극 개진할 것으로 보인다. 금속노조와 대우조선 지회는 지난해 3월 현대중공업이 산업은행과 대우조선 인수를 위한 본계약을 체결한 이후 이에 반대한다는 뜻을 분명히 하고, 크고 작은 파업을 벌였다. 지금까지 합병 관련 금속노조의 활동범위는 국내였지만 이제 무대가 유럽으로도 넓어진 셈이다. 업계에서는 EU가 금속노조의 제3자 지위 관여를 지렛대로 양사 합병 불허를 위한 명분을 쌓을 수 있다는 우려가 나온다. EU에는 세계 상선 운영 상위 25개국 중 10개국이 포진해 있다. EU 입장에서는 합병을 통해 배를 만들어주는 '을'의 덩치가 커지는 것이 달가울 리 없다. EU 집행위원회 내부에서는 ""양사 합병이 소비자에게 어떤 영향을 미칠지를 중점적으로 본다""는 말도 나왔다. 심사에 엄격한 잣대를 들이대겠다는 것인데, 금속노조의 제 3자 지위 활동은 EU 입장에서는 '기다리던 일'일 수 있다. EU 심사가 제대로 풀리지 못할 경우 양사 합병은 표류하게 된다. 합병 심사 대상국 중 1곳만 불허를 내려도 양사 합병은 물 건너가는 구조이기 때문이다. 현대중공업은 지난해 7월부터 한국 공정거래위원회를 시작으로 6개국에서 기업결합심사를 받고 있다. EU를 포함, 중국과 카자흐스탄, 싱가포르에 기업결합심사 신청서를 냈고 일본에서도 올해 3월부터 기업결합 심사에 돌입했다. 지난해 10월에는 카자흐스탄으로부터 첫 승인을 받았다. EU는 합병 심사 기한을 오는 9월 3일로 제시해놓은 상태다. 재계 한 관계자는 ""양사 합병을 위한 전체 과정에서 EU 합병심사가 최대 승부처인 상황""이라며 ""다만 그동안 노조 등 제3자 관여가 EU 심사 과정에 별다른 영향을 주지 못했던 점을 감안하면 이번 심사에도 큰 변수가 되지 못할 가능성도 있다""고 말했다. 안정준 기자"
11,"대우조선해양이 조선업 현장에 언택트(untact·비대면) 기술을 활용해 신종 코로나바이러스 감염증(코로나19) 상황에 선제적으로 대응하고 있다.대우조선해양은 자체 개발한 원격유지보수 지원시스템인 ‘DS4 AR Support®’를 활용해 코로나19 여파에 따른 어려운 여건을 극복하고 LNG운반선의 가스시운전을 성공적으로 마쳤다고 15일 밝혔다. 이 시스템을 통한 원격지원으로 해외 기자재 업체 엔지니어의 국내 입국 없이 시운전에 성공한 것이다. 이 시스템은 증강현실(AR)과 영상통화 기술을 결합한 원격지원 프로그램으로 전용 앱(application)을 통해 송수신자가 필요한 화면을 공유하면서 다양한 정보를 주고 받을 수 있다. 또 열악한 네트워크 환경에서도 통화 중 끊김 현상이 현저히 줄어들어 효율적인 작업이 가능하다. 이런 이유에서 다양한 원거리 소통이 필요한 선박 제조 현장과 항해 중인 선박의 원격 지원에도 큰 도움이 될 것으로 기대된다.이 앱을 활용하면 선박의 각종 유지보수 작업과 선주의 요구사항에 대응하는 시간과 비용이 줄어들게 돼 기존 방식 대비 상당한 비용절감 효과를 기대할 수 있다. 또 조선소 내 생산-설계, 조선소-기자재 업체 간 협업에 활용해 생산성 향상에도 크게 기여할 수 있다는 분석이다.대우조선해양은 비대면 기술을 활용한 대안을 마련하고자 작년부터 AR원천기술을 보유한 국내 전문 업체와 손잡고 비대면 증강현실 솔루션을 개발해왔다. 현재 특허와 상표권 등록을 모두 마친 상태로 다양한 기능을 추가하는 소프트웨어 업그레이드 작업을 진행하고 있다.최동규 대우조선해양 중앙연구원장(전무)은 “회사는 언택트 기술을 활용한 획기적인 방법으로 코로나19 위기상황을 슬기롭게 극복하고 있다”며 “비대면 근무환경을 향후 조선업 현장의 다양한 분야로 확대 적용해 생산성 향상에 기여하겠다”고 말했다"
12," 대우조선해양이 조선업 현장에 언택트(비대면) 기술을 활용해 감염병 예방에 선제적으로 대응하고 있다.대우조선해양은 자체 개발한 원격유지보수 지원시스템인 'DS4 AR Support®'를 활용해 코로나19 여파에 따른 어려운 여건을 극복하고 LNG운반선의 가스시운전을 성공적으로 마쳤다고 15일 밝혔다. 이 시스템을 통한 원격지원으로 해외 기자재 업체 엔지니어의 국내 입국 없이 시운전에 성공한 것이다.이 시스템은 증강현실(AR)과 영상통화 기술을 결합한 원격지원 프로그램으로 전용 앱을 통해 송수신자가 필요한 화면을 공유하면서 다양한 정보를 주고 받을 수 있으며, 열악한 네트워크 환경에서도 통화 중 끊김 현상이 현저히 줄어들어 효율적인 작업이 가능해 진다. 때문에 다양한 원거리 소통이 필요한 선박 제조 현장과 항해 중인 선박의 원격 지원에도 큰 도움이 될 것으로 기대된다.이 앱을 활용하면 선박의 각종 유지보수 작업과 선주의 요구사항에 대응하는 시간과 비용이 줄어들게 돼 기존 방식 대비 상당한 비용절감 효과를 기대할 수 있다. 또 조선소 내 생산-설계, 조선소-기자재 업체 간 협업에 활용해 생산성 향상에도 크게 기여할 수 있다는 분석이다.대우조선해양은 언택트 기술을 활용한 대안을 마련하고자 이미 지난해부터 AR원천기술을 보유한 국내 전문 업체와 손잡고 비대면 증강현실 솔루션을 개발해왔다. 현재 특허와 상표권 등록을 모두 마친 상태로 다양한 기능을 추가하는 소프트웨어 업그레이드 작업을 진행하고 있다.최규동 대우조선해양 중앙연구원장(전무)은 ""회사는 언택트 기술을 활용한 획기적인 방법으로 코로나19 위기상황을 슬기롭게 극복하고 있다""며 ""비대면 근무환경을 향후 조선업 현장의 다양한 분야로 확대 적용해 생산성 향상에 기여하겠다""고 말했다. 박소연 기자"
13,"부진의 늪에 빠져 있던 조선업계가 부활의 기지개를 켜고 있다. 국내 조선업계 ‘빅3’인 현대중공업과 삼성중공업, 대우조선해양이 카타르 국영 석유사로부터 최대 23조원 규모의 LNG(액화천연가스) 운반선 대형 프로젝트를 따낸 덕분이다. LNG선은 1척당 가격이 약 2억달러(약 2400억원)에 달하는 고부가가치 선박이다.이번 수주 계약 체결로 중국에 세계 1위(선박 수주 잔량 기준)를 내줬던 한국 조선업계는 역전의 발판을 마련하게 됐다. 카타르 발주가 본격화되는 올 하반기에는 순위를 뒤집을 수 있다는 전망도 나온다. 이동헌 대신증권 애널리스트는 “불황 이후 승자 독식을 위한 중요한 밑천을 확보했다. 현재 1척 이상 수주 잔고를 보유한 조선소는 총 585개인데, 향후 3년 내 50% 이상이 사라질 것으로 예상된다. 향후 2~3년간 이어질 조선업 구조조정 바람 속에서 든든한 버팀목이 될 것”이라고 분석했다.주가도 화답했다. 대형 호재에 조선주 주가는 순풍에 돛 단 듯 순항을 이어가고 있다. 수주 발표가 있었던 지난 6월 1일부터 6월 10일까지 한국조선해양(현대중공업의 조선 지주사) 주가는 9.5% 상승했고, 같은 기간 삼성중공업과 대우조선해양 주가도 각각 40%, 16.1% 급등했다. 국내 조선업계 ‘빅3’인 현대중공업과 삼성중공업, 대우조선해양이 카타르 국영 석유사로부터 최대 23조원 규모의 LNG 운반선 수주 계약을 따내는 데 성공했다. 사진은 대우조선해양 옥포조선소에서 건조 중인 LNG선 모습. "
14," 대우조선해양 직원이 원격유지보수 지원시스템을 이용해 선박 설비를 점검하는 모습. 대우조선해양 제공대우조선해양이 비대면(언택트) 기술을 활용한 액화천연가스(LNG) 운반선 시운전에 성공했다고 15일 밝혔다. 대우조선해양은 해외 기자재 업체 엔지니어의 국내 입국 없이 자체 개발한 증강현실(AR) 기반 원격유지보수 지원시스템인 ‘DS4 AR 서포트’를 활용해 LNG선 시운전에 성공했다고 설명했다. 이 시스템은 영상통화 기술에 AR 기술을 접목한 원격지원 프로그램으로 전용 애플리케이션(앱)을 통해 송수신자가 필요한 화면을 공유하면서 정보를 주고받을 수 있게 설계됐다. 이 프로그램은 열악한 네트워크 환경에서도 통화 중 끊김 현상이 적어 선박 운항 외에도 원거리 의사소통이 필요한 다양한 현장에 활용할 수 있을 것으로 기대된다. 대우조선해양은 선박의 각종 유지보수 작업과 선주의 요구사항에 대응하는 시간과 비용을 줄이고, 조선소 내 생산·설계, 조선소와 기자재 업체 간 협업에 활용할 수 있어 비용 절감과 생산성 향상에도 기여할 것으로 예상했다.  대우조선해양은 지난해부터 AR 원천기술을 보유한 국내 전문 업체와 손잡고 비대면 증강현실 솔루션을 개발해왔다. 현재 특허와 상표권 등록을 모두 마친 상태로 다양한 기능을 추가하는 소프트웨어 업그레이드 작업을 진행 중이다. 최동규 대우조선해양 중앙연구원장(전무)은 “비대면 근무환경을 향후 조선업 현장의 다양한 분야로 확대 적용해 생산성 향상에 기여하겠다”고 말했다.박효재 기자"
15,"대우조선해양이 신종 코로나바이러스 감염증(코로나19) 사태에서 비대면(언택트) 기술을 활용해 액화천연가스(LNG) 운반선의 가스시운전을 성공적으로 마쳤다고 15일 밝혔다.     대우조선해양은 자체 개발한 원격유지보수 지원시스템(DS4 AR Support®)을 활용해 해외 기자재 업체 엔지니어의 국내 입국 없이 시운전에 성공했다.    이 시스템은 증강현실(AR)과 영상통화 기술을 결합한 원격지원 프로그램으로, 전용 애플리케이션(앱)을 통해 송수신자가 필요한 화면을 공유하면서 다양한 정보를 주고받을 수 있다.     열악한 네트워크 환경에서 통화 중 끊김 현상이 줄어들어 다양한 원거리 소통이 필요한 선박 제조 현장과 항해 중인 선박의 원격 지원에도 도움이 될 것으로 대우조선해양 측은 기대하고 있다.    선박의 각종 유지보수 작업과 선주의 요구사항에 대응하는 시간과 비용이 줄고, 조선소 내 생산·설계, 조선소·기자재 업체 간 협업에 활용할 수 있어 비용 절감과 생산성 향상에도 기여할 것으로 보인다.    대우조선해양은 작년부터 AR 원천기술을 보유한 국내 전문 업체와 손잡고 비대면 증강현실 솔루션을 개발해왔다. 현재 특허와 상표권 등록을 모두 마친 상태다.    최동규 대우조선해양 중앙연구원장(전무)은 ""비대면 근무환경을 향후 조선업 현장의 다양한 분야로 확대 적용해 생산성 향상에 기여하겠다""고 말했다. 대우조선해양, 조선업 현장에 언택트 기술 적용(서울=연합뉴스) 대우조선해양이 자체 개발한 원격유지보수 지원시스템 전용앱을 활용해 비대면으로 선박 설비를 점검하고 있다. 2020.6.15. [대우조선해양 제공. 재판매 및 DB 금지]   "
16," 대우조선해양이 언택트(비대면) 기술로 코로나19 상황을 대응하고 있다.   대우조선해양은 자체 개발한 원격유지보수 지원시스템 'DS4 AR Support®'를 활용해 코로나19에 따른 어려운 여건을 극복하고 LNG운반선의 가스시운전을 성공적으로 마쳤다고 15일 밝혔다. 원격지원으로 해외 기자재 업체 엔지니어의 국내 입국 없이 시운전에 성공했다.    대우조선해양이 자체 개발한 원격유지보수 지원시스템 전용앱을 활용해 비대면으로 선박 설비를 점검하고 있다. 사진=대우조선해양 이 시스템은 증강현실(AR)과 영상통화 기술을 결합한 원격지원 프로그램으로 전용 앱을 통해 송수신자가 필요한 화면을 공유하면서 다양한 정보를 주고 받을 수 있다. 열악한 네트워크 환경에서도 통화 중 끊김 현상이 현저히 줄어 효율적인 작업이 가능해 진다. 다양한 원거리 소통이 필요한 선박 제조 현장과 항해 중인 선박의 원격 지원에도 큰 도움이 될 것으로 기대된다.   이 앱을 활용하면 선박의 각종 유지보수 작업과 선주의 요구사항에 대응하는 시간과 비용이 줄어들게 돼 기존 방식 대비 상당한 비용절감 효과를 기대할 수 있다. 또 조선소 내 생산-설계, 조선소-기자재 업체 간 협업에 활용해 생산성 향상에도 크게 기여할 수 있다는 분석이다.   대우조선해양은 언택트 기술을 활용한 대안을 마련하고자 이미 지난해부터 AR원천기술을 보유한 국내 전문 업체와 손잡고 비대면 증강현실 솔루션을 개발해왔다. 현재 특허와 상표권 등록을 모두 마친 상태로 다양한 기능을 추가하는 소프트웨어 업그레이드 작업을 진행하고 있다.   대우조선해양 중앙연구원장 최동규 전무는 ""회사는 언택트 기술을 활용한 획기적인 방법으로 코로나19 위기상황을 슬기롭게 극복하고 있다""며 ""비대면 근무환경을 향후 조선업 현장의 다양한 분야로 확대 적용해 생산성 향상에 기여하겠다""고 말했다.   "
17," 대우조선해양이 조선업 현장에 언택트(비대면) 기술을 활용해 신종 코로나 바이러스 감염증(코로나19) 상황을 선제 대응하고 있다.대우조선해양은 자체 개발한 원격유지보수 지원시스템인 'DS4 AR Support®'를 활용해 코로나19 여파에 따른 어려운 여건을 극복하고 LNG운반선의 가스시운전을 성공적으로 마쳤다고 15일 밝혔다. 이 시스템을 통한 원격지원으로 해외 기자재 업체 엔지니어의 국내 입국 없이 시운전에 성공한 것이다.이 시스템은 증강현실(AR)과 영상통화 기술을 결합한 원격지원 프로그램으로 전용 앱(application)을 통해 송수신자가 필요한 화면을 공유하면서 다양한 정보를 주고받을 수 있으며, 열악한 네트워크 환경에서도 통화 중 끊김 현상이 현저히 줄어들어 효율적인 작업이 가능해 진다.이 앱을 활용하면 선박의 각종 유지보수 작업과 선주의 요구사항에 대응하는 시간과 비용이 줄어들게 돼 기존 방식 대비 상당한 비용절감 효과를 기대할 수 있다. 또 조선소 내 생산-설계, 조선소-기자재 업체 간 협업에 활용해 생산성 향상에도 크게 기여할 수 있다는 분석이다.대우조선해양은 언택트 기술을 활용한 대안을 마련하고자 이미 지난해부터 AR원천기술을 보유한 국내 전문 업체와 손잡고 비대면 증강현실 솔루션을 개발해왔다. 현재 특허와 상표권 등록을 모두 마친 상태로 다양한 기능을 추가하는 소프트웨어 업그레이드 작업을 진행하고 있다.대우조선해양 중앙연구원장 최동규 전무는 ""회사는 언택트 기술을 활용한 획기적인 방법으로 코로나19 위기상황을 슬기롭게 극복하고 있다""며 ""비대면 근무환경을 향후 조선업 현장의 다양한 분야로 확대 적용해 생산성 향상에 기여하겠다""고 말했다.이영웅기자"
18,"코트라(KOTRA)가 올해 한국-러시아 수교 30주년과 '신북방 협력의 해'를 맞아 6월 한 달간 '한-러 산업·기술협력 온라인 상담회'를 진행 중이라고 16일 밝혔다. 러시아는 자국의 제조업 활성화를 위해 2014년부터 '수입대체산업 육성정책'을 추진해오고 있다. 또 포스트 코로나 시대에 러시아 중심 구소련독립국가연합(CIS) 역내공급망(RVC)이 커질 전망이어서 우리 기업의 현지 진출기회가 늘어날 것으로 기대된다.포스트 코로나를 대비한 이번 상담회에는 러시아 전역에서 나온 80개 바이어와 120개 국내 중소·중견기업이 150건 거래 논의를 하고 있다. 러시아가 대체산업으로 육성하는 의료기기, 제약·바이오, 항공·우주, 조선기자재, 농업기술 분야에서 상담이 활발하다.드론 활용 지리정보시스템 솔루션을 제공하는 H사는 ""상담을 통해 사마라(Samara) 주정부 항공 클러스터와 무인항공기 분야 공동 연구개발을 추진하게 됐다""며 ""러시아 정부의 혁신기술 개발 프로젝트 지원을 받을 가능성도 있어 기대가 크다""고 말했다.조선용 공작기계를 생산하는 D사는 ""최근 러시아가 투자 어획쿼터제를 도입해 현지 조선시장을 눈여겨보고 있다""며 ""이번 상담에서는 나홋카(Nakhodka) 선박수리소가 많은 관심을 나타내 스펙과 견적서를 교환할 예정이다""고 언급했다.코트라는 지난 4월에도 32개 한국기업과 23개 러시아 바이어의 2300만달러 교역 상담을 주선했다. 세 번째 상담회도 하반기에 열어 산업·기술 협력 논의를 이어간다.권평오 코트라 사장은 ""러시아 전 무역관에 설치된 '한-러 산업기술 협력 데스크'를 활용해 우리 기업이 CIS 역내 공급망에 진출할 수 있는 기회를 발굴하겠다""고 밝혔다"
19,"6일 오후 4시 57분께 울산 남구 한국조선해양기자재연구소 내 1층 연구동에서 불이 났다.    불은 연구동 내부 1천17㎡와 연구 기자재 등을 태워 1억2천900만원 상당 재산피해(소방서 추산)를 냈다.    화재 당시 연구동에 사람이 있었지만, 인명피해는 발생하지 않았다고 소방당국은 전했다.    불길은 신고를 받고 출동한 119 소방당국에 의해 1시간여 만에 잡혔다.    경찰과 소방당국은 리튬배터리 장비 테스트 중 불이 난 것으로 보고 정확한 화재 원인을 조사하고 있다.   "
20,   
21,"한국조선해양기자재연구원은 제8대 한국조선해양기자재연구원 원장에 배정철 감사실장을 선임했다고 10일 밝혔다.    지난 9일 '2020년 제3차 임시이사회'에서 선임된 배 신임 원장은 7월 1일부터 임기를 시작해 3년간 연구원을 이끌 예정이다.    원장은 원장추천위원회에서 서류심사와 적격심사를 거쳐 후보자 3인을 결정하고 나서 이사회에서 비밀투표로 최종적으로 선임된다.    한국해양대학교 전자통신 공학사, 선박통신 공학석사, 해사통신 공학박사 학위를 받은 배 신임 원장은 사라콤 연구소장을 거쳐 한국조선해양기자재연구원 사업본부장, 경영기획실장을 역임했다.    배 신임 원장은 ""연구원 정체성 회복과 상생 노사문화 정착, 조선해양기자재 제조 서비스 지원 플랫폼 구축 등으로 조선해양기자재산업 발전에 기여하겠다""고 말했다.배정철 한국조선해양기자재연구원장[한국조선해양기자재연구원  제공]   "
22,"한국조선해양기자재연구원(KOMERI·이하 연구원)의 새 원장으로 배정철(사진) 현 감사실장이 선임됐다.연구원은 지난 9일 ‘2020년 제3차 임시이사회’를 열고 배 실장을 제8대 한국조선해양기자재연구원 원장으로 선출했다고 10일 밝혔다. 배 신임 원장은 7월 1일부터 임기를 시작해 3년간 연구원을 이끌게 된다. 연구원의 원장은 원장추천위원회의 서류심사 및 적격심사를 통하여 후보자 3인을 결정한 후 이사회에서 비밀투표로 최종적으로 선임된다.제8대 원장으로 선임된 신임 원장은 한국해양대학교 전자통신 공학사, 선박통신 공학석사 그리고 해사통신 공학박사 학위를 받았다. 이후 사라콤에서 연구소장을 역임하면서 다양한 항해통신 장비 개발을 통해 조선기자재산업 발전에 큰 역할을 해왔다. 이후 한국조선해양기자재연구원에 입사해 사업본부장, 경영기획실장을 거쳐 현재 감사실장을 역임하면서 연구원 발전에 일익을 담당했다.배정철 신임 원장은 “그 동안의 경험과 기술적 노하우을 통해 연구원의 정체성 회복 및 상생 노사문화 정착, 조선해양기자재 제조서비스지원 플랫폼 구축 등을 이끌겠다”며 “조선해양기자재산업 발전의 중심에 KOMERI가 우뚝 설 수 있도록 최선을 다할 것”이라고 밝혔다.김종열 기자"
