,0
148,"경기도시공사는 동탄2와 다산신도시에서 추진하는 민간참여 공공주택사업의 민간사업자 공모에 38개의 참가의향서가 접수되는 등 건설사의 관심이 고조되고 있다고 13일 밝혔다.공모는 동탄2 및 다산 신도시 4개 블록에 임대 및 분양주택 4927세대를 공급하는 것으로, 동탄2 A94블록(분양주택)에는 대림산업, 지에스건설 등 11개 업체가 참여했고, A105블록(행복주택)에는 태영건설, 신동아건설 등 16개 업체가 참가 의향서를 제출했다.1개의 공모로 묶어 추진되는 다산 진건A3블록(10년 공공임대) 및 진건A5블록(국민·영구임대)에는 현대건설, 대우건설 등 우량건설사를 포함한 11개 업체가 참가의사를 내놓아 치열한 경쟁이 예상된다.공사는 오는 16일과 17일 양일간 공모관련 질의서를 접수하고, 6월1일 사업신청 접수 후 평가를 거쳐 6월중 우선협상대상자를 선정할 계획이다. 이헌욱 사장은 “이번 주택사업 공모를 통해 행복주택 1만호를 성공적으로 공급하고 분양주택과 같은 우수한 품질의 임대주택 공급을 통해 다양한 수요계층을 만족시키는 주거단지를 제공해 나가겠다”고 말했다.좌승훈기자"
149," 경기도시공사는 동탄2, 다산신도시에 추진하는 민간참여 공공주택사업의 민간사업자 공모에 38개의 참가의향서가 접수되는 등 건설사들의 관심이 집중되고 있다고 13일 밝혔다.   이번 공모사업은 동탄2 및 다산 신도시 4개 블록에 임대 및 분양주택 4927가구를 공급하는 사업이다.   동탄2 A94블록(분양주택)에는 대림산업, 지에스건설 등 11개 업체가 참여했고, A105블록(행복주택)에는 태영건설, 신동아건설 등 16개 업체가 참가 의향서를 제출했다.   1개의 공모로 묶어 추진되는 다산 진건A3블록(10년 공공임대) 및 진건A5블록(국민·영구임대)에는 현대건설, 대우건설 등 우량건설사를 포함한 11개 업체가 참가의사를 밝혀 치열한 경쟁이 예상되고 있다.   도시공사는 오는 16일과 17일 양일간에 걸쳐 공모관련 질의서를 접수하고, 6월1일 사업신청 접수 후 평가를 거쳐 6월중 우선협상대상자를 선정할 계획이다.   도시공사 이헌욱 사장은 “이번 주택사업 공모를 통해 행복주택 1만호를 성공적으로 공급하고 분양주택과 같은 우수한 품질의 임대주택 공급을 통해 다양한 수요계층을 만족시키는 주거단지를 제공해 나가겠다”고 말했다.   "
150,"경기 동탄2, 다산신도시에 추진하는 민간참여 공공주택사업의 민간사업자 공모에 38개의 참가의향서가 접수되는 등 건설사들의 관심이 집중되고 있다. 13일 경기도시공사에 따르면 이번 공모사업은 동탄2 및 다산 신도시 4개 블록에 임대 및 분양주택 4927가구를 공급하는 사업이다. 동탄2 A94블록(분양주택)에는 대림산업, 지에스건설 등 11개 업체가 참여했다. A105블록(행복주택)에는 태영건설, 신동아건설 등 16개 업체가 참가의향서를 제출했다.1개의 공모로 묶어 추진되는 다산 진건A3블록(10년 공공임대) 및 진건A5블록(국민·영구임대)에는 현대건설, 대우건설 등 우량건설사를 포함한 11개 업체가 참가의사를 밝혀 치열한 경쟁이 예상되고 있다.경기도시공사는 이달 16일과 17일 양일간에 걸쳐 공모관련 질의서를 접수하고,  6월1일 사업신청 접수 뒤 평가를 거쳐 6월 안으로 우선협상대상자를 선정할 계획이다. 이헌욱 경기도시공사 사장은 “이번 주택사업 공모를 통해 행복주택 1만가구를 성공적으로 공급하고 분양주택과 같은 우수한 품질의 임대주택 공급을 통해 다양한 수요계층을 만족시키는 주거단지를 제공해 나가겠다”고 말했다.☞공감언론 뉴시스"
151,"효자 분야 분리해서 집중 육성키로 비슷한 회사 합쳐서 규모 경제 실현먹거리 찾아 해외 시장으로 눈 돌려  건설 현장. 대림산업.           신종 코로나바이러스 감염증(코로나19) 팬데믹이 쉽게 진정되지 않으면서 국내 건설업계를 뒤덮은 먹구름이 짙어지고 있다. 그나마 청약 훈풍으로 성적이 좋았던 분양시장도 규제가 강해져 업계가 울상이다. 정부는 8월부터 사실상 지방 중소도시를 제외한 전국의 청약 여건을 강화한다.        공사현장이 야외라는 특성 덕분에 그나마 코로나19 피해가 적었지만, 물류센터 등 집적시설에서 확진자가 발생하면서 집단 감염에 대한 공포도 커지고 있다. 정부는 1일부터 1만5000개 건설현장을 대상으로 현장점검에 나선다. 사정이 이렇자 건설사마다 다양한 활로 모색에 나섰다.       ━   쪼개고 합치고…“수익 나는 분야 집중 육성”      그간 빛을 보지 못했던 분야를 집중 육성 한다. 주력 사업인 주택건설이나 토목사업에 묻혀있던 분야를 별도 자회사로 쪼개는 경우가 대표적이다. 태영건설은 연초 태영건설과 티와이홀딩스(신설)로 인적분할을 추진하고 있다. 모회사인 태영건설에 묻혀 빛을 발하지 못한 자회사인 폐기물 처리업체 TSK코퍼레이션의 가치 상승을 위해서다.       TSK코퍼레이션은 지정폐기물시장에서 점유율 30% 넘는 독과점적 지위를 가지고 있는 회사지만, 그간 빛을 보지 못했다. 매출 규모가 건설 분야보다 작기 때문이다. 최근 코로나19 영향으로 외부 활동이 줄고 집에 머무는 시간이 길어지면서 가정용 쓰레기와 의료 폐기물이 늘면서 올해 들어 매출이 늘고 있다. TSK코퍼레이션의 지난해 매출은 6544억원이다.       아예 비슷한 분야를 합쳐서 시너지 효과를 내기도 한다. 대림산업은 지난 4월 자회사인 고려개발‧삼호를 합병했다. 그간 삼호는 대림산업과 ‘e편한세상’이라는 아파트 브랜드를 공유하며 각각 주택 사업을 벌여왔다. 1965년 창립한 고려개발은 고속도로·고속철도·항만 등 토목분야에 특화된 업체다. 대림산업이 이들 자회사를 합병한 데는 같은 건설업종끼리 합쳐서 규모의 경제 실현하겠다는 의지가 담겨있다.       최근 주택시장 판도가 달라진 것도 이유다. 서울‧수도권 등 주요지역에 집을 지을 빈 땅이 남아있지 않게 되면서 재개발‧재건축 수주가 주요 먹거리로 부상했다. 분양업계 관계자는 “시공사는 조합원의 투표로 결정되기 때문에 인지도가 높고 금융비용 절감에 유리한 신용도가 높은 대형건설사가 유리하다”고 말했다.        대우건설은 지난달 자회사인 대우에스티·푸르지오서비스·대우파워 합병해 새법인인 대우에스티 설립했다. 주택 건설 외 먹거리 발굴을 위해서다. 아파트 관리‧부동산 개발‧스마트홈 등 대기업인 대우건설이 하기 어려운 사업을 맡길 계획이다.       ━   현금 확보‧해외 시장으로 눈 돌려         태풍을 피하기 위해 몸을 사리기도 한다. 현금을 확보해 유동성을 키우려는 것이다. 두산건설은 두산중공업이 위기에 몰리며 두산타워 등 자산 매각에 나서자 이미 수주한 사업을 정리하고 있다. 두산건설은 지난달 도시개발사업인 천안 성성 레이크시티 두산위브 시공권을 포기하기로 했다. 이를 통해 1157억원을 회수할 수 있다.       지난해 5월 수주한 이 주택 사업은 2586억원 규모다. 올해 분양하고 완공까지 3년 정도 후에 받을 수 있는 금액이다. 하지만 안정성을 택했다. 두산건설 관계자는 “7000억원 가치 두산타워 매각으로 손에 쥐는 현금이 1000억원인 점 감안하면 회수금이 크다”고 말했다.      해외로 눈을 돌리기도 한다. 코로나19 여파에도 해외 수주 실적이 반짝 늘었다. 올해 들어 지난달 말까지 해외건설 수주 실적은 142억7774만8000달러(17조6000억원)다. 이는 지난해 동기 대비 89% 늘어난 실적이다.       78개국에서 248개 업체가 수주했는데 해외 수주가 처음인 최초 진출업체만 22곳이다. 지난해 동기대비 47% 늘었다. 하지만 코로나19 사태가 쉽게 진정되지 않으면서 녹록치 않은 상황이다. 코로나19 감염 위험 뿐 아니라 휴업으로 인한 손실, 인건비 등의 문제가 있다.       특히 해당 국가의 방침에 따라 비자발적 현장 폐쇄를 해도 해당 정부에서 별도 보상을 받지 못하는 사례도 있다. 중국‧러시아 등의 경우 휴업을 해도 현지 노동인력에 대한 급여를 정상적으로 지급해야 한다. 법무법인나눔 부종식 변호사는 “통상 태풍, 지진같은 천재지변은 ‘불가항력 조항’에 해당돼 계약서상 공사기간을 넘어서도 면책 조항에 해당하지만 코로나19 같은 전염병을 불가항력 조항으로 인정할지는 세계적으로 논란”이라고 말했다.       최현주 기자"
152,"지역경제활성화 협약 현장.[안양=뉴시스] 박석희 기자 = 경기 안양지역에서 재개발·재건축 등 각종 건설현장에 참여하고 있는 대형 건설사들이 지역경제 활성화에 힘을 보태기로 안양시와 협약했다.13일 안양시에 따르면 최근 이들 업체와 지역경제 활성화를 위한 업무협약서를 체결했다. 지난 12일 진행된 협약식에는 도시정비과, 건축과, 주택과 등 시 관계부서 모두가 참여했다. 또 건설 현장은 재개발 2개소, 재건축·주택정비 3개소, 건축공사 2개소 등 모두 7개 지구가 협약체결에 참여했다. 이들 건설사들은 관내업체와 하도급 용역을 맺고, 근로자도 관내 거주자를 우선 채용하기로 했다. 특히 이들은 코로나19로 어려움에 처한 지역경제를, 건설경기 활성화로 극복하자는데 의견을 모으고 상호협력해 나가기로 약속했다. 이에 따라 참여건설사들은 관내 소재한 업체와 하도급 등을 체결하고, 현장 자재도 지역 업체 생산제품으로 구매한다. 또 식당 이용과 근로자 채용 역시 지역을 우선한다. 기간은 건축물 준공 시 까지로 정했다.이에 반해 시는 각종 공사가 순조롭게 진행될 수 있도록 다양한 행정적 뒷받침에 나선다. 이에 앞서 시는 ‘안양시 지역건설산업 활성화 촉진조례’제정과 함께 지난해 호원지구 등 4개 지구와 협약을 체결해 900여억원의 성과를 거뒀다.최대호 시장은 “이번 협약은 지역건설산업 육성과 함께 지역경제 활성화에 활기를 불어넣기 위함이다""며 ""코로나19로 위축··침체된 지역경제 활성화에 좋은 기회가 되기를 기대한다""고 전했다.☞공감언론 뉴시스 Shpark"
153,"예비타당성조사(예타)를 면제하기로 한 사회간접자본(SOC) 사업인 '국가균형발전 프로젝트'에 지역 건설사들이 의무적으로 참여하게 된다.31일 기획재정부에 따르면 정부는 이날 국무회의를 열어 이러한 내용을 담은 국가계약법 시행령 일부 개정안을 심의·의결했다.정부는 국가균형발전 프로젝트 SOC 사업 32개 중 지방자치단체 발주 7개, 연구개발(R&D) 3개를 제외한 22개 사업(19조6000억원 규모)에 '지역 의무 공동도급제도'를 적용해 지역 경제를 활성화하고자 한다.이 제도는 공사 현장 광역지방자치단체에 본사를 둔 업체가 참여한 공동 수급 업체만 입찰 참가를 허용하는 제도다.정부는 사업 성격에 따라 지역 업체의 의무 참여 비율에 차등을 뒀다.국도, 산업단지 인입철도, 보건, 공항 등 지역 성격이 강한 16개 사업은 지역업체가 40% 이상 참여한 공동수급체만 입찰에 참여할 수 있도록 했다.고속도로, 철도 등 사업효과가 전국에 미치는 광역교통망 사업 6개에 대해서는 지역업체의 비율은 20%까지만 의무화하고, 나머지 20%는 입찰 시 가점을 통해 최대 40%까지 참여를 유도하는 방식을 적용한다.다만 턴키(설계·시공 동시 발주) 등 난도가 높은 기술형 입찰은 사업 유형을 따지지 않고 지역업체가 20% 이상만 참여하면 입찰 참여를 허용한다.국가균형발전 프로젝트 중 올해 발주 또는 착공되는 사업은 산청 신안~생비량 도로건설사업, 신안 압해~해남 화원 도로건설사업, 여수 화태~백야 도로건설사업, 동해선 포항-동해 전철화 사업 등이다.시행령은 대통령 재가를 거쳐 즉시 시행될 예정이다.기재부 관계자는 “시행령 개정으로 지역 건설업체 활력 회복과 지역 일자리 창출에 기여할 것”이라며 “대형 건설업체의 기술 이전 등으로 상생 분위기 확산에도 기여할 것으로 보인다”고 말했다.유재희기자"
154,"삼성물산은 글로벌 IT 미디어∙리서치 전문기관인 IDG(International Data roup)가 주관한 2020 'CIO(Chief Information Officer) 100 어워즈(Awards)'에서 국내 건설사 최초로 수상자 명단에 올랐다고 10일 밝혔다. 지난 19887년 시작된 CIO 100 어워즈는 매년 1회 전세계 주요 기업과 기관, 단체들을 평가하여 IT기술을 통해 높은 사업가치를 창출한 100개 회사를 수상자로 선정한다. CIO 심사위원들은 심사대상 기업 혹은 기관이 각 산업군에서 얼마나 혁신적인지, 해당 혁신이 조직에 어떤 영향과 사업성과를 가져왔는지 등을 평가하게 된다.  삼성물산은 '건설안전사고예방을 위한 디지털 혁신'을 주제로 통합 건설안전관리 시스템을 구축, 현장에서 발생할 수 있는 위험요소를 사전에 차단해 높은 평가를 받았다. 삼성물산은 각종 센서와 IoT 기술, 드론, 클라우드 시스템을 활용해 건설현장 관리 데이터를 축적하며, 축적된 데이터를 기반으로 인공지능을 활용해 안전사고를 예측하고 공종별 위험도를 분석해 사전 관리하고 있다. 또한 삼성SDS의 인공지능 기반 분석 플랫폼인 Brightics AI와 Brightics IoT를 활용해 데이터 분석 및 의사결정을 지원하는 안전관리 예측시스템을 갖췄으며, 전 세계 건설현장에서 연결이 가능한 IT 기반 안전관리 플랫폼을 구축했다.한편 올해 CIO 어워즈 수상자로는 GE, JP 모건, 맥도널드 등의 글로벌 기업들이 선정됐다."
155,"◆…삼성물산 CI.삼성물산 건설부문이 지난 9일 글로벌 IT미디어·리서치 전문기관 IDG(International Data Group)가 주관한 '2020 CIO(Chief Information Officer) 100 어워즈'에서 국내 건설사 중 처음으로 수상자에 선정됐다고 10일 밝혔다.이 시상식은 지난 1987년부터 매년 1회 전 세계 주요 기업·기관·단체를 대상으로 IT기술을 통해 높은 사업가치를 창출한 100개 회사를 뽑아왔다. 심사위원들은 심사대상이 각 산업군에서 얼마나 혁신적인지, 해당 혁신이 조직에 어떤 영향과 사업성과를 창출했는지 등을 평가하고 있다.삼성물산은 ""건설안전사고예방을 위한 디지털 혁신을 주제로 통합건설안전관리 시스템을 구축해 현장 위험요소를 사전에 차단하는 점에서 높은 평가를 받았다""고 설명했다.이 회사는 각종 센서와 사물인터넷(IoT) 기술, 드론, 클라우드 시스템 등을 활용해 건설현장 관리 데이터를 축적하고 이를 기반으로 인공지능을 통한 안전사고 예측, 공종별 위험도 분석 등의 사전 관리 중이다.또 삼성SDS 인공지능 기반 분석 플랫폼인 브라이틱스 AI·IoT를 활용해 데이터 분석과 의사결정을 지원하는 안전관리 예측시스템을 갖췄으며 전 세계 건설현장에서 연결 가능한 IT 기반 안전관리 플랫폼을 구축했다.▶ 조세일보 홈페이지 / 정회원 가입▶ 조세일보 네이버 뉴스스탠드 구독(종합/경제)임재윤"
156," 삼성물산 건설부문(대표이사 이영호)이 지난 9일 글로벌 IT 미디어·리서치 전문기관인 IDG(International Data Group)가 주관한 2020 ‘CIO(Chief Information Officer) 100 어워즈(Awards)’에서 수상자 명단에 올랐다고 10일 밝혔다. 국내 건설사로서는 처음이다.CIO 100 어워즈는 1987년 시작해, 매년 한 차례 전세계 주요 기업과 기관, 단체들을 평가해 IT기술을 통해 높은 사업가치를 창출한 100개 회사를 수상자로 선정한다. 심사위원들은 심사대상 기업 혹은 기관이 각 산업군에서 얼마나 혁신적인지, 해당 혁신이 조직에 어떤 영향과 사업성과를 가져왔는지 등을 평가하는 것으로 알려졌다.올해 수상자는 삼성물산을 비롯해 GE, JP 모건, 맥도널드 등의 글로벌 기업들이 선정됐다.삼성물산은 ‘건설안전사고예방을 위한 디지털 혁신’을 주제로 통합건설안전관리 시스템에 대한 높은 평가를 받았다. 이 시스템은 각종 센서와 IoT기술, 드론, 클라우드 시스템을 활용해 현장에서 발생할 수 있는 위험요소를 사전에 차단한다.삼성물산은 앞서 삼성SDS의 인공지능 기반 분석 플랫폼을 활용해 데이터분석 및 의사결정을 지원하는 안전관리 예측시스템을 갖췄으며, 전 세계 건설현장에서 연결이 가능한 IT 기반 안전관리 플랫폼을 구축했다.한편 IDG는 1964년 미국 보스톤에서 설립된 세계 최대의 테크놀로지 미디어, 데이터, 마케팅 서비스 기업으로, 200여 개의 신문 및 잡지 460여개의 온라인 미디어 브랜드가 IDG 그룹 안에 속해 있다"
157,"        ▲  경기도 화성시 동탄신도시 LH 공공 아파트의 한 견본주택관.            ⓒ 연합뉴스   한국토지주택공사(LH)가 시행하는 공공아파트 분양 사업에 민간 건설사가 참여해 폭리를 가져가는 것으로 나타났다. 공공분양 아파트 40곳 중 26개 사업장에서 LH보다 민간 건설사의 수익 비중이 더 높았다.박근혜 정부 시절 '민간참여공공분양' 시작LH와 경기도시공사 등 지방공사는 지난 2014년부터 공공아파트 분양 사업에 민간 건설사가 참여하는 '민간참여공공분양' 사업을 하고 있다. 사업은 LH가 토지를 조달하고, 민간 건설사가 분양·건설을 담당한다.참여 건설사는 공동 사업시행자 지위를 갖고, 분양 수익도 비율에 따라 배분받는다. 현대건설과 대림산업, GS건설, 대우건설 등 이름난 대형 건설사는 물론 금호산업, 한양, 태영건설, 삼호, 신동아 등 중견건설사들도 이 사업에 참여하고 있다.LH가 지난 2014~2019년까지 5년간 진행해온 민간참여공공분양 사업장은 총 40곳, 3만 9000여 세대다. 이 가운데 총 28개 아파트가 분양을 마쳤고, 과천지식정보타운(GS건설, 과천 제이드자이) 등이 분양을 앞두고 있다.사업시행자 자격으로 참여, 대부분 사업장서 수익 독차지문제는 사업 수익의 배분 구조다. 결론부터 정리하면 민간 건설사가 더 많은 수익을 가져가는 사업장이 많다. <오마이뉴스>가 정동영 민주평화당 의원실을 통해 국토교통부로부터 제출받은 민간참여공공분양 현황에 따르면, 사업장 40곳 중 LH보다 민간 건설사 수익 비중이 높은 곳(수익 배분 비율 51% 이상)은 총 26곳이었다.민간 수익 비중이 가장 높은 곳은 강원도 양양물치강선 2블록 사업(삼호, 우미건설)이었다. 이 사업장에서는 민간건설사인 삼호, 우미건설이 전체 수익의 83%를 가져갔고, LH 몫은 17%에 불과했다. 사업 수익이 100억 원이면, 민간건설사가 83억 원을 가져간다는 뜻이다.대전효자1블록(계룡건설, 대우건설, 태영건설)도 민간건설사가 전체 수익의 79%를 가져가고, 논산 내동2 C1블록(GS건설, 현대건설)과 목포용해2 1블록(새천년종합건설)는 각각 74%, 대구옥포 A3블록(서한)은 71%가 민간건설사의 몫이다.사업 수익 배분 비율이 같은 사업장은 4곳이었고, LH가 민간건설사보다 더 많은 수익을 가져가는 사업장은 10개, 전체의 25%에 불과했다. 엄연히 공공기관이 공적 자금을 들여 시행하는 공공 분양 사업인데, 수익 대부분은 민간 건설사가 갖는 이상한 형태가 된 것이다.GS건설 ""고분양가"" 주장해 일정 미뤄지기도민간 건설사가 사업 시행자 자격으로 참여하면서, 분양가를 두고도 이견이 벌어진다. 과천 지식정보타운에 분양하는 과천 제이드자이(GS건설)의 경우, 당초 지난해 상반기 분양할 예정이었다. 그런데 분양가를 두고 GS건설과 LH가 막판까지 합의점을 찾지 못하면서 일정이 미뤄져왔다.GS건설 측이 LH에 아파트 분양가를 더 높게 책정해야 한다고 요구해온 것으로 알려졌다. 분양가를 높게 책정해야 사업 수익이 더 많이 생기기 때문이다. 과천 제이드자이는 이번달 중 분양할 예정인데, 분양가를 두고도 관심이 모인다.민간 건설사와 합동 사업을 하면서, 해당 사업의 구체적인 내용은 철저하기 비밀리에 부쳐지고 있다. LH는 각 사업지별 구체적인 수익 금액을 요청하자 ""민간 기업의 영업 이익과 직결된 문제""라며 공개를 거부했다.""공기업 설립 목적 훼손, 즉각 폐기 처분해야""민간참여공공분양 사업을 하는 경기도 산하 경기도시공사는 민간 건설사와의 수익 배분 비율조차 공개할 수 없다고 했다. 모든 내역이 투명하게 공개돼야 할 공공 사업임에도 민간 건설사 정보가 있다는 핑계로 불투명한 사업 운영을 하는 셈이다.정동영 민주평화당 대표는 ""공기업은 공공택지를 싸게 공급해 서민 주거안정을 도모해야 하는데, 민간 건설사를 끌어들여 수익 놀음을 하고 있다""며 ""공기업 설립 목적의 근간을 흔드는 이 사업은 즉각 폐기하고, 지금까지 사업 수익이 재벌 건설사에게 얼마나 돌아갔는지 투명하게 공개해야 한다""고 촉구했다.              ▲  민간참여공공분양 사업 전체 현황 및 사업 수익 배분 비율.            ⓒ 정동영 의원실   저작권자(c) 오마이뉴스(시민기자), 무단 전재 및 재배포 금지"
158,"[헤럴드경제=유오상 기자] 정부가 전 세계적으로 확산 중인 코로나19 속에서 발이 묶인 기업인들의 해외 파견을 지원하고 있는 상황에서 최근 현지에 파견된 우리 기업인 중 코로나19 확진 사례가 급증하고 있어 당국이 비상에 걸렸다.3일 외교부에 따르면 지난 1일 기준 중동 국가 내에 체류 중인 우리 국민 중 코로나19에 확진된 사례는 60명을 넘어섰다. 확진자 중 대다수는 현지 건설현장에 파견된 우리 기업인으로 알려졌다.현재 이라크와 이스라엘, 모로코 등 중동 18개국에는 국내 194개 기업에서 파견된 5625명의 근로자가 활동하고 있다. 이들이 파견된 현지 건설 현장만 313곳에 달한다. 이중 대다수 건설 현장은 강화된 방역 대책이 가동되고 있지만, 일부는 여전히 열악한 환경에 놓여있는 것으로 전해졌다.한 외교 소식통은 “인력을 파견한 우리 기업이 건설 현장에 마스크와 소독제 등 방역 용품을 들여와 코로나19 예방을 위한 조치를 하고 있지만, 이마저도 구하기 어렵거나 반입이 어려운 경우가 다수 있다”며 “파견 기업 중 중소, 중견 기업의 경우 상황이 더 열악하다”고 설명했다.우리 국민 중 확진자가 급증하자 정부는 민관 합동 대책회의를 열고 재외국민 보호 방안을 논의하는 등 고심에 빠졌다. 외교부는 전날 관계부처와 중동에 인력을 파견 중인 국내 건설사 10곳과 함께 합동회의를 열고 중동 내 우리 기업 건설 현장 근로자를 보호하기 위한 대책 마련에 나섰다. 회의에 참석한 건설사들은 방역 용품 반입 지원 등을 주로 건의한 것으로 전해졌다.한 현지 파견 기업 관계자는 “중동 지역 내 근로자 중 확진 사례가 늘어나 기업 입장에서도 불안할 수밖에 없는 상황”이라며 “현지인 근로자를 통한 전파 사례가 많아 이를 막기 위해 발열 검사 등을 계속하고 있다. 그러나 여건이 좋지 않은 상황”이라고 했다.외교부는 “재외국민의 건강과 안전 확보가 정부의 최우선 과제”라고 강조하며 “현지 대사관과 기업 간의 상시 소통체계 구축과 방역물품 반입 지원, 응급 화상 의료상담을 비롯한 긴급 의료 지원 등 가능한 모든 지원책을 강구할 예정”이라고 설명했다"
159,"  포스코는 12일 대치동 포스코센터에서  롯데건설, SK건설, 이지파트너와 강건재 공동 기술개발 및 공급 협약식을 체결했다.(사진 왼쪽부터 롯데건설 박순전 기술연구원장, SK건설 권혁수 건축TECH그룹장, 이지파트너 전금석 대표, 포스코 김상균 강건재마케팅실장)/사진제공=포스코포스코가 12일 포스코센터에서 롯데건설, SK건설, 이지파트너와 4자간 강건재 공동 기술개발 및 공급 협약을 체결했다고 13일 밝혔다.협약식엔 포스코 강건재마케팅실장, 롯데건설 기술연구원장, SK건설 건축TECH그룹장과 이지파트너 대표 등 4개사 임직원 22명이 참석했다. 포스코를 비롯한 4개사는 각각 철강사·건설사·건축엔지니어링사다. 상호협력을 통해 흙막이용 '이종강종 합성엄지말뚝' 기술과 제품을 공동으로 개발한다. 건설사는 포스코가 인증한 프리미엄 철강재인 이노빌트(INNOVILT) 적용을 확대하기로 했다.이종강종 합성엄지말뚝은 지하공사 시 흙이 흘러내리지 않도록 막아주는 역할을 하는 흙막이 벽체다. 지하철 9호선 싱크홀 및 상도동 유치원 붕괴 등 사고로 최근 흙막이 벽체에 더 높은 수준의 안전성능이 요구되고 있어 공공의 안전을 위해 이를 공동개발하기로 했다.포스코는 최적의 강재 제공 및 구조성능을 평가하고 이지파트너는 이종강종 합성엄지말뚝의 최적화 설계 방법을 개발한다. 롯데와 SK 두 건설사는 현장시험 적용을 통해 시공성과 안정성을 검증한다.이종강종 합성엄지말뚝은 포스코 철강재를 이용해 오각형 구조의 각관 형태로 만들 예정이다. 구조적 성능이 우수해 추가적인 보강재를 사용할 필요가 없다. 또 하중을 많이 받는 부위에는 고강도강을, 나머지는 일반강을 적용해 경제성도 높일 계획이다. 포스코는 이종강종 합성엄지말뚝을 사용하면 H형강 사용보다 약 15% 이상 공사비를 절감할 수 있을 것으로 기대하고 있다.정탁 포스코 마케팅본부장은 ""롯데건설, SK건설과 같은 대형건설사 및 건축엔지니어링사와 지속적인 협력을 통해 건설사 브랜드가치 향상에 기여하고 중소기업과는 동반성장을 적극 추진하겠다""고 밝혔다.한편 포스코는 지난해 11월 건설시장에서 철강 프리미엄화를 본격적으로 추진하기 위해 고객사와 함께 강건재 통합 브랜드인 '이노빌트(INNOVILT)'를 출시했다. 포스코그룹의 강재 중 안정성·기술성·시장성 등이 우수한 제품을 이노빌트 인증제품으로 선정한다.최민경 기자"
160,"한국토지주택공사(LH)는 초미세먼지로 건설공사가 일시정지 될 경우 계약기간 및 계약금액을 조정할 수 있는 계약조정 세부지침을 마련했다고 10일 밝혔다.최근 미세먼지 및 관련 질환 증가로 정부는 미세먼지 피해를 사회재난으로 규정하고 국토교통부는 '초미세먼지 재난 위기대응 실무 매뉴얼'을 시행하는 등 범정부 차원의 대책이 이어지고 있다.또한 기재부의 고농도 미세먼지로 인한 공사 일시정지 시 계약기간 및 계약금액을 조정하는 '미세먼지 저감 등을 위한 공공계약 업무처리 지침'을 발표했다. 이에 따라 LH는 계약 조정 세부지침을 수립해 근로자 보호 및 건설현장 지원에 나섰다.이번에 수립된 지침에는 초미세먼지 위기경보 발령 등으로 건설공사가 중단돼 전체 공사기간 중 작업 불가능 일수가 최초 계약에 반영된 작업 불가능 일수를 초과하는 경우 초과 일수만큼 계약기간을 연장할 수 있도록 하는 내용이 포함됐다. 또한 공사연장에 따른 간접비 증가를 반영해 계약금액 역시 조정 가능하며, 일시정지 조치를 하지 않아도 미세먼지로 작업이 현저히 곤란해 불가피하게 공사가 지연된 경우 지체상금을 부과하지 않도록 하는 내용도 담겼다. 아울러 미세먼지 위기경보가 발령되면 건설현장 살수와 진공흡입 조치를 실시하는 등의 근로자 안전조치를 실시하도록 하는 내용도 포함됐다. 강동렬 LH 건설기술본부장은 ""건설사들의 부담이 보다 완화될 것""이라며 ""앞으로도 LH는 합리적인 공기 산정 및 적정 공사비 지급을 통해 공정한 건설 현장문화를 조성하고 근로자 안전 확보를 위해 최선을 다하겠다""고 밝혔다.☞공감언론 뉴시스"
