,contents
10,기획재정부는 '2020년 하반기부터 이렇게 달라집니다' 책자를 29일 발간했다.     이 책자는 올해 하반기부터 달라지는 30개 정부부처 153건의 제도와 법규사항을 담고 있다.   
11,6월의 마지막 주말인 지난 27일 속초관광수산시장이 관광객들로 발 디딜 틈이 없을 정도로 북적이고 있다.속초=
12,이개호 더불어민주당 의원이 18일 서울 여의도 국회에서 열린 과학기술정보통신부에 대한 과학기술정보방송통신위원회 종합감사에서 질의를 하고 있다. 2019.10.18/뉴스1 © News1 김명섭 기자seeit@news1.kr
13,   
14,  
15,폐어구(통발·그물·낚시·밧줄 등). (사진=경포의용소방대 전문수난구조대 제공) 
16,"전남 여수시(시장 권오봉)는 코로나19 위기 극복과 소비 진작을 위해 '대한민국 동행세일'에 지역 수산시장과 흥국상사 등 11개 업체가 참여한다고 28일 밝혔다.동행세일은 6월26일부터 7월12일까지 전국적으로 진행되는 행사다. 수산시장과 흥국상점가에서는 5만원 이상부터 100만원 이상 물품을 구매하는 고객에게 온누리상품권을 구매금액에 따라 1만원부터 최고 7만원까지 증정하고 경품추첨 이벤트를 마련한다.중앙시장 내 청년몰은 7월2일과 4일, 이틀간 2만원 이상 사용한 고객에게 5000원에서 최고 2만원의 온누리상품권을 증정한다. 흥국상점가에서는 7월4일과 11일 버스킹(거리공연)과 다양한 경품추첨행사를 진행해 재미와 실속을 동시에 제공한다.이외에 8개소 대형유통마트에서도 자체적으로 농축수산물, 고효율가전 기획전, 포인트 적립, 상품권 증정, 먹거리 및 인기 생필품 50% 할인 등 대규모 소비촉진 행사를 진행한다.시 관계자는 ""시민들께서 안심하고 장보기에 나설 수 있도록 철저한 방역이 진행된다""며 ""지역경제 활성화를 위한 행사에 전통시장을 많이 찾아 주실 것을 당부드린다""고 말했다"
17,국장급 채용    ▲ 부산지방해양안전심판원장 유병연 과장급 전보    ▲ 항만개발과장 이상호 ▲ 국립해양조사원 수로측량과장 조창선 ▲ 국립해양조사원 국가해양위성센터장 임관창 ▲ 부산지방해양수산청 항로표지과장 이병곤 ▲ 울산지방해양수산청장 박용한 ▲ 부산지방해양안전심판원 심판관 김동희 ▲ 목포지방해양안전심판원 심판관 박 철 ▲ 국립해양측위정보원장 이종철 (서울=연합뉴스)
18,◆해양수산부<채용> ▷국장급 Δ부산지방해양안전심판원장 유병연<전보> ▷과장급 Δ항만개발과장 이상호 Δ국립해양조사원 수로측량과장 조창선 Δ국립해양조사원 국가해양위성센터장 임관창 Δ부산지방해양수산청 항로표지과장 이병곤 Δ울산지방해양수산청장 박용한 Δ부산지방해양안전심판원 심판관 김동희 Δ목포지방해양안전심판원 심판관 박  철 Δ국립해양측위정보원장 이종철(이상 7월 1일자)bsc9@news1.kr
19,해양수산부◇국장급 채용△부산지방해양안전심판원장 유병연◇과장급 전보△항만개발과장 이상호 △국립해양조사원 수로측량과장 조창선 △국립해양조사원 국가해양위성센터장 임관창 △부산지방해양수산청 항로표지과장 이병곤 △울산지방해양수산청장 박용한 △부산지방해양안전심판원 심판관 김동희△목포지방해양안전심판원 심판관 박철 △국립해양측위정보원장 이종철
20,◇해양수산부 인사발령(7월 1일 자)<국장급 채용>▲부산지방해양안전심판원장 유병연<과장급 전보>▲항만개발과장 이상호▲국립해양조사원 수로측량과장 조창선▲국립해양조사원 국가해양위성센터장 임관창▲부산지방해양수산청 항로표지과장 이병곤▲울산지방해양수산청장 박용한▲부산지방해양안전심판원 심판관 김동희▲목포지방해양안전심판원 심판관 박철▲국립해양측위정보원장 이종철데일리안 이소희 기자 
21,23일 부산 감천항에 정박 중인 러시아 국적 냉동 화물선인 A호(오른쪽)와 B호(왼쪽). A호 선장 등 21명 중 16명이 코로나19 양성 판정을 받았다. B호에 있는 선원 21명에 대해서도 이날 진단 검사가 이뤄질 예정이다. 2020.6.23
22,◆해양수산부 ◇국장급 채용 △부산지방해양안전심판원장 유병연 ◇과장급 전보 △항만개발과장 이상호 △국립해양조사원 수로측량과장 조창선 △국립해양조사원 국가해양위성센터장 임관창 △부산지방해양수산청 항로표지과장 이병곤 △울산지방해양수산청장 박용한 △부산지방해양안전심판원 심판관 김동희 △목포지방해양안전심판원 심판관 박철 △국립해양측위정보원장 이종철
23,23일 부산 감천항에 정박 중인 러시아 국적 냉동 화물선 A호(3천401t) 인근에서 서구 보건소 관계자들이 방역을 하고 있다. 2020.6.23
24,"        ▲  율도해역 꽃게 방류 사진 및 사항해역 참돔 방류.            ⓒ 남해군청   경남 남해군이 수산자원 증가와 어업인 소득증대를 위해 꽃게와 참돔 증식에 본격적으로 나섰다. 남해군은 창선면 율도, 고현면 이어 해역에 사업비 5000만원을 들여 꽃게 23만미를 방류하고, 미조면 사항해역에 경상남도 수산자원연구소가 생산해 지원한 참돔 2만미를 방류했다고 26일 밝혔다. 이번 방류사업에는 남해군, 강진만 자율관리 어업공동체, 경남수산안전기술원 남해지원, (사)한국수산종자산업 경남협회와 율도·이어·사항 어촌계 관계자 등 30여명이 참석했다. 특히 이번에 방류한 꽃게는 지난달 중순 인공 부화한 것으로 크기는 1cm 정도이며, 국립수산과학원에서 발급하는 방류 수산생물 전염병 검사를 마쳤다. 꽃게는 올해 가을부터, 참돔은 3년 후부터 어획이 가능한 크기로 자라 어업인들의 소득증대에 기여할 것으로 예상된다. 남해군 관계자는 ""우리군은 올해 꽃게 외에도 자원량이 줄어가는 6개 어종을 방류했다""며 ""향후 보리새우 등도 추가로 방류해 남해의 수산자원 회복에 최선을 다하겠다""고 밝혔다.저작권자(c) 오마이뉴스(시민기자), 무단 전재 및 재배포 금지"
25,"충북 괴산군은 내달 1일부터 수산식품산업 거점단지를 통과하는 시내버스를 운행한다고 26일 밝혔다.괴산 수산식품산업 거점단지[괴산군 제공. 재판매 및 DB 금지]괴산읍∼수산식품단지∼산막이옛길 노선의 이 버스는 하루 왕복 10회 운행한다.    괴산군 관계자는 ""수산식품단지 접근성을 높이기 위해 괴산읍∼산막이옛길을 운행하는 버스를 경유하도록 했다""며 ""수산식품단지 활성화에 도움이 될 것""이라고 말했다.    230억원이 투입돼 지난해 5월 문을 연 이 단지는 전국 최초의 내수면 수산식품 산업 거점단지다.    수산식품을 생산·가공·유통하고 체험·관광까지 할 수 있는 다기능 복합 시설로, 7만5천㎡에 4개 가공 공장과 6개 유통시설이 들어섰다.    바다 생선회, 장어구이 등 신선한 수산물을 판매하는 식당 6곳도 운영한다.    충북도와 괴산군은 100억원을 들여 제2 유통시설과 수산물 직판장, 담수 자원종 보존 시설 건립도 추진 중이다.   "
26,충북 괴산군은 다음 달 1일부터 시내버스가 괴산읍 대덕리 수산식품산업거점단지를 경유한다고 26일 밝혔다. 사진은 지난해 5월3일 열린 수산식품산업거점단지 개장식. (사진=괴산군 제공) 2020.06.26.
27," 다음은 6월 29일~7월 5일 해양수산부 주요 일정과 보도 계획이다.◇주요 일정△29일(월)16:30 제8차 한중일 물류장관회의 특별세션(문성혁 장관, 세종)△30일(화)10:00 국무회의(장관, 세종)△1일(수)14:00 HMM 초대형 컨선 7호선 명명식(김양수 차관, 거제)△2일(목)10:30 차관회의(차관, 세종)◇보도 계획△29일(월)11:00 해상운임공표제 개편 및 해운 불공정 거래 신고 센터 운영11:00 해수부-제주도, 해양공간관리계획 수립을 위한 공청회 개최11:00 2020년 고수온·적조 대응 관계기관 대책협의회 개최11:00 연안선박 현대화펀드 3호 ‘썬라이즈 제주호‘, 명명식 개최△30일(화)06:00 2020년 해양수산생명자원 종 목록집 발간 배포06:00 ‘20~‘21년 총허용어획량(TAC) 7.1부터 시행11:00 제2회 국가어항 디지털 사진공모전 개최11:00 2020년 하반기 항만 및 어항공사 표준시장단가 발표11:00 해수욕장 가고 싶다면 사전예약하고, 신호등 보고, 한적한 곳으로11:00 이달의 해양수산 어벤져스를 소개합니다△1일(수)06:00 본격적인 해수욕 시즌, 이안류 지수와 함께11:00 국가어항 시설물 내진성능을 확보한다11:00 괭생이모자반에서 비용종 예방 및 치료효능 발견△2일(목)11:00 해수부 온라인 쇼룸으로 중화권 수출시장 공략조해영 "
28,수산식품 거점단지 12월 완료…‘6차 산업 모델 창출’[김동언 기자(=화순)
