,contents
516,"지난 15일 애플이 아이폰se 2세대를 공개했다. 4년전인 2016년에 첫 출시되었던 아이폰se의 후속작이며 애플의 중저가 스마트폰으로, 첫 출시 후 2세대가 출시되었다.미국에선 17일부터 사전예약이 되고 있으며 24일부터 순차적으로 배송될 예정이다. 한국은 이번에도 1차 출시국에선 제외되었으며, 전파인증 및 이통사 협의가 빠르게 결정된다면 5월초나 중순정도에 들어올것으로 예상되고 있다.2세대 아이폰se는 2017년도에 나왔던 아이폰8을 기본베이스로 하여 크기 및 무게 또한 거의 비슷하다. 4.7인치 디스플레이, 레티나 HD LCD를 탑재, 터치 ID를 부활시켰다.또한, 홈 버튼의 내구성과 센서 보호를 강화를 위해 사파이어 크리스탈 소재를 채택했으며 터치 ID 감도를 향상을 위해 지문감지 금속 링을 마감에 추가하였다.스펙자체가 1세대 아이폰se에서는 기대하지 못했었던 부분이라 혜자스럽다는 의견이 많다. cpu도 바이오닉13 프로세서가 탑재됐으며 아이폰11 시리즈와 동일한 부품이다. 특히나 카메라는 아이폰sr 수준의 전면 7백, 후면 12백만 화소이며 sk 60프레임 촬영이 가능하다.아이폰11 pro 시리즈들 처럼 딥퓨전 기능은 스펙상 불가하긴 하지만 바이오닉13 프로세서의 성능만으로도 훌륭한 후보정을 할수 있다.최신폰이라 예전의 이어폰잭은 없으며 램자체는 아쉽지만 3GB 로 나왔다. 2세대 아이폰se의 가격은 해외 기준 399$, 이대로 국내로 출시할 경우 59만9,500원을 예상했지만 국내 출시가격은 55만원으로 시작한다.5월엔 애플뿐만 아니라 국내 삼성, LG자에서도 각각 A71 A51시리즈의 출시예정과와 LG벨벳 등등 중저가 스마트폰 라인의 출시가 기대되고 있지만 스펙, 가성비로 따져보면 중저가 라인업의 점유율은 애플이 압도적일 것으로 전문가들의 의견이 모아지고 있으며 스마트폰 판매 카페인 '사나폰'에선 아이폰SE의 출시전부터 수요대기 예약을 진행중이다.해당카페는 기존에 아이폰XS 재고소진기획전도 진행했었으며 현재는 아이폰XR의 재고소진 또한 진행중이다. 아이폰11 또한 50% 할인판매에 돌입하며, 잇따른 가격 인하는 더많은 물량을 수급하고자 기존 제품의 재고를 처리해야하는 대리점쪽의 도움이 있었으며, 현재는 아이폰SE의 출시 예약을 받고있다.이번 아이폰SE는 별도의 공식적인 사전예약은 국내에선 진행되지 않을수 있어 초반 재고를 확보가 관건이며 스페셜 에디션 특성상 추후엔 재고확보가 힘들수 있어 자체 예약을 받고 있다. 이에 관계자는 소비자의 문의가 새벽 일찍부터 들어오고 있다고 밝혔다.아이폰XR과 XS 재고 소진전 아이폰SE 출시 예약은 스마트폰 판매 카페'사나폰'에서 보다 상세하게 확인해볼 수 있다.디지털전략부"
517," 청와대의 울산시장 선거개입 의혹에 연루됐던 청와대 파견 검찰수사관의 휴대전화 잠금이 해제됐다. 4·15 총선 이후 재개될 수사와 이미 기소된 관련자들의 재판에서 중요한 증거물이 될 전망이다.대검찰청 디지털포렌식센터는 30일 이스라엘 정보보안업체 셀레브라이트의 포렌식 장비를 이용해 숨진 수사관 A씨의 아이폰 비밀번호를 해제하는 데 성공했다.A 수사관은 민정비서관실 소속 특별감찰반원으로 재직하면서 울산에 내려가 김기현 당시 울산시장 관련 경찰의 수사상황을 점검했다는 의혹을 받는 당사자였다. 검찰의 공소장에 따르면, 백원우 전 청와대 민정비서관은 A 수사관을 통해 김 당시 시장의 측근에 대한 경찰 수사상황을 수시로 점검한 것으로 조사됐다. 백 전 비서관은 송철호 현 울산시장의 당선을 위해 경찰에 김 전 시장 측근들의 비리 의혹을 수사하라고 지시한 혐의를 받고 있다. 검찰은 A 수사관이 울산 출장에 나서게 경위 등을 조사하려고 했지만, 지난해 12월 검찰수사 당일 A 수사관은 지인의 오피스텔에서 극단적인 선택을 했다.사건을 수사하고 있는 서울중앙지검 공공수사2부(부장 김태은)는 A 수사관의 휴대폰 자료를 토대로 울산시장 선거 전 청와대 민정비서관실 특감반의 울산 출장의 이유가 무엇이었는지를 파악할 예정이다. 앞서 청와대는 A 수사관이 울산에 내려간 이유가 “검경 갈등이 첨예했던 ‘고래고기 사건’에 대한 의견청취를 하기 위한 것”이었다고 주장해왔다. 공공수사2부는 송 시장 등 재판에 넘긴 전직 청와대 수석·비서관 등 13명에 대한 보강수사를 물밑에서 진행해온 것으로 전해졌다.A 수사관의 휴대폰에서 청와대의 입장을 반박하는 자료가 확인되면 오는 4월 23일 열릴 13명의 첫 공판에 큰 파장이 예상된다. 임종석 전 청와대 비서실장, 이광철 청와대 민정비서관 등 총선 이후 재개될 수사에도 속도가 붙을 전망이다. 검찰은 A 수사관의 휴대폰 자료를 추가증거로 제출할 것으로 보인다. 대법원 판례는 ‘예외적인 상황’에 따라 공소제기 이후 수집된 피고인에 대한 진술조서·자료 등에 대한 증거능력을 인정해왔다.다만 수사과정에서 법무부가 인사개편을 추진하고, 이로 인해 검찰 내부갈등이 불거졌던 만큼, 검찰이 수사에 적극적으로 나설지 미지수라는 관측도 나온다. 현재 공공수사2부는 김태은 부장검사가 자리를 지키고 있지만, 수사를 지원했던 김성훈 대검 공안수사지원과장과 이상현 울산지검 공공수사부장 등은 모두 자리를 떠났다. 이성윤 신임 서울중앙지검장은 13명을 기소여부를 결정하는 간부회의에서 반대의견을 내는 등 검찰 간부들과 불협화음을 보이기도 했다.이번 아이폰 잠금을 푸는 데는 이스라엘 보안업체 ‘셀러브라이트(Cellebrite)’의 ‘낸드 미러링(NAND mirroring)’과 ‘브루트 포스(Brute force method)’이라는 포렌식 기술을 사용한 것으로 알려졌다.아이폰은 비밀번호 입력이 10회 이상 틀리면 저장 데이터가 영구 삭제되거나 잠금해제를 할 수 없게 된다. 낸드 미러링 기술은 CPU나 메모리를 분리한 뒤 가상 드라이브 파일로 복제하는 방식이다. 데이터 영구 삭제나 영구 잠김을 피할 수 있다. 가상 드라이브로 대상 아이폰을 여러개 복제해 낸 뒤에는 무차별 암호대입 방식인 ‘브루트 포스’가 사용된다. 암호가 6자리 숫자로 이뤄졌다고 하면 경우의 수는 100만개다. 이에 숫자를 조합해 복제해 낸 아이폰들에 하나씩 비밀번호를 입력한다. 비밀번호 입력을 10회 했으나 틀린 경우엔 가상 아이폰을 지우고 새로 복제한 뒤 같은 작업을 반복한다. 대검 디지털수사자문위원을 맡은 구태언 변호사는 “미러링으로 복제해 낸 가상 아이폰에 숫자를 처음부터 대입하는 것이 가장 확실한 방식”이라며 “메모리만 충분히 확보 돼 있다면 미러링을 통한 복제를 10개 이상 늘려 속도를 높일 수 있다”고 했다"
518," 애플이 차세대 보급형 모델인 아이폰SE2를 올 3월에 5.4인치 대화면 모델로 공급할 전망이다.애플인사이더 등의 주요외신들에 따르면 애플은 보급형 모델인 아이폰SE2를 아이폰8과 유사한 디자인에 더 커진 5.4인치 디스플레이와 안면인식 기능인 페이스아이디를 탑재할 예정이다.일각에서는 아이폰SE2가 4.7인치 디스플레이를 지닌 아이폰8이나 아이폰7같은 모델로 나오거나 5.4인치 디스플레이를 탑재한 모델로 점쳤다.애플이 5.4인치 아이폰SE2를 내놓을 전망이다 [출처=애플]애플은 오는 3월에 아이폰SE2를 공급하고 가을에 4개 이상의 주력모델을 공급할 것으로 예상됐다.밍치 궈 TF인터내셔널증권 애널리스트는 2020년형 아이폰이 5.4인치와 6.1인치 LCD 모델, 6.1인치와 6.7인치 OLED 모델로 공급될 것으로 전망했다.주력폰은 엣지형 디스플레이와 5G 연결, 멀티렌즈 카메라 등을 지원하는 것으로 알려졌다. 반면 그는 아이폰SE2이 아이폰11에 채택됐던 A13 바이오닉칩과 LCD 디스플레이, 터치아이디를 전원버튼에 통합한 형태로 제작될 것으로 점쳤다.또한 애플이 2021년에 5.5인치 또는 6.1인치 아이폰SE2 플러스를 출시할 것으로 봤다. 그는 애플이 올 상반기에 아이폰SE2를 공급하며 판매량을 최소 2천만대, 상황이 좋으면 3천만대로 예상했다.안희권기자"
519,"아이폰이 이번에도 통화 중 녹음 기능을 제공하지 않을 것이라는 전망이 나왔다. 당초 국내외 외신들은 이 기능이 이달말 선보일 애플의 운영체제(OS) iOS 14에 탑재될 것이라고 예상한 바 있다. 사진은 인도 뉴델리의 애플스토어 직원이 아이폰을 조작하는 모습. /사진=로이터아이폰이 새로 내놓을 신제품에도 통화 중 녹음 기능을 제공하지 않을 것이라는 전망이 나왔다. 당초 국내외 외신은 이 기능이 이달 말 선보일 애플의 운영체제(OS) iOS 14에 탑재될 것이라고 예상했다.10일(현지시간) 애플 전문매체 나인투파이브맥은 내부 소식통을 인용해 정식 iOS 14에 통화 중 녹음기능이 탑재될 가능성이 낮다고 보도했다.안드로이드와 스마트폰 양대 OS로 불리는 iOS는 지금까지 통화 중 녹음 기능을 도입하지 않았다. 때문에 아이폰 사용자가 통화내용을 녹음하기 위해서는 별도의 액세서리를 사용하거나 스마트폰의 기능제한을 해제하는 ‘탈옥’의 과정을 거쳐야 한다.사용자들의 원성에도 애플이 iOS에 통화 중 녹음기능을 제공하지 않는 건 본사가 위치한 미국 캘리포니아주에서 상대방의 동의 없는 통화 중 녹음이 불법이기 때문이다.나인투파이브맥은 ""최근 공개된 통화 중 녹음기능은 개발자 버전일 뿐 일반인은 사용할 수 없다""며 ""정식 iOS 14에는 이 기능이 포함되지 않을 것""이라고 전했다.박흥순 기자"
520,"  도난당한 아이폰에 경고 메시지가 출력된 모습.━'도난' 아이폰에 경고 메시지 띄우는 애플, 어떻게 가능할까?━애플의 킬 스위치인 활성화 잠금 상태 화면""이 기기는 사용 중지되었으며 추적 중입니다. 지방 정부에 통보될 것입니다.""도난 아이폰에 나타난 경고 메시지다. 미국 전역으로 확산하는 인종차별 규탄 시위 도중 약탈된 아이폰을 되찾기 위해 경고 메시지를 보내고 있다. 애플은 어떻게 해당 아이폰이 도난된 폰인 것을 알았을까. 이는 애플에서 사용하는 보안 소프트웨어 덕분이다. 아이폰은 수년 전부터 매장 내 도난 사례가 빈번하게 일어났고, 애플은 이를 막기 위해 다양한 보안 장치를 갖췄다. 특히 애플스토어에서 제품을 몰래 가져갔을 때 기기를 사용할 수 없도록 하는 보안 소프트웨어를 운영한다.이 소프트웨어는 매장 와이파이를 벗어나면 자동으로 기기를 사용하지 못하도록 잠근다. 이른바 ‘킬 스위치’인 셈이다. 킬 스위치란 단말기 제조단계에서 도난 방지 소프트웨어를 탑재해 분실·도난 시 원격 제어 또는 사용자 설정을 통해 타인이 아예 쓸 수 없는 상태로 만들어 버리는 기능이다.애플이 매장 전시 제품에 적용한 킬 스위치 소프트웨어에는 '지오펜싱' 기술까지 적용된 것으로 알려졌다. 지오펜싱은 ‘지리적(Geographic)’과 ‘울타리(Fencing)’의 합성어다. 특정 대상이 범위 안에 있느냐 없느냐를 분석하는 기술이다.GPS(지피에스)가 위치를 점으로 표시한다면, 지오펜싱은 위치를 공간으로 구현한다. 아이폰이 송수신하는 무선 신호 강도를 측정해 위치를 알아내고, 이를 통해 매장 안과 밖 위치를 구분한다. 이 기술은 아이폰뿐만 아니라 매장 내 전시된 아이패드, 맥북 등 다른 제품에도 탑재되고 있다.━삼성, LG폰도 킬 스위치 기본 탑재…잊어버렸을때도 어떻게 찾을까━삼성전자 킬 스위치 지원 페이지 화면매장에 전시된 제품이 아닌 일반 판매 제품도 도난을 당했을 경우, 기능을 비활성화하거나 위치를 찾을 수 있다. 킬 스위치 소프트웨어가 탑재됐기 때문이다. 스마트폰 제조사는 이를 통해 개인의 도난·분실 피해를 예방하고 있다.애플은 2013년 'iOS7'(아이폰운영체제)을 발표하면서 이를 처음 탑재했다. 활성화 잠금으로 불리는 이 기능은 타인이 폰을 강제로 초기화해도 사용할 수 없도록 한다.국내 스마트폰 제조사도 2014년부터 킬 스위치를 기본 탑재하고 있다. 당시 스마트폰 분실·도난 및 해외 밀반출 등이 사회적 문제로 떠오르면서부터다.킬 스위치는 소프트웨어는 사용자가 임의로 삭제할 수 없다. 삼성전자는 갤럭시S5, LG전자는 G3 모델부터 킬스위치를 적용하고 있다.킬 스위치는 기능은 스마트폰 제조사를 통해 이용할 수 있다. 제조사 별 지원 페이지에 접속해 로그인하면 등록된 기기가 나타나고, 여기서 바로 기기 잠금, 데이터 삭제, 위치 확인 등을 할 수 있다.킬 스위치는 스마트폰 도난 사건을 줄이는데 실제 어느 정도 효과를 냈다. 특히 본격적으로 활성화된 2015년 효과가 두드러졌다. 2015년 한 연구보고에 따르면 런던에서는 킬 스위치 도입 이후 아이폰의 도난율이 절반으로 줄었다. 미국 샌프란시스코는 40%, 뉴욕은 25%가 줄어들었다.박효주 기자"
521,"아이폰을 맥북처럼 쓴다. 아주 오래된 이 케케묵은 아이디어는 현실화될 수 있을까. 애플이 아이폰과 아이패드를 맥북처럼 쓸 수 있는 기술 특허를 신청한 것으로 밝혀졌다. ""휴대용 컴퓨팅 기기의 유용성을 확장 또는 확장할 수 있는 액세서리 기기""로 공개된 특허 도면을 보면 맥북 형태의 기기가 그려져 있고, 터치패드 자리는 아이폰을 수납할 수 있는 기능을 한다. 또 다른 특허 도면에는 아이패드가 디스플레이 기능을 하는 것으로 표현돼 있다.| 애플의 새 특허는 아이폰을 수납할 수 있는 노트북형 액세서리다.| 아이패드는 디스플레이 기능을 하는 것으로 표현돼 있다.특허 도면에 등장하는 기기는 맥북처럼 보이지만 어디까지나 아이폰 또는 기타 호스트 기기의 화면, 키보드, 입력 같은 보완 수단일 뿐이다. 삼성전자가 플래그십 갤럭시 시리즈에 제공하는 '삼성 덱스' 같은 개념이다.'덱스' 모바일 버전갤럭시S8 때 처음 공개된 덱스는 스마트폰 자원을 끌어다 마치 데스크톱 PC처럼 사용할 수 있게 해준다. 충전을 겸하는 거치대 모양의 덱스에 갤럭시를 꽂기만 하면 모니터나 TV에 갤럭시 화면이 그대로 나타나고 한글 같은 앱은 물론 리니지2 레볼루션 같은 게임을 큰 화면에서 즐길 수 있다. 당시 현장에서 체험한 덱스는 갤럭시가 연결되고 대략 7-8초 후 모니터에 화면을 띄웠다.| 삼성 덱스윈도우와 흡사한 첫 화면은 인상적이었다. 화면 하단 앱 런처를 클릭하면 덱스에서 실행 가능한 앱 리스트가 나오고 하나를 선택하면 실행되는 식이다. 키보드 반응성은 양호했다. 덱스에 연결돼 작업 중간 전화가 걸려오면 블루투스 스피커, 이어폰 또는 스피커폰으로 통화가 된다.애플이 출원한 특허에는 ""액세서리 기기의 데이터 처리 성능은 제한하지 않는다""라고 되어 있다. 노트북과 비슷한 모양의 액세서리에 아이폰, 아이패드를 끼워 덱스 같은 디스플레이 등의 출력과 키보드 등 입력 기능을 기대할 수 있다. 호스트 장치와 통신을 위한 확장 단자가 포함될 수도 있다. 또 추가 그래픽 성능이 호스트 기기에 제공될 수 있다고 기록돼 있다. eGPU 같은 맞춤형 칩을 탑재하는 그래픽 장치 연결을 의미한다. 성능 측면에서 최고급 게이밍 기기에도 도전할 수 있게 된다.애플이 특허를 냈다고 해서 실제로 제품화되는 것은 아니다. 모든 기업이 그렇다. 기대는 된다. 하이브리드 맥까지는 아니더라도 아이폰, 아이패드의 운용성 개선을 이끌어 새로운 차원으로 끌어올릴 것이다.이상우 기자"
522,"애플은 매년 9월 아이폰 신제품을 발표하고 마지막 주에 판매를 시작한다. 아직 8개월이나 남았지만 이미 2020년 아이폰에 대한 전망이 나오고 있다. 올가을 출시 예정인 '아이폰12'에는 새로운 'A14' 칩이 탑재될 전망이다. 이 새로운 칩은 <맥월드>에 따르면 15형 맥북프로에 견주는 성능을 기대할 수 있다.| 아이폰12 두뇌 칩 ‘A14’는 대만 TSMC 5나노 공정에서 제조된다.A14칩은 대만 TSMC가 5나노 공정에서 만든다. 1월2일(현지시각) <디지타임즈>는 TSMC가 2분기 아이폰용 A14칩 제조를 시작한다고 전했다. A12칩은 7나노 공정, A13칩은 2세대 7나노 공정에서 제조됐다는 점을 감안할 때, 5나노 공정 전환은 매우 큰 진전이다. 제조공정만 봐도 A14이 A13보다 훨씬 빠르고 효율적인 칩이 될거라는 점은 확실하다.5나노 공정 A14칩, '맥북프로'급| 긱벤치5 싱글코어 성능 (출처 = 맥월드)TSMC 7나노 공정에서 제작된 A13칩은 85억개에 달하는 트랜지스터가 탑재됐고, A12 대비 20% 빨라지면서도 소비전력은 40% 줄었다. 제이슨 크로스 맥월드 기자는 ""TSMC가 주장하는 5나노 공정 기술은 100평방밀리 크기에 약 150억개의 트랜지스터를 탑재할 수 있다""라며 ""아이폰 크기 때문에 애플은 85평방밀리 크기에 125억개의 트랜지스터를 탑재할 것""이라고 전망했다.트랜지스터 수에 비례해 성능은 향상된다. 코어 수와 캐시를 늘릴 수 있기 때문에 프로세서의 전체 처리 속도와 효율성을 향상시킬 수 있다. 그렇더라도 A14칩 성능이 15형 맥북프로에 견주는 성능을 낼 수 있을까.긱벤치5에서 측정한 A13 싱글코어 성능은 A12 대비 약 20% 향상됐다. 따라서 A14의 예상 점수는 1600점 정도다. 멀티코어의 경우 제이슨 크로스 기자는 무난히 5천점을 상회할 것으로 봤다. 5천점은 노트북에 견주는 성능이다. 같은 실험에서 안드로이드 스마트폰의 가장 높은 점수는 3천점대다. GPU 성능도 50% 향상될 것으로 전망했다.페이스ID 개선<씨앤비씨, CNBC>는 아이폰12에 개선된 페이스ID가 탑재될 것이라고 보도했다. 아이폰11은 칩 속도가 빨라지면서 페이스ID 잠금 해제 속도도 좋아졌다. 다만, 뎁스 센싱 시스템은 그대로였다.2020년 아이폰에는 더 큰 용량의 배터리가 탑재된다는 소식도 나왔다. <디일렉>에 따르면 아이폰12에는 PCM(Protection Circuit Modules) 대신 PMP(Protection Module Package) 보호회로가 적용된다. PMP는 내부에 더 많은 공간을 활용할 수 있고 따라서 배터리 용량을 확대할 수 있다. 5G 모델은 LTE 모뎀보다 더 많은 전력을 소모한다.올해는 역대 가장 많은 아이폰 신제품이 나올 것이라는 전망이다. 애플 정보 분석 전문가 밍치궈 KGI증권 애널리스트는 애플이 올해 5종류의 아이폰을 출시한다는 보고서를 발표했다. 듀얼 카메라를 탑재한 5.4형, 2종류의 6.1형, 트리플 카메라와 ToF 센서를 탑재한 6.1형, 6.7형 아이폰이다. 4.7형 LCD 모델을 제외하고 모두 OLED를 탑재한다. 4.7형 모델은 아이폰8과 유사한 디자인에 홈 버튼, A13칩, 싱글 렌즈 카메라를 갖춘다.이상우 기자"
523,"크기 작은 보급형 아이폰SE는 내달 6일 국내 출시… 29일 예판 시작    이달 29일 사전예약에 돌입하는 2세대 아이폰SE. 애플     애플이 보급형 아이폰SE의 큰 화면 버전인 ‘아이폰SE 플러스’를 내년 상반기가 아닌 하반기에 출시할 것이란 전망이 나왔다. ‘아이폰SE’는 오는 29일부터 국내 사전 예약판매에 들어간다.   애플 관련 소식에 정통한 밍치궈 TF증권 애널리스트는 21일(현지시간) 투자자 노트에서 “아이폰SE 플러스 출시일정이 2021년 상반기에서 2021년 하반기로 연기됐을 가능성이 높다”고 밝혔다.   그는 지난해 12월 애플이 5.5인치 디스플레이에 터치ID를 탑재한 중저가 아이폰SE 플러스 모델을 출시할 것이라고 전망한 바 있다.    아이폰SE 플러스는 아이폰SE(4.7인치)보다 더 큰 5.5인치(혹은 6.1인치) 화면을 탑재할 것으로 알려졌다. 페이스ID 대신 기기 오른쪽 전원 버튼에 터치ID 기능을 갖췄다. 가격은 아직 공개되지 않았지만, 보급형답게 중저가일 것으로 기대된다.   IT전문매체 더 버지 역시 “애플이 4.7인치 아이폰SE 2세대만 출시할 예정이며, 5.5인치 플러스 모델에 대한 출시 일정은 미정”이라고 전했다.   이달 애플은 아이폰8과 디자인과 성능이 비슷하지만, 업그레이드 된 A13 프로세서를 갖춘 아이폰SE를출시했다. 터치ID 기능은 물론, 미국 기준 399 달러라는 매력적인 가격을 자랑하는 제품이다.    국내에서는 다음 달 6일 출시를 앞뒀으며, 오는 29일부터 이동통신 3사를 통한 예약 판매가 시작된다. 가격은 50만원대부터다.      2세대 아이폰SE. 애플     밍치궈는 “현재 아이폰SE (사전) 주문량이 예상을 웃돌고 있는데, 이는 결국 소비가 하향 조정된다는 것을 의미한다”고 분석했다.   특히 신종 코로나바이러스 감염증(코로나19) 확산 사태로 세계 경제가 타격을 받으면서 ‘더 저렴한’ 스마트폰을 구하려는 소비자들이 많아진 것으로 보인다.   실제 밍치궈는 코로나19 여파로 2020년 2분기 아이폰 출하량 예상치를 30% 하향 조정했다.   현화영 기자"
524," ‘청와대 울산시장 개입 의혹’ 사건 수사 중에 숨진 A검찰수사관의 '아이폰'을 두고 경찰과 검찰이 신경전 중이다. 4개월에 걸쳐 포렌식(디지털 증거 분석) 수사까지 마친 검찰이 경찰에 휴대폰을 인계하면서 비밀번호를 알려주지 않은 게 화근이 됐다. 검찰은 경찰에게 필요한 자료를 모두 넘겨줬다는 입장이지만 경찰은 받은 자료가 부족하다는 설명이다. 경찰은 압수수색 등 강제수사까지 염두에 두고 있다. ━경찰청장 ""검찰 자료 만으로는 부족""...강제수사 검토━민갑룡 경찰청장 / 사진=김창현 기자"
525,4일 기자간담회서 발언민갑룡 경찰청장. 강창광 기자
526," 벨킨이 2020 아이폰SE 맞춤형 화면 보호 강화유리인 스크린포스 ‘템퍼드글라스(Temperdglass)’와 ‘인비지글라스 울트라(Invisiglass Ultra)’ 2종을 출시했다고 8일 밝혔다.   스크린포스 강화유리는 모두 9H의 높은 경도로 제작되어 충격과 스크래치로부터 액정을 보호하는 강한 내구성이 특징이다. 부착 후에도 실제 액정과 흡사한 투명도 및 선명도를 유지하고, 얇은 두께로 실제 아이폰 스크린과 흡사한 터치 스크린 감도를 보존한다. 또한 애플 정품 케이스 및 시중에 판매 중인 대부분의 케이스와 사용해도 들뜸이 없는 높은 호환성을 자랑하는 제품이다.   프리미엄 강화유리 소재로 제작된 ‘템퍼드글라스’는 0.33mm의 두께로 PET 필름 대비 최대 5배 강력한 것이 특징이다. ‘인비지글라스 울트라’는 프리미엄 쇼트(SCHOTT) 글라스 소재로 제작되어 더욱 뛰어난 품질을 자랑한다. 0.29mm의 얇은 두께로 벨킨 템퍼드글라스 대비 최대 40% 강력한 제품이며, 특히 이온교환공법이 적용되어 내구성과 보호력이 극대화된 것을 확인할 수 있다.   아이폰SE 전용 화면 보호 강화유리 2종은 네이버 공식몰, 11번가, 지마켓, 옥션, 티몬, 위메프, 쿠팡 등의 온라인 채널 및 이마트, 프리스비, KT, 위니아, 하이마트, 케이머그 등 벨킨 강화유리 부착 서비스가 입점된 오프라인 매장에서 구매할 수 있다. 해당 제품을 오프라인 매장에서 구매하면 전용기계를 이용한 매장 직원의 전문적인 부착 서비스를 받을 수 있고, 온라인에서도 셀프 부착용 제품을 구매할 수 있다.   "
527,"벨킨이 '아이폰SE' 2세대 맞춤형 화면 보호 강화유리를 5월8일 공개했다. 이번에 공개된 벨킨의 아이폰SE용 강화유리는 스크린포스 ‘템퍼드글라스’와 ‘인비지글라스 울트라' 2종이다.이번에 공개된 벨킨의 스크린포스 강화유리는 모두 9H의 높은 경도로 제작돼 충격과 흠집에 강한 내구성을 갖췄다. 벨킨은 부착 후에도 실제 액정과 흡사한 투명도 및 선명도를 유지하고, 얇은 두께로 실제 아이폰 스크린과 흡사한 터치스크린 감도를 보존한다고 설명했다. 또한 애플 정품 케이스 및 시중에 판매 중인 대부분의 케이스와 사용해도 들뜸이 없는 높은 호환성을 제공한다.벨킨에 따르면 프리미엄 강화유리 소재로 제작된 템퍼드글라스는 0.33mm의 두께로 PET 필름 대비 최대 5배 강한 내구성이 특징이다. 인비지글라스 울트라는 프리미엄 쇼트(SCHOTT) 글라스 소재로 제작돼 한층 더 높은 내구성을 제공한다. 0.29mm의 얇은 두께로 벨킨 템퍼드글라스 대비 최대 40% 내구성이 강하며, 특히 이온교환공법이 적용해 제품 보호력을 높였다.벨킨은 아이폰SE 2세대 출시 기념으로 8일부터 프리스비 매장에서 스크린포스 템퍼드글라스 제품 판매를 시작하고 다양한 프로모션을 진행한다.아이폰SE를 구매한 고객 중 선착순 200명을 대상으로 벨킨 인비지글라스 울트라 제품 무료 증정 및 부착 서비스를 제공하며, 애플 제품 구매 고객을 대상으로 썬더볼트3 프로 독, USB-C 멀티미디어 허브 등 벨킨 제품을 선착순으로 증정한다. 또 케이블, 무선 및 고속 충전 제품 등 벨킨 전 제품에 대해 최대 15% 할인 혜택을 제공한다. 더불어 명동 프리스비 매장에서는 SNS 이벤트 참여 고객을 대상으로 럭키드로우 이벤트가 진행된다.신지나 한국 벨킨 지사장은 “국내 2020 아이폰SE 출시와 함께 고객들에게 벨킨 화면 보호 강화유리 제품 2종을 선보이게 되어 기쁘다”라며 “더불어 다양한 벨킨 제품을 경험해 볼 수 있는 이벤트 또한 마련했으니 우수한 기술력을 갖춘 벨킨 제품을 합리적인 가격으로 만나 볼 수 있는 기회가 되었으면 한다”라고 말했다.아이폰SE 전용 화면 보호 강화유리 2종은 온라인 매장을 비롯해 벨킨 강화유리 부착 서비스가 입점된 오프라인 매장에서 판매된다. 가격은 템퍼드글라스가 1만5900원, 인비지글라스 울트라가 2만9900원이다.이기범 기자"
528,한국철도가 1일 아이폰용 ‘코레일 제로페이’를 출시했다. 제로페이란 QR코드나 바코드 인식으로 결제 대금이 소비자 은행계좌에서 판매자 계좌로 직접 이체되는 모바일 결제시스템이다.코레일 제로페이는 앱을 설치하고 결제계좌를 등록하면 이용할 수 있다. 전국 모든 제로페이 가맹점은 물론 역 창구나 모바일 앱 ‘코레일 톡’에서 열차 승차권을 구입할 때도 쓸 수 있다. 특히 아이폰8 이상(iOS 13)은 교통카드 기능까지 사용할 수 있다. 교통카드 앱 모바일 레일플러스를 설치하고 전용 스티커를 스마트폰에 부착하면 된다. 레일플러스 교통카드 스티커는 전국 철도역 스토리웨이 편의점과 온라인 판매처에서 구입할 수 있다.한국철도는 코레일 제로페이 출시를 기념해 6월 말까지 추첨을 통해 승차권 20% 할인쿠폰 또는 레일플러스 5000원 충전쿠폰을 제공한다.또한 부산시에서 사용하면 최대 8%까지 되돌려 받을 수 있다
529," 한국철도(코레일)는 1일 아이폰용 ‘코레일 제로페이’를 출시했다고 밝혔다. 제로페이란 QR코드나 바코드 인식으로 결제 대금이 소비자 은행계좌에서 판매자 계좌로 직접 이체되는 모바일 결제시스템이다.한국철도는 지난 3월 안드로이드용 ‘코레일 제로페이’ 서비스를 출시한 바 있다. ‘코레일 제로페이’는 앱을 설치하고 결제계좌를 등록하면 이용할 수 있다. 전국 모든 제로페이 가맹점은 물론 역 창구나 모바일 앱 ‘코레일 톡’에서 열차 승차권을 구입할 때도 쓸 수 있다.특히 아이폰8 이상(iOS 13)은 교통카드 기능까지 사용할 수 있다. 교통카드 앱 ‘모바일 레일플러스’를 설치하고 전용 스티커를 스마트폰에 부착하면 된다. 레일플러스 교통카드 스티커는 전국 철도역 스토리웨이 편의점과 온라인 판매처에서 구입할 수 있다.한국철도는 코레일 제로페이 출시를 기념해 6월 말까지 추첨을 통해 승차권 20% 할인쿠폰 또는 레일플러스 5,000원 충전쿠폰을 제공한다. 또한 부산시에서 사용하면 최대 8%까지 되돌려 받을 수 있다.  /대전=박희윤기자"
