,0
484,[글·그림 삼우실]
485," 티켓베이가 국내 여행 상품을 새롭게 선보인다.   티켓베이 운영사 팀플러스는 여름 휴가철을 맞아 티켓베이에 국내 여행 상품을 신규 입점하고 온라인 최저가로 제공한다고 15일 밝혔다.   신종 코로나바이러스 감염증(코로나19) 장기화로 늘어난 국내 여행 수요를 겨냥해 티켓베이도 제주, 강원, 부산, 서울, 경기 등 전국 주요 관광지의 교통 패스, 레저, 공연, 전시, 취미 클래스, 호텔 식사권 등 할인 상품을 준비한 것이다.   티켓베이는 고객 선호를 반영해 지속적으로 상품군을 확대해 나갈 계획이다. 티켓베이 관계자는 “코로나19 사태 장기화에 따라 국내 관광산업이 침체된 상황이고 ‘코로나 블루(코로나19로 인한 우울증)’도 심해지고 있다”면서 “생활방역수칙을 철저하게 지키는 안전한 여행으로 지역경제 활성화와 지친 몸과 마음을 달래는 건강한 여름 휴가를 즐기시길 바란다”고 말했다.   한편, 티켓베이는 콘서트, 뮤지컬, 스포츠, 레저 등 다양한 카테고리 티켓을 판매하고 구매할 수 있는 C2C 서비스다. 이를 기반으로 글로벌 서비스, 티켓예매 서비스, 케이팝 굿즈, 모바일 교환권, 여행, 숙박 상품 등으로 사업영역을 확장하고 있다. "
486,"전남 나주시문화원은 20일부터 1박 2일 일정으로 지역 역사문화 탐방 프로그램인 생생문화재를 연다고 19일 밝혔다.    이 행사는 역사문화도시인 나주에서 과거와 현재가 공존하는 문화유산을 통해 문화재의 새로운 인식과 보존의 의미를 되새기는 체험형 프로그램이다.    코로나19 확산 방지를 위해 생활 속 거리두기 준수와 함께 참가자들이 안전하게 체험할 수 있도록 철저한 방역도 준비했다.    첫날은 호남 최대 규모인 나주읍성과 관아, 지방 궁궐인 금성관 등을 둘러보고 조선 시대 지방관인 목사의 역할과 목사 내아에서의 생활을 상상한다.    나주읍성의 달빛기행에서 지역 대표 음식인 나주곰탕으로 저녁을 즐기고 작은 음악회로 하루를 마감한다.    이어 다음날은 국가 무형문화재로 지정된 염색장 정관채 선생과 함께하는 쪽 물들이기 체험과 나주 천연염색박물관 관람, 영산강변 옛 주인인 마한의 흔적을 찾아보는 복암리 고분전시관 탐방 등이 기다린다.    영산포구에서 황포돛배를 타고 강바람을 맞으며 영산강의 비경을 감상하는 것으로 체험행사를 마무리한다.    참가 신청 및 문의, 나주문화원 ☎(061) 332-5115.   "
487,"인터파크는 국민관광상품권을 사용해 예약할 수 있는 국내 숙박·여행상품을 모아 소개하는 기획전을 연다고 15일 밝혔다.    인터파크는 지난달 정부가 신종 코로나바이러스 감염증 사태로 위축된 내수 진작을 위해 170억원 규모로 국민관광상품권을 발행한 뒤 이를 선구매해 중앙부처와 지방자치단체, 공공기관의 우수 부서나 직원 격려·포상금으로 쓰기로 한 데 따라 이런 행사를 마련했다고 설명했다.    인터파크는 국민관광상품권을 이용해 여행상품권을 구매하면 현금처럼 쓸 수 있는 I-포인트를 최대 5% 적립해준다.    "
488,"신종 코로나바이러스 감염증(코로나19)이 확산하면서 지난 4월 초로 잡혔던 결혼식을 미뤘던 임모씨(29). 6월쯤이면 사태가 진정될 것이란 기대는 물거품이 됐지만 더 이상 식을 연기할 수도 없어 최근 결혼식을 진행했다.임씨 부부는 결혼식 계획이 틀어지면서 신혼여행 계획도 전면 수정했다. 이들이 선택한 여행지는 제주도였다.당초 계획한 호주에는 갈 수 없는 상황에서 신혼여행을 아예 미룰까도 생각했지만 아쉬운 마음에 결정한 것이다. 이들은 코로나19 사태를 의식해 여행기간 동안 풀빌라를 빌려 오붓한 시간을 보냈다.임씨는 “신혼여행으로 피로도 풀고 싶고 6월 제주의 풍경이 아름답다고 해 제주도로 오게 됐다”며 “평소라면 익스트림 스포츠를 즐기거나 이곳저곳 다녔겠지만 이번엔 동선을 최소화했다”고 말했다.황모씨(32) 부부 역시 제주에서 신혼여행을 보냈다. 당초 스위스를 갈 계획이었지만 코로나19 사태로 인해 출국길이 막혔기 때문이다.황씨 부부는 지난달 23일 결혼식 후 일주일간 제주의 한 호텔에 머물며 휴양을 즐겼다. 럭셔리 여행보다는 가성비를 택한 이들은 경비를 절반 가까이 줄이면서도 평소에 할 수 없던 스냅 촬영 등을 통해 추억을 남겼다.비록 해외여행은 가지 못했지만 둘만의 시간을 보내며 일상의 피로를 풀 수 있어 만족도가 컸다고 전했다.황씨는 “일주일 정도 스위스로 신혼여행을 가려고 했는데 코로나 때문에 취소할 수밖에 없었다”며 “평소에도 자주 제주 여행을 왔지만 신혼여행으로 오니 둘만의 시간을 가지며 쉴 수 있어 특히 좋았다”고 말했다.이처럼 코로나19 사태로 최근 신혼여행 풍속이 바뀌고 있다. 신혼여행을 미루는 부부들도 있지만 국내여행을 선택하는 사례도 늘고 있다.지난 4일 오후 제주시 조천읍 북촌리의 한 카페에 수국이 만개해 관광객들이 여름 정취를 만끽하고 있다.2020.6.4/뉴스1 © News1 오현지 기자특히 1980년대 신혼여행 명소였던 제주는 신혼여행지로 다시 부상하며 반사이익을 누리고 있다. 비행기를 이용해 찾는 섬이라는 지역적 특성과 코로나19 시대에 산과 바다 등 자연을 즐기며 휴양할 수 있는 관광지로서 주목받고 있는 것이다. 이혜지 웨딩플래너는 “결혼식 후 인근 호텔에서 하루 숙박하는 것으로 신혼여행을 대체하는 부부들도 있지만 10쌍 중 4쌍 정도는 제주 등 국내여행을 하는 추세”라며 “인생에 한 번뿐인 신혼여행인 만큼 아쉬운 마음을 달래는 것”이라고 전했다. 이에 일부 호텔에서는 신혼부부를 겨냥한 패키지 상품을 내놓는 등 제주 관광업계는 코로나19로 침체된 분위기의 전환을 노리고 있다.주요호텔의 신혼여행 상품을 보면 호텔 시설 안에서 즐길 수 있는 캠핑, 사진 촬영, 와인 파티, 수영장 등의 서비스를 제공하거나 전담 매니저를 배정해 공항 이동 서비스 등을 통해 특별한 시간을 보낼 수 있게 하고 있다.제주신라호텔 관계자는 “코로나19 여파로 제주를 찾는 신혼부부가 많이 늘고 있다”며 “정확한 투숙률은 밝힐 수 없지만 신혼여행 패키지 상품은 큰 호응을 얻고 있다”고 밝혔다"
489,"사진 출처=YTN태국 정부가 한국과 일본 등 일부 국가 여행객의 입국을 허락할 움직임을 보이고 있다.13일 일간 방콕 포스트 등 현지 언론은 태국 코로나19관리센터가 코로나19를 효과적으로 통제한 일부 국가의 태국 입국 허용 조치를 승인했다고 보도했다.태국 아누띤 찬위라꾼 보건부장관은 ""골프 등 구체적인 유형의 관광객이 우선 대상으로 논의됐다. 이들은 동선 파악이 쉬우며 특정 장소에서 지내다 갈 것""이라며 ""우리는 그들을 충분히 추적할 수 있다""고 설명했다. 이어 ""입국자는 건강보험에 가입해야 하며 입국 전과 입국 직후 건강 상태를 철저하게 체크하겠다. 하지만 격리되지는 않을 것""이라고 전했다.장관에 따르면, 구매력이 크고 동선 파악이 쉬운 골프 관광객, 기업인, 의료 관광객이 먼저 승인 대상이다. 대상 국가로는 한국, 홍콩 및 마카오를 포함한 중국, 일본, 뉴질랜드, 베트남, 캄보디아, 호주와 일부 중동 국가가 포함될 전망이다. 하지만 아직 구체적인 시행 일정은 공개하지 않았다.태국 보건 당국은 최근 18일 동안 코로나19 지역사회 감염자가 발생하지 않았다. 태국 정부는 오후 11시부터 오전 3시까지 운행하던 야간 통행 금지를 15일부터 해제하기로 했다.YTN PLUS 정윤주 기자"
490,"동거남의 9살짜리 아들을 7시간 동안 여행용 가방에 가둬 숨지게 한 40대 여성이 10일 검찰로 송치됐다.    아동학대치사 혐의로 구속된 A(43)씨는 이날 오후 1시 30분께 충남 천안동남경찰서 유치장에서 나와 대전지검 천안지청으로 이동했다.    검정 모자와 마스크를 쓴 A씨는 ""아이가 죽을 수도 있다는 걸 알았느냐"", ""동거남도 같이 학대했느냐""는 취재진 질문에 고개를 숙인 채 아무런 답을 하지 않고 차량에 올랐다.    경찰은 기소 의견으로 A씨를 수사 서류와 함께 검찰에 보냈다.    A씨는 지난 1일 천안 서북구 집에서 함께 살던 초등학교 3학년 B군을 여행용 가방에 가둬 이틀 뒤 숨지게 한 혐의를 받고 있다.    지난해 1월부터 B군 아버지와 동거해온 A씨는 가방을 바꿔 가며 7시간 넘게 B군을 감금했고, 중간에 3시간 동안 외출까지 한 것으로 조사됐다.    정확한 사인을 밝히기 위한 피해 아동 시신 부검 결과는 아직 나오지 않았다.    경찰은 B군 아버지 신분을 참고인에서 피의자로 전환해 학대 방임 여부 등에 대해 조사할 방침이다.    B군은 어린이날인 지난달 5일에도 머리를 다쳐 병원 치료를 받았는데, A군 몸에서 학대 정황을 발견한 의료진이 이틀 뒤 경찰에 신고했다.    당시 조사에서 B군 아버지와 A씨는 ""지난해 10월부터 4차례에 걸쳐 아이를 때렸다""고 진술했다"
491,"10일 오전 서울 덕수궁 중화문 앞에서 수문장 교대식 출연진이 복장과 장비를 펼친 후 바닥에 누워 포즈를 취하고 있다. 서재훈 기자서울 덕수궁 중화문 앞에서 수문장 교대식 출연진이 복장과 장비를 펼친 후 포즈를 취하고 있다. 서재훈 기자서울 중구 덕수궁 대한문 앞에서 시민들이 수문장 교대의식을 지켜보고 있다. 한국일보 자료사진‘둥둥둥~’ 북소리에 맞춰 ‘착착착~’ 덕수궁 수문장 교대의식이 시작됐다. 수문군과 교대군의 다채로운 전통복장, 절도 있는 동작을 보고 있자면 나도 모르게 조선시대로의 시간여행에 빠져든다.  “초엄!” 하급 관리인 참하의 외침을 따라 수문군이 복창하자 교대의식 시작을 알리는 나각과 나발 소리가 여섯 번 울린다. 뒤 이어 큰북 소리가 여섯 번 나면 수문군이 궁성 문 열쇠가 든 약시함을 교대군에게 인계한다. ‘초ㆍ중ㆍ삼엄’ 세 단계 중 두 번째 단계인“중엄!” 복창이 이어지고, 세 차례 북이 울린다. 수문장이 신분을 확인하는 위장패를 꺼내 임금의 군대임을 확인하자 수문군이 마지막 절차를 알리는 “삼엄!”을 복창한다. 서로 마주 보며 얼굴을 확인하는 ‘면간’을 끝으로 교대 의식이 마무리되면 수문군은 궁으로 복귀하고 교대군은 궁성문 수위를 시작한다. 신종 코로나바이러스 감염증(코로나19) 사태로 의식 규모가 대폭 축소된 지난 2월 1일 이전 서울 중구 덕수궁 대한문 앞에서 이루어지던 왕궁수문장 교대의식의 모습이다. 현재 교대의식 대신 최소 인원의 근무 교대만 이뤄지고 있다. 경복궁 수문장 교대의식의 경우는 지난달 20일 재개됐다가 수도권 코로나19 재확산으로 다시 중지됐다.  덕수궁 수문장 교대의식 출연진의 전통 복식. 10일 정준희 인턴기자영국에 버킹엄궁 근위병 교대식이 있다면 대한민국엔 왕궁수문장 교대식이 있다. 특히, 덕수궁은 임진왜란 당시 의주로 피난 갔던 선조가 돌아와 행궁으로 삼았고 을미사변 때 고종이 대한제국을 선포하고 황제 즉위 조서를 반포한 역사적 현장이라 의미가 크다. 보통 수문장과 수문군 등 역할을 맡은 연기자와 취타대, 안전요원 등 70여 명의 스태프가 일사불란하게 움직여야만 의식이 제대로 재현된다. 덕수궁 수문장 교대의식 출연진을 만난 건 지난 10일 아침. 아직 관람시간 전이라 대한문은 굳게 닫혀 있었다. 바로 옆 쪽문을 통해 들어가 중화문 앞에서 사진 촬영을 시작했다. 연기자들은 등사기, 청룡기, 백호기, 주작기, 현무기 등 오방(동서남북과 중앙을 뜻함) 깃발을 먼저 바닥에 펼쳐 놓았다. 이어 장군과 승정원 관리, 수문군, 취타대의 전통 복장을 배치하고 그 사이에 창과 칼, 활, 화살집과 같은 전통 병장기와 나각(소라로 만든 악기), 나발, 용고(작은북), 징 등 악기를 늘어놓았다. 이제 문제는 드론. 서울 시내 한복판에서 드론을 띄우는 것은 거의 불가능하다. 덕수궁의 경우 청와대가 인접해 있어 비행이 금지된 데다 드론 기체에 입력된 GPS 값에 의해 아예 시동이 걸리지 않기 때문이다. 이를 해결하기 위해 문화재청과 군, 대통령경호처, 중국에 있는 드론 제작 업체 본사까지 연락을 취해야만 비로소 드론 촬영이 가능하다. 드론이 날자 왕궁수문장을 비롯한 출연진이 각각의 위치에 자리를 잡고 포즈를 취했다. 수문장 교대의식에 등장하는 청룡기와 약시함(왼쪽). 취타대의 각종 악기들. 서재훈 기자덕수궁 수문장 교대의식에 등장하는 각종 병장기. 서재훈 기자덕수궁 수문장 교대의식에 등장하는 각종 병장기. 서재훈 기자덕수궁 수문장 교대의식에서 수문군 역할을 맡고 있는 정영근(48)씨는 이날 “수문장 교대의식을 몰입해 관람하는 관광객들을 보면 마음이 왠지 뿌듯하다”며 “진짜 외교도 중요하지만 우리 전통문화를 외국인에게 소개하는 수문장이 또 다른 ‘민간 외교관’이 될 수 있구나 싶어 어깨가 무거워진다”고 말했다.또 다른 출연자 전용기(36)씨는 “‘수문장은 아르바이트’라는 오해가 많은데, 저희 4대 보험 다 적용되는 정규직입니다(웃음). 더 나아가 수문장을 평생 자부심을 가지고 직업으로 삼을 수 있는 날이 오길 바란다”고 말했다.조선시대 기록을 바탕으로 1996년 재현을 시작한 덕수궁 왕궁수문장 교대의식은 대한문 앞에서 하루 3차례 열린다. 그와 더불어 ‘전통의상 입어보기’ ‘수문장과 함께 하는 포토타임’ 등 관광객 체험 프로그램을 운영해 시민들과 외국인 관광객의 호응을 얻어 왔다. 수문장 출연진은 코로나19 사태가 마무리되고 수문장 교대의식을 재개할 날을 고대하고 있다.서재훈 기자"
492," 국민 10명 중 7명이 ‘생활속 거리두기’ 기간 중에 여행을 가지 않는 게 바람직하다는 의견을 보였다. 국내여행 재개시기로는 9월 이후가 가장 적절하다는 의견이 많았고, 가족과 제주도로 놀러 가기를 희망하다는 사람들이 많은 것으로 나타났다.10일 한국관광공사에 따르면 ‘코로나19 국민 국내여행 영향조사’ 결과, 생활 속 거리두기 기간 중 국민 69.9%가 “여행을 가지 않는 것이 바람직하다”고 답했다. 생활 속 거리두기 기간 중이라도 “예방 수칙만 잘 지킨다면 여행을 가도 괜찮다”는 응답은 30.1%에 그쳐 여행을 가기에는 아직 불안하다고 느끼는 국민들이 많은 것으로 나타났다.국내여행 재개 희망시기로는 ‘9월 이후’를 선택한 비율이 33.9%로 가장 높았으며, ‘6월 중후반(12.7%)’과 ‘7월(13.6%)’, ‘8월(10.3%)’을 선택한 비율은 각각 10% 초반에 불과해 여름 성수기 여행에 대해 부정적인 시각으로 바라보는 것으로 나타났다. 국내여행 재개 시 첫 희망지로는 ‘제주도(43.3%)’를 가장 많이 꼽았고, 그 다음으로 ‘강원도(23.4%)’, ‘경상도(14.0%)’, ‘부산(10.4%)’, ‘전라도(6.9%)’, ‘경기도(1.3%)’, ‘충청도(0.7%)’ 등의 순이었다. 광역시도가 아닌 단일 지역으로 가장 많이 선택한 곳은 ‘여수(4.7%)’와 ‘강릉(4.5%)’, ‘경주(4.4%)’ 등이다.여행동반자 1순위로는 ‘가족(99.6%)’을 꼽았다. 이는 2018 국민여행조사 결과(49.4%)와 비교했을 때 두 배 가끼이 높아진 수치이다. 반면, 여행동반자로 ‘친구·연인’을 선택한 비중은 27.3%로 2018 국민여행조사 결과(41.2%)에 비해 절반 가까이 줄었으며, ‘친목단체·모임(0.1%)’, ‘친척(0.8%)’, ‘직장동료(1.1%)’ 등 단체여행은 회피하는 경향이 뚜렷했다.코로나19를 기점으로 여행객들에게는 ‘여행지 선정 기준’ ‘여행 횟수’ ‘여행 테마’ ‘여행 일정’ ‘여행 수단’ 등 전반적인 부문에서 타인과의 접촉을 최소화하는 이른바 ‘비대면’이 여행패턴으로 자리잡을 전망이다. 특히 ‘사람이 많이 몰리지 않는 곳, 숨겨진 여행지 선호’ 및 ‘여행횟수 줄이기’ ‘과거보다 개인위생에 신경 쓰는 여행’이 두드러질 것이라고 국민들은 내다봤다.정창욱 한국관광공사 국민관광전략팀장은 “국민이 보다 안심하고 여행할 수 있도록 숨은 관광지 발굴사업을 강화하기 위해 지방자치단체, 지역관광공사 등 유관기관들과 협력사업을 진행하고 있다”며 “뉴노멀 관광환경에 적합한 언택트 관광지를 적극 발굴해 홍보하겠다”고 말했다.이번 조사는 코로나19가 국민들의 국내여행 인식에 미친 영향을 분석해 내수 활성화 사업에 활용하기 위해 진행됐다. 설문조사는 5월7일~17일 사이에 관광공사 대한민국 구석구석 홈페이지와 앱, 소셜네트워크서비스(SNS) 채널 등을 통해 진행됐으며, 총 1만9,529명이 참여했다./최성욱기자"
493,그곳에 공항이 들어서기 전에는 모두 섬이었다. 영종도와 용유도를 흙으로 잇고 무의도와 소무의도는 다리로 연결해 이젠 뭍으로 하나가 되었다. 언제든 마음만 먹으면 훌쩍 갈 수 있는 곳이 된 것이다. 지금 그곳은 해외여행의 출발지로 더 유명하다. 조금만 살펴보면 그리움과 고독까지도 낭만이 되었던 작은 섬들의 애틋한 정취가 그대로인데 말이다. 멀리 떠나는 여행은 잠깐 잊고 한나절이면 가능한 멋진 섬 여행을 즐겨보자.  포춘베어. 기네스북에 오른 세계 최대의 철제 조각품이다. 
494,"[골룸] 책영사 126 : 영화로 떠나는 세계 여행 -사대륙을 중심으로-이번 주 [책영사: 책과 영화 사이]의 '1인 방송 릴레이' 프로젝트, 그 두 번째 순서는 라미입니다. 납량특집을 할 것 같다는 모두의 예상을 뒤엎고 전 세계 곳곳을 영화로 소개해보는 '70분간의 세계 일주'를 주제로 이야기 나눕니다.① 낭만의 도시 피렌체, 〈냉정과 열정 사이〉""피렌체의 두오모는 연인들을 위한 곳이야. 영원한 사랑을 약속하는 곳이지, 그곳에서 서른 살에 만나자.""오해로 인해 헤어졌다가 10년 만에 피렌체 '두오모 성당'에서 재회하고 다시 사랑을 시작하는 두 연인의 이야기를 다룬 영화, 〈냉정과 열정 사이〉입니다. 앞선 대사가 나온 장면에서는 피렌체의 아름다운 전경이 펼쳐지는데요, 화면을 가득 메운 주홍빛 건물들은 따뜻하고 낭만적인 느낌을 줍니다. 그리고 그 분위기는 영화 내내 지속됩니다.② 음악과 함께하는 뉴욕 구석구석, 〈비긴 어게인〉뉴욕은 상징적인 건물이 많은 도시입니다. 타임스퀘어, 엠파이어 스테이트 빌딩, 워싱턴 스퀘어 파크 등등… 영화 〈비긴 어게인〉은 그런 상징적인 장소들을 보여주기도 하고 관광객들의 발길이 닿지 않는 뉴욕 외곽과 골목 구석구석을 보여주기도 합니다. 음악과 함께 걷는 뉴욕, 물론 음악도 좋지만, 배경에 집중해서 본다면 분명 새로운 매력을 느낄 수 있으실 거예요.③ 그때 그 시절 감성 가득, 홍콩, 〈영웅본색〉홍콩 누아르의 전설과도 같은 영화, 〈영웅본색〉 하면 주윤발이 담배를 피우는 장면들을 빼놓을 수 없죠. 영화 초반부에 주윤발이 멋진 트렌치코트를 입고 '황후상 광장'에서 담배를 피우는 장면이 나옵니다. 이런 장면들을 통해 80년대 전성기 홍콩의 모습을 자연스럽게 엿볼 수 있습니다. 〈영웅본색〉으로 홍콩을 다 즐기지 못했다면 '미드 레벨 에스컬레이터'가 나오는 〈중경삼림〉, '성 마가렛 성당'이 나오는 〈천장지구〉도 좋은 선택입니다.④ ""천 개의 언덕을 가진 땅"" 르완다의 풍경, <호텔 르완다><호텔 르완다>는 르완다의 수도 키갈리에 위치한 '밀 콜린스 호텔'의 지배인이 1994년 르완다 내전 중 100일 동안 1,200여 명의 난민을 보호했던 실화를 바탕으로 하는 영화입니다. 영화 초반, 호텔 지배인이 셔틀버스를 타고 이동하는 중에 창문 너머로 보이는 르완다의 고산 지대 풍경이 매우 아름답게 그려지는데요, 이 아름다운 풍경은 내전으로 인해 참혹하게 변해갑니다. 영화는 학살 사건이 일어나기 전과 후 키갈리의 모습을 확실히 상반되게 보여줍니다. 르완다의 아름다운 자연을 보여줄 뿐만 아니라 내전의 비극적인 참상을 보여주며 제3세계에서 일어난 학살에 대한 국제사회의 무관심에도 화두를 던집니다.고강도 사회적 거리두기로 피로한 요즘, 책영사단 여러분도 기분 전환 겸 영화를 통해 세계 여행 떠나보는 건 어떨까요? 댓글로 여행 후기 남겨주시는 것도 잊지 마세요. (글 인턴 하지윤, 감수 안군)진행: 라미*bookmovie42@naver.com으로 질문과 사연 보내주세요.00:03:00 이주의 댓글00:18:05 책영생활00:22:15 책영사: 라미의 선택인스타그램: @bookmovie42후원계좌: KEB하나은행 285-910010-81804 (예금주: (주)SBS 뉴미디어국 책영사)▶ <골룸 : 골라듣는 뉴스룸> 팟캐스트는 '팟빵', '네이버 오디오클립', '애플 팟캐스트'에서도 들을 수 있습니다.- '팟빵' 접속하기[ http://podbbang.com/ch/8888 ]- '네이버 오디오클립' 접속하기[ http://naver.me/FfpbjhZj ]- '애플 팟캐스트'로 접속하기[ https://podcasts.apple.com/kr/podcast/%EA%B3%A8%EB%9D%BC%EB%93%A3%EB%8A%94-%EB%89%B4%EC%8A%A4%EB%A3%B8/id964021756 ]이주형 기자"
495," 최근 한여름 기온이 이어지고 있는 가운데, 여름휴가를 미리 준비하는 고객문의가 쇄도하고 있다.제주신라호텔은 6월 첫째주에 접수된 7~8월 객실 예약 건을 집계한 결과, 지난해 같은 기간 들어온 수의 2배를 기록한 것으로 나타났다고 17일 밝혔다. 때이른 여름 날씨에 본격적으로 여름휴가를 준비하는 수요가 몰린 덕분이다. 특히 길어진 ‘집콕 생활’에 지쳐 휴가를 떠나려는 수요와 해외로 가던 여름휴가의 대체지로 제주를 선택하면서 미리 여름휴가를 준비하는 수요가 맞물려 6월부터 예약이 급증하고 있는 것으로 파악된다. 이 같은 흐름에 맞춰 제주신라호텔은 이국적인 풍광의 야외 수영장에서의 여유와 야외 테라스에서 펼쳐지는 비어파티, 믹솔로지스트와 함께하는 칵테일 클래스 등 쉴 거리, 놀 거리, 볼 거리, 즐길 거리 가득한 여름 휴가 패키지 ‘서머 이스케이프’ 패키지를 선보인다.‘서머 이스케이프’ 패키지는 어덜트풀에서 유유자적하게 수영을 즐기다 프라이빗하게 쉴 수 있도록 ‘쁘띠 카바나’를 2시간 이용할 수 있는 혜택이 제공된다. 시원한 바다 바람에 흔들리는 ‘쁘띠 카바나’의 흰 천을 배경으로 인생샷을 남길 수도 있고 카바나 앞에 설치된 워터 베드에서 태닝을 즐길 수도 있다.밤에는 제주신라호텔의 이국적인 야경이 펼쳐진 야외 테라스에서 ‘서머 크래프트 비어 파티’가 개최된다. 이번 비어 파티는 제주에서 시작돼 국내 수제 맥주 문화를 이끈 로컬 맥주 양조장 ‘맥파이 브루잉 컴퍼니(맥파이)’와 함께한다. 특히 ‘2019 아시아 비어 챔피언십’에서 전체 최고상을 수상한 고제 타입의 ‘고스트’를 비롯 IPA, 쾰시, 페일에일, 포터 등 6종의 제주 수제 맥주를 즐길 수 있다. 청정 제주에서 키운 돼지로 만들어진 육포도 함께 제공돼 ‘제주의 맛’을 느낄 수 있다. 또한 풀사이드에서는 해외 팝 밴드의 라이브 공연이 펼쳐져, 영화 같은 야경을 배경으로 시원한 맥주에 흥겨운 음악까지 더해져 잊을 수 없는 여름 밤을 만들어준다.2박 투숙 시, ‘홈술’족,‘홈바’족을 위한 특별한 시간도 보낼 수 있다. 라운지바 ‘올래’에서 제주신라호텔 믹솔로지스트와 함께 직접 칵테일을 만들어보고 집에서도 쉽게 즐길 수 있는 칵테일 레시피를 소개 받는 ‘칵테일 클래스’가 진행된다. 조선시대 왕에게 진상됐던 제주 과일, 당유자(일명 제주 유자)’를 테마로 한 시그니처 칵테일 ‘숨비 유자’를 만들게 된다. 3박 투숙 시, 아름다운 저녁 노을과 어우러진 해안 절경을 감상할 수 있는 ‘선셋 요트 체험’을 즐길 수 있다. 오후 5시께 레저 엔터테인먼트 전문가(G.A.O.)의 안내로 대포포구로 이동한 후 요트에 승선해 바다위로 떨어지는 석양을 바라보며 해변 절경을 감상하고 낚시를 즐길 수 있다. 단, 요일에 따라 승마 체험으로 대체될 수 있다. 제주신라호텔 관계자는 “일찍부터 올 여름 휴가는 제주도에서 보내려는 수요가 많을 것으로 예상돼 왔지만 6월이 시작되면서, 그동안 코로나19 추이를 지켜보던 사람들이 본격적으로 7~8월 여름 휴가 준비에 나선 것으로 보인다”고 밝혔다이윤화 "
496,전남 광양시는 17일 시청에서 관광 도약 원년과 관광을 미래성장동력 기반으로 다지기 위해 '낮과 밤이 빛나는 광양여행 슬로건 선포식'을 개최했다고 밝혔다. (사진=광양시청 제공) 2020.06.17
