,contents
289,"삼성전자가 멜라토닌 조절을 돕는 'LED 패키지'를 출시하고, 인간 중심 조명 시장을 공략한다는 방침이다.삼성전자는 일반 조명, 디스플레이, 전장, 식물 생장 분야 등 다양한 분야에서 LED 기술 경쟁력을 강화하고 있다는 평가다.삼성전자의 LED 패키지 'LM302N'은 멜라토닌 분비에 영향을 미치는 청록색 파장의 빛을 조절한 제품으로, 'LM302N DAY'와 'LM302N NITE' 2개 라인업으로 구성된다.이 제품은 실내 생활 비중이 높은 현대인들이 필요와 목적에 따라 조명 환경을 자유롭게 설계할 수 있도록 해준다.멜라토닌은 수면 주기에 관여하는 물질로, 사람의 몸은 햇빛이 많은 낮에는 멜라토닌 분비량을 최소화해 신체를 활성화시키고, 빛이 적은 밤에는 멜라토닌을 분비해 숙면을 취하게 한다.'LM302N DAY'는 멜라토닌 분비를 최소화하는 파장의 빛을 내 조명을 사용하는 시간에 집중력을 높이도록 돕는다.이 제품을 사용하면 일반 LED 조명 대비 멜라토닌 수치가 약 18% 감소해 학교, 사무실, 산업현장 등에서 학습 및 업무 효율을 높일 수 있을 것으로 기대된다.'LM302N NITE'는 조명에 의한 각성 효과를 줄여 편안한 휴식이 필요한 집, 호텔 등에서 효과적으로 활용할 수 있는 제품이다.밤에 장시간 조명을 사용하면 멜라토닌 분비량이 낮아져 수면에 방해가 되는데 'LM302N NITE'는 멜라토닌 수치를 일반 제품보다 약 5% 높인다.'LM302N DAY'와 'LM302N NITE'는 업계에서 주로 활용되는 3.0x3.0mm 크기를 갖췄으며 다양한 색온도(1800K~ 6500K)를 제공한다.김언수 삼성전자 DS부문 LED사업팀 전무는 ""LM302N은 신체 활동에 도움을 주는 새로운 개념의 광원이다""며 ""현대인들에게 집중력과 휴식의 질을 높일 수 있는 최적의 솔루션이 될 것이다""고 말했다.한편 삼성전자는 2월부터 'LM302N DAY'와 'LM302N NITE' 양산에 돌입했다.이지효기자"
290,"환기·초미세먼지 제거·바이러스 살균은 기본 / 냉방·제습까지 원스톱으로 해결하는 만능 복합환기시스템최근 코로나19 바이러스 재확산으로 보건 안전에 대한 경각심이 최고조에 이르고 있다. 건설업계도 입주민들의 안전을 지킬 수 있는 기술 개발에 박차를 가하고 있다.   대림산업은 깨끗하고 안전한 주거환경에 대한 고객의 니즈를 사전에 파악하여 선제적으로 환기시스템 5개년 중장기 로드맵을 계획했고, 안티 바이러스 환기시스템 개발로 결실을 맺었다.    대림산업은 업계 최초로 안티 바이러스 환기시스템을 개발해 특허를 출원했다고 10일 밝혔다.   대림이 개발한 이 시스템은 공기청정형 환기시스템에 자외선 발광다이오드(UV LED) 광촉매 모듈을 탑재해 바이러스를 제거하게 된다.   UV LED는 인체와 환경에 미치는 부작용은 적은 대신 살균 효과는 우수하다. 실제로 대림의 안티 바이러스 환기시스템은 한국산업기술시험원(KTL)의 시험결과 부유바이러스 저감률 99.9%, 부유세균 저감률 99.5%, 오존 발생농도 0.009ppm 등의 성능을 확보한 것으로 평가 받았다.   안티 바이러스 환기시스템은 환기부터 초미세먼지와 바이러스 제거까지 한번에 해결할 수 있다. 대림은 지난 2016년 예일대학교 교수의 검증을 거쳐서 업계 최초로 초미세먼지를 제거할 수 있는 ‘공기청정형 환기시스템’을 개발한 바 있다.   이 시스템은 실외기실 천장에 설치된 환기장치에 H13 등급 헤파필터를 설치해 공기청정 기능까지 결합한 것이다. H13 등급 헤파필터는 먼지의 입자 크기가 0.3 ㎛ 이상인 초미세먼지를 99.97% 제거할 수 있다. 외부 미세먼지가 짙은 날에는 실내공기를 순환시키는 ‘공기청정’ 모드로 작동해 24시간 깨끗한 실내공기질을 유지할 수 있다. 환기시스템을 통해 깨끗하게 정화된 공기는 천장에 거미줄처럼 연결된 급배기 덕트를 통해 안방, 거실, 주방 등 집안 전체에 고르게 전달된다. 대림은 여기에 제습 및 냉방 기능까지 더했다. 환기시스템을 작동하기만 하면 실내 온도 28°C 기준으로 10분 내에 사람이 쾌적하게 느끼는 범위의 온도와 습도를 유지해 준다.   특히, 생활 소음 저감에 노력을 기울여 운전시 발생하는 소음이 약 35dB 수준에 불과하다. 이는 일반 가정용 에어컨의 저소음 모드(약 42~45dB) 보다도 낮은 수준이다. 입주민들은 기존의 다른 환기 시스템과 달리 작동 중에도 조용한 환경에서 잠자리에 들 수 있다.   뿐만 아니라 고객이 신경 쓰지 않아도 알아서 세대 내부의 공기질을 쾌적하게 유지해 준다. 대림은 지난해 통합 공기질 관리 센서를 개발했다. 이 센서는 미세먼지와 휘발성 유기화합물, 이산화탄소 농도를 실시간으로 감지한다. 오염원이 발생하면 환기시스템이 자동으로 알아서 운전하는 스마트 시스템이다.   대림산업 주택설비팀 이재욱 팀장은 “환기시스템 하나로 공기청정부터 살균, 냉방 및 제습 기능까지 한꺼번에 구현한 것은 대림이 업계 최초” 라며 “환기시스템 자체가 완벽한 살균 기능을 가질 수 있도록 신소재를 적용하는 방안을 연구 중”이라고 말했다.   나기천 기자"
291,"충남산림자원연구소 태안사무소는 2억 6000만원을 투입, 안면도 관광지 주 진입로 일대 노후 가로등을 LED로 전면 교체했다고 8일 밝혔다.이번에 교체된 노후 가로등은 총 51개로 딴뚝사거리부터 해안관광로 삼거리까지 구간이다. 이에 따라 1999년 설치된 기존 나트륨 가로등은 21년여만에 친환경 LED로 탈바꿈했다.태안사무소는 이번 가로등 교체로 주민과 운전자의 안전성을 확보한 것은 물론 도로조명 유지관리와 전기요금을 절감할 것으로 기대하고 있다.안규원 태안사무소장은 “노후 가로등 교체로 지역민에게 생활의 편익을 제공하고 안면도를 찾는 모든 사람에게 안전하고 쾌적한 도로환경을 선보일수 있게 됐다”고 말했다"
292," 충남산림자원연구소 태안사무소는 2억 6000만 원을 투입, 안면도 관광지 주진입로 일대 노후 가로등을 발광다이오드(LED)로 전면 교체했다고 8일 밝혔다.   이번에 교체된 노후 가로등은 총 51개로, 딴뚝사거리부터 해안관광로삼거리까지다. 지난 1999년 설치된 기존 나트륨 가로등을 21년여 만에 친환경 LED로 교체한 것이다.   태안사무소는 이번 가로등 교체로 주민과 운전자의 안전성을 확보한 것은 물론, 도로조명 유지관리와 전기요금을 절감할 것으로 기대했다.   안규원 태안사무소장은 “지역민에게 생활의 편익을 제공하고, 안면도를 찾는 모든 사람에게 안전하고 쾌적한 도로환경을 제공할 수 있게 됐다”고 말했다.   "
293,"삼성전자가 멜라토닌 조절을 돕는 'LED 패키지'를 출시한다고 11일 밝혔다. 삼성전자는 일반 조명, 디스플레이, 전장, 식물 생장 분야를 필두로 인간 중심 조명 시장까지 공략하고 있다. 삼성전자에 따르면 LED패키지는 멜라토닌 분비에 영향을 미치는 청록색 파장의 빛을 조절한 제품으로 'LM302N DAY'와 'LM302N NITE' 2가지 라인업으로 구성된다. 실내 생활 비중이 높은 현대인들이 필요와 목적에 따라 조명 환경을 자유롭게 설계할 수 있는 게 특징이다. 멜라토닌은 수면 주기에 관여하는 물질로 사람의 몸은 햇빛이 많은 낮에는 멜라토닌 분비량을 최소화해 신체를 활성화시키고, 빛이 적은 밤에는 멜라토닌을 충분히 분비해 숙면을 취하는 데 효과적이다. LM302N DAY는 멜라토닌 분비를 최소화해주는 파장의 빛을 내 조명을 사용하는 시간 동안 집중력을 향상시킬 수 있도록 돕는다. 일반 LED 조명 대비 멜라토닌 수치가 약 18% 줄였다. LM302N NITE는 조명에 의한 각성 효과를 최소화해 편안한 휴식이 필요한 집, 호텔 등에서 효과적으로 활용할 수 있는 제품이다. LM302N NITE는 멜라토닌 수치를 일반 제품보다 약 5% 증가시켜 수면의 질을 높이는 데 효과적이다. 삼성전자 관계자는 ""LM302N은 신체 활동에 도움을 주는 새로운 개념의 광원""이라며 ""LED 패키지는 실내 활동이 많은 현대인들에게 집중력과 휴식의 질을 높일 수 있는 최적의 솔루션이 될 것""이라고 말했다.김세형 기자"
294,"LG전자는 홈 뷰티기기 LG 프라엘(Pra.L)이 태국 국립병원에서도 효능과 안전성을 인정받았다고 16일 밝혔다.    LG전자에 따르면 태국 시리랏병원 피부과 연구진과 함께 진행한 '가정용 LED 마스크 임상 효능 검증'이 성공적으로 마무리됐다.    시험은 30∼55세 참가자 24명을 대상으로 진행됐다. 참가자들은 얼굴 반쪽에만 사용할 수 있도록 특수 제작된 더마 LED 마스크를 8주간 사용했고 연구진은 피부 변화를 2주마다 관찰하며 제품 효능과 안전성을 평가했다.    시험 결과 프라엘을 사용하지 않은 쪽에 비해 사용한 쪽 얼굴은 피부 수분량이 최대 7.5% 높았고, 피부 탄력은 최대 30% 높았다.    또한, 자극에 의해 피부가 붉게 변하는 현상을 포함한 어떠한 부작용도 발생하지 않았다.    LG전자는 더마 LED 마스크 외에도 듀얼 모션 클렌저와 토탈 타이트 업 케어에 대해서도 각각 동일한 기관에서 임상 검증을 완료함에 따라 LG프라엘은 국내외 전문기관에서 모두 검증을 마쳤다고 설명했다.   "
295,"환경부, 폐LED 재활용 기술 연구개발 지원(지디넷코리아=주문정  기자)그동안 폐기돼 온 발광다이오드(LED) 조명도 재활용된다. LED 품목에 생산자책임재활용(EPR) 제도를 도입하는 방안도 검토된다.환경부는 10여 년 전부터 LED 조명 보급이 활성화면서 폐 LED 조명 발생량이 늘어날 것으로 예상됨에 따라 수도권 지자체와 함께 17일부터 4개월 동안 관련 재활용 시범사업을 한다고 밝혔다.LED 조명은 2011년 산업통상자원부의 ‘LED 조명 2060 보급 계획’ 발표 후 공공기관과 아파트 등을 중심으로 사용이 급격하게 늘어나면서 폐 LED 조명 발생량도 증가하고 있다. 환경부에 따르면 올해 폐 LED 조명은 16만3천톤에서 2015년 44만3천톤으로 늘어나고 2030년에는 72만3천톤으로 증가할 정망이다.그동안 폐 LED 조명은 생산자 회수·재활용 의무, 재활용 방법과 기준 등이 법령에 명시돼 있지 않아 대부분 단순 폐기됐다.한국환경공단이 2019년 실시한 연구용역에서 폐 LED 조명을 재활용하면 LED칩과 철, 알루미늄 등 유가금속을 회수할 수 있는 것으로 조사됐다. LED 칩과 철, 알루미늄은 1㎏당 각각 2천원, 1천400원, 1천300원에 거래되고 있다.환경부는 폐 LED 조명을 재활용할 수 있도록 서울시 강남구, 경기도 과천·구리·부천·성남·수원·안성·오산·용인·파주시와 ‘폐 LED 조명 재활용 시범사업’을 추진하기로 했다. 시범사업에는 환경공단·한국조명재활용사업공제조합과 조명 재활용업체 등도 참여한다.해당 지자체 주민이 기존 폐형광등 수거함에 폐 LED 조명을 함께 배출하면 해당 지자체 수거업체가 폐형광등과 폐 LED 조명을 집하장으로 운반해 분리·보관한다.재활용업체는 집하장에 보관된 폐 LED 조명을 매월 1~2회 정기적으로 회수하고 전구형·직관형·평판형·원반형·십자형 등 5개 품목별로 재활용한다.환경부는 시범사업 결과를 분석해 폐 LED 조명 업계와 협의 등을 거쳐 EPR 제도 도입 여부를 검토할 예정이다. EPR 제도는 제조한 제품·포장재를 생산자가 회수·재활용할 의무를 부여하는 제도다.환경부는 또 폐 LED 조명에서 유가금속 등을 효과적으로 회수해 재활용할 수 있도록 시설과 기술확보를 위한 기업 연구개발(R&D)을 지원할 예정이다.이영기 환경부 자원순환정책관은 “시범사업을 통해 단순 폐기처리되던 LED 조명을 재활용함으로써 지속가능한 순환경제 실현에 한 발 더 다가갈 수 있을 것”이라고 밝혔다.주문정 기자"
296,"셀리턴 LED마스크 '플래티넘' .글로벌 뷰티&헬스케어 전문기업 셀리턴(대표이사 김일수)는 LED마스크 사용이 눈 건강에 미치는 영향을 검증하기 위해 외부 인증기관인 IEC KOREA를 통해 시행한 인체적용시험과 국제인증기관 SGS KOREA에서 실시한 '광생물학적안전성 시험'에서 최고등급 판정을 얻었다고 10일 밝혔다.셀리턴은 LED마스크 사용이 눈 건강에 미치는 영향에 대한 소비자들의 불안감을 해소하기 위해, 외부 공인기관을 통해 안전성 입증을 위한 인체적용시험을 지난 2월부터 3월까지 실시했다. 셀리턴이 자사 LED마스크의 안과안전성 인체적용시험을 임상 전문기관 IEC KOREA에 의뢰한 결과, 눈꺼풀의 가려움, 따끔거림, 통증, 눈부심, 충혈, 결막, 각막, 건조증 등 20여가지 이상의 안과 증상에 대한 검사에서 ""특이적인 유해 사례 및 각막 손상은 관찰되지 않았으며, 안구 건조 또한 유발되지 않았다""는 평가를 받았으며 종합적으로는 안전성 최고 등급인 '아주 좋음' 결과를 획득했다. 이 시험에는 만 20~60세 여성 21명이 참여했으며 3주간 셀리턴 LED마스크 플래티넘의 블루모드로 20분씩 사용한 후 안과전문의를 통해 눈의 변화를 관찰했다. 이번 시험은 LED마스크의 블루모드만을 사용한 인체적용시험으로, 블루라이트에 대한 소비자들의 막연한 불안감을 해소할 수 있는 근거를 마련할 수 있을 것으로 브랜드 측은 기대했다. 이밖에도 셀리턴은 국제인증기관 SGS KOREA에 의뢰해 LED마스크 플래티넘 제품에서 나오는 빛이 인체의 눈이나 피부에 미치는 영향을 평가하기 위한 '광생물학적안전성 시험'을 시행했다. 그 결과 △화학적자외선, △근자외선, △청색광, △망막열, △적외선 등 모든 측정 가능한 위해항목에 대해 '면제군(Exempt)' 판정을 받고 안전성을 재확인했다. '광생물학적안전성 시험'은 면제군과 위험군(1~3등급)으로 분류되는데 셀리턴 LED마스크가 받은 '면제군'은 안전성 최고 등급에 해당한다. 셀리턴 김일수 대표이사는 ""셀리턴은 정부부처가 안전기준안을 논의하기 전부터 안전성을 검증하기 위해 적극적인 노력을 기울여왔다""며 ""시험성적서를 홈페이지에 공개하고 의과학연구 조직을 신설하는 등 현행 관련 법규 이상의 안전성 검증과 품질관리를 통해 소비자에게 신뢰를 제공하기 위한 노력을 이어오고 있다""고 밝혔다. 전상희 기자"
297,"서울 강서구(구청장 노현송)는 관내 67개 공공기관에 '태양광 LED건물번호판'을 설치했다고 21일 밝혔다.구는 주민들이 도로명주소를 쉽게 접할 수 있도록 구청, 동주민센터, 보건소 등 주민들이 많이 이용하는 관공서와 도서관, 학교 등 주민생활과 밀접한 시설에 태양광 LED건물번호판을 부착했다.구 관계자는 ""설치된 태양광 LED건물번호판은 낮 시간대에 태양광을 이용해 전력을 충전한 뒤 야간에 점등해 전력소비를 최소화하는 장점이 있다""고 밝혔다. 특히 야간에는 밝은 LED 불빛으로 식별이 용이하고 조명효과가 뛰어나 여성과 노약자의 귀갓길 불안감을 해소해주는 효과도 있다는 게 구의 설명이다. 또한 화재 등 긴급 상황 발생 시 위치를 쉽게 찾아 인명과 재산피해를 줄일 수 있으며 아름다운 도시미관을 조성하는데도 도움이 된다.구 관계자는 ""이번 태양광 LED건물번호판 설치가 도로명주소 홍보 효과와 더불어 에너지 절감과 야간범죄 예방에도 도움이 될 것으로 기대한다""며 ""앞으로도 도로명주소 생활화와 안전한 보행환경 조성을 위해 최선을 다하겠다""고 말했다. 한편 구는 민간 건축물에도 태양광 LED건물번호판 설치를 확대하고자 지난 3월부터 건축허가 시 LED건물번호판 설치를 권장하고 있다. 건물 설계단계부터 LED건물번호판이 반영될 수 있도록 적극 홍보해 나갈 계획이다"
298,"[헤럴드경제=이진용 기자]서울 강서구(구청장 노현송)는 관내 67개 공공기관에 ‘태양광 LED건물번호판’을 설치했다고 21일 밝혔다.구는 주민들이 도로명주소를 쉽게 접할 수 있도록 구청, 동주민센터, 보건소 등 주민들이 많이 이용하는 관공서와 도서관, 학교 등 주민생활과 밀접한 시설에 태양광 LED건물번호판을 부착했다.이번에 설치된 태양광 LED건물번호판은 낮 시간대에 태양광을 이용해 전력을 충전한 뒤 야간에 점등하여 전력소비를 최소화할 수 있는 장점이 있다.특히 밤에 LED 불빛이 밝아 눈에 잘 띄어 식별이 용이하고 조명효과가 뛰어나 여성과 노약자의 귀갓길 불안감을 해소해주는 효과도 있다.또 화재 등 긴급 상황 발생 시 위치 찾기가 용이해져 인명과 재산피해를 줄일 수 있으며, 건물의 특색도 살리고 아름다운 도시미관을 조성하는데도 도움이 될 것으로 보인다.구 관계자는 “이번 태양광 LED건물번호판 설치가 도로명주소 홍보 효과와 더불어 에너지 절감과 야간범죄 예방에도 도움이 될 것으로 기대한다”며 “도로명주소 생활화와 안전한 보행환경 조성을 위해 최선을 다하겠다”고 말했다. 한편 구는 민간 건축물에도 태양광 LED건물번호판 설치를 확대하고자 지난 3월부터 건축허가 시 LED건물번호판 설치를 권장하고 있으며, 건물 설계단계부터 LED건물번호판이 반영될 수 있도록 적극 홍보해 나갈 계획이다"
299," 전남 보성군은 군청, 경찰서, 소방서, 세무서, 보건소 등 공공시설 50개소에 밤에도 잘 보이는 태양광 LED 건물번호판을 시범 설치했다고 21일 밝혔다.태양광 LED 건물번호판은 별도의 전력공급 없이 낮에는 태양광을 이용해 전력을 축전했다가 야간에 점등하는 친환경 시설이다.군은 이번 태양광 LED 건물번호판을 통해 도로명 주소의 야간 시인성을 확보하여 건물 안내의 편의성을 높이고, 더불어 야간 보안등 역할을 할 것으로 기대하고 있다.또 향후 예산을 추가 확보해 교육 시설, 복지시설, 마을 공동시설 등으로 점차 확대 설치해 나갈 계획이다.호남취재본부 박용철 기자"
300,"이마트가 단순 상품 판매를 넘어 설치 시공까지 제공하는 원스톱 쇼핑 서비스에 나선다.   이마트는 26일부터 필립스 LED 등기구 15만원 이상 구매 고객에게 대형마트 최초로 연중 ‘출장 및 설치 서비스’를 무상 제공하고, 이를 기념해 26일부터 내달 15일까지 3주간 필립스 LED 등기구 7종을 20% 할인 판매한다.   LED 등기구는 형광등과 같은 일반적인 조명기구와 비교해 전력 효율이 뛰어나고 수명이 길어 교체 수요가 꾸준히 늘고 있다.   실제 이마트 설치조명기구 매출을 분석한 결과, LED 등기구가 차지하는 비중은 2017년 77%, 2018년 87%에 이어 지난해에는 95%까지 상승하는 등, 형광등에서 LED설치조명기구로 시장이 완전히 이동했다는 분석이다.   이에 이마트는 고객 관점에서 기존 형광등 제거 및 전선 연결 등 설치에 어려움이 뒤따르던 LED등기구를 저렴한 가격에 판매하는 것은 물론 유료로 제공하던 설치서비스를 무료 서비스로 전환해 연중 제공함으로써 소비자 혜택을 확대키로 한 것이다.   한편, 이마트는 조명기구 이외에도 고객 지향적인 상품 개발을 위해 단순한 상품판매를 넘어 배송과 설치까지 제공하는 신 MD 도입에 적극 나서고 있다. 대표 사례로 2018년 11월에는 일렉트로마트 은평점과 일렉트로마트 스타필드 하남점에 대형마트 최초로 가정용 보일러 진열 판매 및 설치서비스까지 원스톱으로 제공하는 ‘경동 나비엔 브랜드숍’을 론칭했다. "
301,"케이샤인(대표 김민성)이 효과적인 2차 교통사고 예방을 위한 ’LED안전삼각등’을 출시했다고 10일 전했다.   차량 주행속도가 높은 고속도로나 자동차 전용도로에서 교통사고가 발생할 경우 후속 차량들이 사고 차량을 조기에 발견하기 어려워 2차 사고로 이어질 가능성이 높다. 경찰에 따르면 최근 3년간 발생한 2차 교통사고는 총 1,646건에 달한다 이중 104명이 사망하고 3,483명 부상을 입었다. 또한, 2차 사고 치사율은(약 62%) 일반 교통사고 치사율(약 11%)에 비해 6배나 높다.    이러한 2차 사고 예방을 위해서는 운전자가 위험이 발생했음을 알리고 신속하게 사고 현장을 떠나는 것이 무엇보다 중요하다. 특히 야간에 차량이 빨리 달리는 고속도로나 자동차 전용도로라면 이러한 조치는 생존의 문제가 된다.   최근 출시되는 차량에는 안전삼각대가 기본으로 비치돼 있으나, 시인성이 낮을 뿐 아니라, 오히려 2차 사고를 유발하는 주범이 되기도 한다.    케이샤인이 출시한 ’LED 비상 삼각등’은 ‘간편한 설치’와 ‘뛰어난 시인성’이라는 두 가지 기능을 고려한 제품이다.     회사 측에 따르면, 해당 LED 안전삼각등은 자동차가 사고나 고장으로 멈추었을 때 단 5초면 설치할 수 있다. 여기에 ‘방향 유도등’ 기능도 제공되어 야간에는 500M 밖에서도 사고차량을 인지할 수 있는 것이 특징이다.    LED 비상 삼각등은 케이샤인 홈페이지 및 6월 한달 동안 와디즈 펀딩에서 확인 가능하다.    김정환 기자"
302,"청록색 파장대 빛 조절로 집중력·수면 질 향상차세대 조명 기술로 휴먼 센트릭 조명 시장 공략LED 패키지(LM302N DAY·LM302N NITE) 인포그래픽. Melanopic Sensitivity는 멜라토닌 억제도가 높은 청록색 파장대를 의미한다. 이 파장대의 세기가 센 빛 아래에서는 멜라토닌 분비가 억제되고 반대로 세기가 약한 빛 아래에서는 멜라토닌 분비가 덜 억제된다.ⓒ삼성전자삼성전자는 멜라토닌 조절을 돕는 발광다이오드(LED) 패키지를 출시하고 인간 중심 조명(Human Centric Lighting) 시장 공략에 나선다고 11일 밝혔다.삼성전자는 일반조명, 디스플레이, 전장, 식물 생장 분야에 이어 인간 중심 조명 시장까지 공략하며 다양한 분야에서 LED 기술 경쟁력을 강화하고 있다.이번에 출시한 'LM302N'은 멜라토닌 분비에 영향을 미치는 청록색 파장의 빛을 조절한 제품으로 'LM302N DAY'와 'LM302N NITE' 등 2가지 라인업으로 구성된다. 삼성전자는 2월부터 'LM302N DAY'와 'LM302N NITE' 양산에 돌입했다.이 제품은 실내 생활 비중이 높은 현대인들이 필요와 목적에 따라 조명 환경을 자유롭게 설계할 수 있도록 해준다.멜라토닌은 수면 주기에 관여하는 물질로 사람의 몸은 햇빛이 많은 낮에는 멜라토닌 분비량을 최소화하여 신체를 활성화시키고 빛이 적은 밤에는 멜라토닌을 충분히 분비해 숙면을 취하게 한다.'LM302N DAY'는 멜라토닌 분비를 최소화해주는 파장의 빛을 내 조명을 사용하는 시간 동안 집중력을 향상시킬 수 있도록 돕는다.이 제품을 사용하면 일반 LED 조명 대비 멜라토닌 수치가 약 18% 감소돼 학교·사무실·산업현장 등에서 학습 및 업무 효율을 높일 수 있을 것으로 기대된다.'LM302N NITE'는 조명에 의한 각성 효과를 최소화해 편안한 휴식이 필요한 집, 호텔 등에서 효과적으로 활용할 수 있는 제품이다.밤에 장시간 조명을 사용하면 멜라토닌 분비량이 현저히 낮아져 수면에 방해가 되는데 'LM302N NITE'는 멜라토닌 수치를 일반 제품보다 약 5% 증가시켜 수면의 질을 높이는 데 도움이 된다.'LM302N DAY'와 'LM302N NITE'는 업계에서 주로 활용되는 3.0x3.0mm 크기를 갖췄으며 다양한 색온도(1800K~6500K)를 제공한다.김언수 삼성전자 디바이스솔루션(DS)부문 LED사업팀 전무는 ""LM302N은 신체 활동에 도움을 주는 새로운 개념의 광원""이라며 ""이번 제품은 실내 활동이 많은 현대인들에게 집중력과 휴식의 질을 높일 수 있는 최적의 솔루션이 될 것""이라고 말했다.데일리안 이홍석 기자 "
303," LG전자가 '한국판 타임스퀘어'라고 불리는 서울 강남구 테헤란로 일대 옥외광고물 자유표시구역에 고화질의 초대형 LG LED 사이니지를 설치했다. LG전자는 강남구 삼성동에 있는 파르나스 호텔 앞에 옥외광고물을 구축했다고 3일 밝혔다. 높이 26m의 직육면체 형태 구조물을 만든 후 앞면과 뒷면에 각각 가로 12m, 높이 21.8m 크기의 초대형 LED 사이니지를 설치했다. 이 옥외광고물은 기존 건물 벽면 위에 LED 사이니지를 부착하는 방식과 달리, 지면에 새로운 구조물을 구축한 후 LED 사이니지를 앞면과 뒷면에 설치하는 까다로운 방식으로 완성한 지주형 광고물이다.LG전자는 초대형 LED 사이니지의 설계 및 설치뿐만 아니라 옥외광고물 디자인 설계, 기초공사, 구조물 제작 등 시공까지 전 과정을 전담해 진행했다고 설명했다. LG전자는 낮 시간에도 콘텐츠를 선명하게 보여주기 위해 LG LED 사이니지에 1만 니트(nit) 밝기를 지원했다. 또한 픽셀과 픽셀 사이의 간격이 8.3mm로 삼성동 옥외광고물 자유표시구역에 설치한 LED 사이니지 가운데 픽셀 간격이 가장 짧은 수준이다. 픽셀 간 간격이 짧을수록 동일한 면적에 더 많은 픽셀을 탑재할 수 있어 콘텐츠를 더 또렷하게 보여준다.임정수 LG전자 한국B2B마케팅담당은 “LG 사이니지의 혁신 기술력을 앞세워 고객 가치 기반의 차별화된 솔루션을 지속 제공할 것”이라고 강조했다.이기민 기자 victor"
304,"LG전자가 서울 강남구 테헤란로 일대 옥외광고물 자유표시구역에 고화질의 초대형 LG LED 사이니지를 설치했다고 3일 밝혔다.이 지역은 행정안전부가 2016년 옥외광고물 자유표시구역으로 지정한 광고물 산업의 중심지로 다양한 형태의 옥외광고물들이 들어서며 ‘한국판 타임스퀘어’로 불린다.LG전자가 옥외광고물을 구축한 곳은 강남구 삼성동에 위치한 파르나스 호텔 앞이다. 높이 26m의 직육면체 형태 구조물을 만든 후 앞면과 뒷면에 각각 가로 12m, 높이 21.8m 크기의 초대형 LED 사이니지를 설치했다. 이 옥외광고물은 기존 건물 벽면 위에 LED 사이니지를 부착하는 방식과 달리 지면에 새로운 구조물을 구축한 후 LED 사이니지를 앞면과 뒷면에 설치하는 까다로운 방식으로 완성한 지주형 광고물이다.LG전자는 초대형 LED 사이니지의 설계 및 설치 뿐만 아니라 옥외광고물 디자인 설계, 기초공사, 구조물 제작 등 시공까지 전 과정을 전담해 진행했다. 구조물 앞·뒤 면적의 80% 이상을 채운 초대형 LG LED 사이니지는 삼성역 사거리를 이동하는 수많은 사람들(1일 유동인구 10만 명 이상 추정)의 시선을 사로잡을 것으로 기대된다.LG LED 사이니지는 1만 니트(nit) 밝기를 지원해 낮 시간에도 콘텐츠를 선명하게 보여준다. 이 사이니지는 픽셀과 픽셀 사이의 간격이 8.3㎜로 삼성동 옥외광고물 자유표시구역에 설치한 LED 사이니지 가운데 최고의 기술력을 자랑한다. 픽셀 간 간격이 짧을수록 동일한 면적에 더 많은 픽셀을 탑재할 수 있어 콘텐츠를 더 또렷하게 보여준다.임정수 LG전자 한국B2B마케팅담당은 “LG 사이니지의 혁신적인 기술력을 앞세워 고객 가치 기반의 차별화된 솔루션을 지속적으로 제공할 것”이라고 말했다."
305," LG전자가 '한국판 타임스스퀘어'로 불리는 강남 한복판에 고화질 LED(발광다이오드) 사이니지(상업용 디스플레이)를 선보였다. LG전자는 서울 테헤란로 일대 옥외광고물 자유표시구역에 고화질의 초대형 LED 사이니지를 설치했다고 3일 밝혔다. 이 지역은 행정안전부가 2016년 옥외광고물 자유표시구역으로 지정한 광고물 산업의 중심지로, 다양한 형태의 옥외광고물들이 들어서며 '한국판 타임스스퀘어'로 불린다고 회사 측은 전했다.LG전자는 강남구 삼성동에 위치한 파르나스 호텔 앞에 옥외광고물을 구축했다. 높이 26m의 직육면체 형태 구조물을 만든 후 앞면과 뒷면에 각각 가로 12m, 높이 21.8m 크기의 초대형 LED 사이니지를 설치했다. 이 옥외광고물은 기존 건물 벽면 위에 LED 사이니지를 부착하는 방식과 달리, 지면에 새로운 구조물을 구축한 후 LED 사이니지를 앞면과 뒷면에 설치하는 방식으로 완성한 광고물이다.이 사이니지는 1만 니트(nit) 밝기를 지원해 낮 시간에도 콘텐츠를 선명하게 보여준다. 픽셀과 픽셀 사이의 간격이 8.3㎜로, 삼성동 옥외광고물 자유표시구역에 설치한 LED 사이니지 가운데 최고 기술력을 자랑한다고 회사 측은 강조했다. 픽셀 간 간격이 짧을수록 콘텐츠를 더 또렷하게 보여준다. LG전자는 이 사이니지의 설계·설치뿐만 아니라 옥외광고물 디자인 설계, 기초공사, 구조물 제작 등 시공까지 전 과정을 전담해 진행했다. 회사 관계자는 ""구조물 앞·뒤 면적의 80% 이상을 채운 초대형 LG LED 사이니지는 삼성역 사거리를 이동하는 수많은 사람들(1일 유동인구 10만 명 이상 추정)의 시선을 사로잡을 것""이라고 말했다. 박정일기자"
