,0
143,"강릉시, 올여름 해외관광객 강릉으로 몰릴 것에 “촉각.경포해수욕장... 발열체크,QR코드,손목밴드 의무화.  【강릉=서정욱 기자】 최근 코로나19가 수도권에서 기승을 부르는 가운데 강릉시는 올여름 해외관광객이 청정 강릉 경포해수욕장 으로 몰릴것으로 보고 촉각을 곤두세우고 있다.    최근 코로나19가 수도권에서 기승을 부르는 가운데, 강릉시는 지난 2017년말 ktx강릉선 전철이 개통되면서 수도권 관광객들이 매년 증가한 데다가, 이번 코로나19의 장기화로 해외로 가지 못한 피서객들이 ktx를 이용 강릉으로 대거 몰릴것으로 예상되면서 코로나19방역대책에 촉각을 곤두세우고 있다. 사진은 지난해 경포해수욕장 모습. 사진=강릉시 제공특히 강릉시는 지난 2017년말 ktx강릉선 전철이 개통되면서 수도권 관광객들이 매년 증가한 데다가, 이번 코로나19의 장기화로 해외로 가지 못한 피서객들이 ktx를 이용 강릉으로 대거 몰릴것으로 예상하고 있다.   이에 28일 강릉시는 코로나19로부터 청정지역을 지키기 위해 해수욕장 방문객 모두 전수 발열 체크 및 손목밴드 착용 의무화, 전자출입명부(QR코드) 등 코로나19 안전에 나선다 고 밝혔다.   특히, 해수욕장 개장기간 동안 해수욕장 편의시설 및 공공장소 등 전 구역을 전문용역업체 및 자율방재단을 활용하여 매일 3회 이상 소독하게 된다.   그러나 강릉시는 해수욕장 개장식은 물론 썸머페스티벌, 수제맥주축제 등 각종 축제와 체험행사는 모두 취소하고, 해수풀장, 야간개장 등도 운영하지 않기로 하였다.   김한근 강릉시장은 “올여름 해수욕장 이용객들에게 차양막 2m 거리두기, 백사장에서 마스크 쓰기 등 ‘생활 속 거리두기 방역수칙’ 준수를 당부한다”고 말했다. "
144,2020년 하반기 달라지는 식·의약품 안전정책지난 24일 울산 한 식당에서 울산시 주관으로 고위험 시설 중심 방역 소독 릴레이 캠페인으로 방역 소독이 이뤄지고 있다. 연합뉴스앞으로 식품 제조업체 종사자 마스크 착용하고 음식점에 손 소독제 구비 의무화해야 한다 식품의약품안전처(식약처)는 이같은 내용이 담긴 2020년 하반기 식·의약품 안전정책을 26일 소개했다. 이에 따라 축산물의 안전관리 수준을 높이기 위해 축산물가공업과 식용란선별포장업체는 오는 10월부터 영업허가 전 식품안전관리기준(HACCP) 인증받아야 한다. 현재는 영업자 자체안전관리 인증기준을 작성해 운영했다. 3년 주기로 재인증도 받아야 한다. 또 품질이 우수한 식품만 유통될 수 있도록 12월부터는 어린이 기호식품 등 8개 식품(△과자·캔디류 △빵류·떡류 △초콜릿류 △어육소시지 △음료류 △즉석섭취식품 △국수·유탕면류 △특수용도식품)도 식품안전관리기준을 의무화한다. 모든 건강기능식품에 대한 우수 의약품 제조 품질 관리 기준(GMP)도 의무화한다. 이와 함께 정부는 바이오·헬스제품의 안전관리를 강화하고 제품의 신속한 출시를 지원한다. 오는 8월28일 ‘첨단재생바이오법’ 시행에 맞춰 ‘인체세포 등 관리업’을 신설하고 투약환자에 대한 장기추적 조사를 의무화 해 맞춤형 관리체계를 시행한다. 의료기기는 허가부터 유통·사용까지 모든 주기의 안전관리가 구축된다. 7월부터 의료기관에 의료기기를 공급하는 제조·수입·판매·임대업자는 의료기기 공급내역을 통합정보시스템을 통해 의무적으로 보고해야 한다. 부작용 등 안전성 정보까지 확인할 수 있는 시스템은 11월에 구축된다. 국민의 알 권리와 정보의 투명성을 강화하기 위해 7월부터 의약품 전 성분 표시제도 시행한다. ‘제네릭 의약품(복제약) 묶음 정보’도 국민도 쉽게 알 수 있도록 8월부터 의약품 안전나라 홈페이지 등을 통해 단계적으로 공개할 방침이다.말기암이나 치료 수단이 없는 중증환자가 해외에서만 개발 중인 의약품을 치료에 사용할 수 있는 절차를 만들어 희귀·난치질환자의 치료 기회도 확대한다. 권지담 기자
145,"           미국에서 마스크 착용을 권고하는 곳들이 늘면서 이를 거부하는 사람들, 이른바 '마스크 혐오자(mask hater)'의 반발도 거세지고 있습니다. ‘마스크 착용’을 권유했다고 총을 쏘고, 방역지침을 내린 공무원에게 온갖 협박을 퍼붓는 일도 생기고 있습니다. 캘리포니아주 보건당국자는 살해 협박을 받았고, 워싱턴주의 한 공중보건 공무원은 협박성 문자 폭탄에 시달렸습니다. SNS에서는 스미스를 따라 마스크를 불태우는 영상이 올라오고 있습니다.       그들은 왜 마스크를 두고 극단적 행동까지 하는 걸까요. CNN과 NBC 등 현지 언론은 도널드 트럼프 대통령의 이념 전쟁에 주목합니다. 2020년 대선을 앞두고 마스크가 정치적 상징물로 부상했다는 겁니다. 코로나19 사태와 맞물려 미국에 등장한 마스크 논쟁의 이면을 들여다봤습니다.      노골적으로 변한 트럼프 대통령의 ‘편 가르기’     지난 23일(현지시간) CNN은 “도널드 트럼프 대통령이 미국인들의 저항의식에 불을 질렀다”는 논평을 냈습니다. 미국인들은 개인의 자유를 침범당할 때 반항심이 커지는데, 트럼프 대통령이 마스크에 ‘개인 자유 침범’ 프레임을 씌웠다는 겁니다.       미 노스캐롤라이나주 주민이 마스크 착용 의무화에 반대하며 마스크에 불을 붙이고 있다. [reopenNC 페이스북 캡처]       실제 트럼프 대통령은 지난 4월 백악관 브리핑에서 “마스크 착용은 권고사항이다. 개인 선택에 달렸다”고 말해 마스크 논쟁에 불씨를 던졌습니다. 이후 '노 마스크'를 줄곧 고수하더니 지난 18일 월스트리트저널(WSJ)과의 인터뷰에서는 “마스크를 쓰는 미국인은 나를 반대하는 입장을 보여주려는 것 같다”고 말했습니다.      현지 언론은 트럼프 대통령이 마스크를 이용해 노골적으로 ‘편 가르기’에 나섰다고 전했습니다. 마스크를 안 쓴 사람은 ‘공화당’, 쓴 사람은 ‘민주당’. 이런 식으로 말이죠. 실제 NORC공공보건연구센터는 민주당 지지자가 공화당에 비해 마스크를 착용할 가능성이 더 높다는 조사까지 발표했습니다.        도널드 트럼프 대통령이 5월 27일(현지시간) 백악관에서 열린 기자회견에서 한 기자가 마스크를 쓴 채 질문하자 ""잘 들리지 않는다""며 마스크를 벗고 질문할 것을 요청하고 있다. [백악관 유튜브]       안 쓴 트럼프, 쓴 바이든…남성 표를 잡아라       마스크 정치화는 ‘편 가르기’에 그치지 않았습니다. 5월 말 트럼프 대통령은 바이든 전 부통령이 검은 마스크와 선글라스를 끼고 참전용사 기념관을 방문한 사진을 리트윗했습니다. 사진 아래에는 “트럼프 대통령이 마스크를 쓰지 않는 이유를 설명할 수 있는 사진”이라는 문구도 적혔습니다. 마스크가 얼굴 절반을 덮고 있는 모습이 우스꽝스럽다는 뜻으로, 바이든 전 부통령을 조롱한 겁니다. 반면 트럼프 대통령은 마스크를 쓰지 않은 채 골프장에 나섰습니다. 이를 두고 트럼프 대통령이 자신을 건강한 남성으로, 바이든은 연약한 남자로 각인시키려 했다는 분석이 나왔습니다.      지난 5월 25일 마스크를 쓰지 않은 채 백악관 경내를 걸은 도널드 트럼프 미국 대통령(왼쪽)과 같은 날 마스크를 쓰고 현충일 헌화에 나선 조 바이든 전 부통령.[AFP=연합뉴스]           NBC의 커트 바델라 기자는 트럼프 대통령이 ‘남성 유권자’를 겨냥해 바이든 전 부통령의 사진을 리트윗했다고 주장합니다. 바델라의 따르면 갤럽의 남녀 마스크 착용률 조사 결과 남성의 마스크 착용률(29%)이 여성(44%)보다 현저히 낮았습니다. 상당수 미국 남성은 “얼굴을 덮으면 부끄러움이 많고, 연약하고, 무책임한 사람으로 보인다”고 답했습니다.      바델라는 갤럽 조사 결과를 바탕으로 트럼프 대통령이 남성 유권자의 무의식을 노렸다고 봤습니다. 그러면서 이 두 장의 사진이 2020년 미 대선을 대변할 '로르샤흐 검사'가 될 것이라고 했습니다. 로르샤흐 검사는 좌우대칭의 불규칙한 잉크 무늬를 보고 어떤 모양으로 보이는지를 통해 보는 사람의 성향을 판단하는 심리진단검사입니다.     코로나19 확진자가 급증하던 5월 24일 트럼프 대통령이 버지니아 주 포토맥 폴스의 트럼프 내셔널 골프클럽에서 골프를 치고 있다. [로이터=연합뉴스]       두 장의 사진의 해석 방향에 따라 보수와 진보를 구별할 수 있지 않겠느냐는 겁니다. 보수라면 트럼프 대통령은 ‘건강한 사람’, 바이든 전 부통령은 ‘연약한 사람’으로 볼 것이고, 진보라면 트럼프 대통령은 ‘무책임한 사람’, 바이든 전 부통령은 ‘공중보건을 책임질 사람’이라고 해석할 수도 있다는 거죠.      그러나 실제 바델라가 보수와 진보 인사들에게 두 사진을 보여준 결과는 달랐습니다. 보수 인사조차 “마스크를 안 쓴다고 남성성이 강조된 건 아니다”라며 “마스크는 모두의 건강을 위해 쓰는 게 맞다”고 말했습니다.      100년 전엔 애국심, 지금은 정치 상징물     미국의 마스크 논쟁은 이번이 처음이 아닙니다. 1918년 스페인 독감 대유행 때도 마스크 착용을 두고 사회적 대립이 있었습니다. 다만 당시 마스크는 애국심의 상징이었습니다. 주 정부들이 1차 세계대전에 유행했던 애국 캠페인을 마스크 쓰기에 적용한 영향이 컸습니다.       1918년 스페인독감 대유행 당시 미국 캘리포니아주 샌프란시스코에서 경찰관이 시민의 마스크 착용을 돕고있다.[캘리포니아 주립도서관, EPA=연합뉴스]           지난달 30일 비즈니스인사이더는 1918년 애국심의 상징이었던 마스크가 2020년 코로나 사태에 정치적 상징물로 변질했다고 소개했습니다. 보도에 따르면 미국에서 처음으로 마스크 착용을 법으로 규정한 곳은 캘리포니아주 샌프란시스코시입니다. 시민들은 외출 시 반드시 마스크를 써야 했고, 마스크 미착용자는 벌금을 물거나 철장 신세도 졌습니다.        물론 당시에도 반대파가 있었습니다. 마스크 반대파는 ‘안티 마스크 리그(마스크 저지대)’라는 이름의 시위대입니다. 대부분 남성으로 구성된 안티 마스크 리그는 마스크를 쓰는 건 연약한 여성이나 하는 일이라고 주장했습니다. 마스크 착용을 권유한 의사를 향해 비난의 목소리도 높였습니다. 마스크 착용자를 ‘까다로운 사람’, ‘개인 자유주의 침범자’, ‘유행만 좇는 사람’이라고 놀렸다고 합니다. 그러나 당시는 마스크 착용 찬성파가 압도적으로 많았고, 마스크 착용 의무화법은 독감 환자가 크게 줄어들 때까지 계속됐습니다.        트럼프가 만든 ‘마스크 논쟁’, 득 될까?       과거에도 미국 정치는 다양한 건강 관련 이슈를 논쟁거리로 삼았습니다. 2016년 미 대선에서는 ‘낙태’가 중심에 섰습니다. 그때도 공화당은 ‘개인 자유’, 민주당은 ‘공공 보건’을 외쳤습니다. 각 당의 정치철학에 따르면 공화당은 여성의 개인 권리를 위해 ‘낙태’를 찬성했을 것으로 예측됩니다.      그러나 실제로는 공화당은 ‘낙태 반대’, 민주당은 ‘낙태 찬성’을 외쳤습니다. 주요지지 세력이자 투표할 확률이 높은 기독교인들의 표를 노린 겁니다. 반면 민주당은 여성인권 프레임을 씌워 ‘낙태 찬성’을 외쳤습니다.      17일 미국 뉴욕 브루클린에서 열린 반인종주의 시위대(왼쪽)과 21일 오클라호마주 털사에서 열린 트럼프 대통령 연설 현장. 시위대는 마스크를 썼고, 트럼프 대통령 지지자는 마스크를 쓰지 않았다. [EPA=연합뉴스]       마스크는 2020년 미국 대선을 대표하는 상징물이 됐습니다. 트럼프 대통령은 ‘개인 자유’를 내세우며 마스크 착용 반대편에 섰습니다. 그러나 트럼프 대통령이 쏘아 올린 마스크 논쟁이 득으로 돌아올지는 미지수입니다. 미국에서 코로나19가 좀처럼 잡히지 않고 있기 때문입니다. 그래서일까요. 최근 스미스의 영상에는 그를 비판하는 여론이 우세합니다. 스미스의 게시글에는 “나도 마스크 착용 의무화에 반대한다. 하지만 마스크는 정치적 문제가 아니라 보건의 문제다. 마스크를 태울 거면 차라리 기부하라”는 댓글도 달렸습니다.      마스크 착용에 대한 미국인들의 인식이 달라졌다는 여론조사 결과도 있습니다. ABC방송과 여론조사업체 입소스의 24~25일 조사 결과에 따르면 미국 성인 응답자(579명) 가운데 89%가 외출 시 마스크 등을 착용했다고 답했습니다. 이런 결과는 공화당 지지자들 사이에서도 나타났는데요. 응답자 중 공화당원의 79%가 외출 시 마스크를 착용하겠다는 답을 내놨다고 합니다. 23일 CNN은 100년 전 스페인 독감 때 마스크 착용 의무화로 수많은 사람의 생명을 살릴 수 있었다며 이렇게 논평했습니다. “이제는 역사가 남긴 교훈을 따를 때”.     알지알지  ※ '알지RG'는 '알차고 지혜롭게 담아낸 진짜 국제뉴스(Real Global news)'라는 의미를 담은 중앙일보 국제외교안보팀의 온라인 연재물입니다.    이민정 기자 lee"
146,"사진=뉴시스수도권 교회에서 신종 코로나바이러스감염증(코로나19) 집단감염이 발생한 데 이어 이번에는 광주·전남 지역에서 사찰을 중심으로 한 집단감염이 발생했다.중앙방역대책본부는 29일 0시 기준 코로나19 신규 확진자가 전일 대비 42명 증가해 총 확진자 수가 1만2757명으로 집계됐다고 밝혔다. 지역별로는 수도권 25명에 이어 광주 4명, 대전 2명, 전북·남 각 1명, 경남·북 각 1명씩 발생했다.이 중 광주·전남에서 일가족이 확진된 사례는 광주 동구 소재 사찰 광륵사와 관련성이 있는 것으로 확인됐다. 이날까지 광륵사와 관련해 12명의 확진자가 나왔다. 사찰 방문자 8명, 접촉자 4명이 감염됐다. 지역별로는 광주 7명, 전남 3명, 전북 1명, 경기도 1명이다.광주시에 따르면 지난 23일 광륵사를 방문한 60대 자매(광주 34번·전남 21번 확진자)가 27일 코로나19 확진 판정을 받았다. 전남 21번 확진자의 남편도 감염됐고 광륵사 승려도 같은 날 확진됐다. 방역 당국은 지난 20일 열린 광륵사 예술제에 방문한 접촉자 39명과 이 승려가 강사로 활동하고 있는 불교대학 접촉자 27명, 면담자 10명 등에 대한 추가조사를 진행 중이다.수도권에서는 교회발 감염이 계속 확산하고 있다. 서울 관악구 왕성교회에서는 확진자가 1명 추가돼 누적 환자가 28명이 됐다. 왕성교회발 감염은 서울 여의도 현대카드 본사 외주직원 감염으로 이어졌다. 경기도 안양 주영광교회에서는 교인 2명, 교인의 직장동료 2명 등 4명이 추가 감염돼 총 22명의 확진자가 나왔다. 이 중 이마트24 경기도 이천 양지SLC물류센터 근무자도 포함됐다. 경기도 수원 중앙침례교회에서는 4명이 추가로 감염돼 총 7명이 확진됐다.정은경 방대본부장은 브리핑에서 “광륵사의 경우 승려와, 교회에서는 행사나 차담회 등을 통해서 가까운 거리에서 대화를 나눈 사람들의 양성이 확인됐다”며 “위험요인은 2m 거리두기를 지켰느냐와 마스크 착용을 제대로 했느냐는 것”이라고 말했다. 이어 “역학조사 결과 마스크를 미착용 하거나 미흡하게 착용하는 등 생활방역수칙이 준수되지 않았고, 증상이 있는데도 예배에 참석해 추가 감염이 발생했다”고 덧붙였다.정부는 종교시설을 고위험시설로 지정하는 방안을 검토 중이다. 윤태호 중앙사고수습본부 방역총괄반장은 “종교시설 내에서의 소규모 모임들에 의한 감염확산이 계속 발생하고 있어서 어떻게 실효성 있는 방안을 마련할지 논의 중”이라고 말했다.최예슬 기자"
147," 식품의약품안전처는 주말인 27~28일 전국에 공적 마스크 824만2,000여장을 공급한다고 27일 밝혔다.토요일인 27일에는 638만2,000장, 28일에는 186만장을 각각 공급한다.27일에는 전국 약국에 576만4,000장, 농협하나로마트(서울·경기 제외)에 10만1,000장, 의료기관에 51만7,000장이 각각 공급된다. 28일에는 약국에 178만1,000장, 농협하나로마트(서울·경기 제외)에 7만9,000장이 각각 공급된다.한 사람당 일주일에 최대 10장까지 살 수 있고 여러 번 나눠 사는 분할 구매도 가능하다.마스크 중복구매 확인 제도로 인해 판매처에서 마스크를 구매할 때에는 신분증을 지참해야 한다. 가족이나 장애인, 요양병원 환자 등을 위한 마스크 대리 구매의 경우에도 신분을 증명할 수 있는 관련 서류가 필요하다. /이주원기자"
148,"식품의약품안전처는 이번 주말과 휴일 이틀간 전국에 공적 마스크 824만2천여장을 공급한다고 27일 밝혔다.    토요일인 이날은 638만2천장, 일요일인 28일에는 186만장을 각각 공급한다.    토요일에는 전국 약국에 576만4천장, 농협하나로마트(서울·경기 제외)에 10만1천장, 의료기관에 51만7천장이, 일요일에는 약국에 178만1천장, 농협하나로마트(서울·경기 제외)에 7만9천장이 각각 공급된다.    한 사람당 일주일에 최대 10장까지 살 수 있고, 여러 번 나눠 사는 분할 구매도 가능하다.    마스크 중복구매 확인 제도로 인해 판매처에 갈 때는 신분증을 지참해야 한다. 가족이나 장애인, 요양병원 환자 등을 위한 마스크 대리 구매 시에도 필요한 서류를 가져가야 한다.   "
149,김지선 기자 
150,"주말 공적 마스크 824만2천장 공급…""가까운 약국이나 마트에서 구입가능"" ◇사진=연합뉴스 식품의약품안전처는 토요일인 27일 638만2천장, 일요일인 28일에는 186만장 등 총 824만2천여장의 공적마스크를 공급한다고 밝혔다.토요일에는 전국 약국에 576만4천장, 농협하나로마트(서울·경기 제외)에 10만1천장, 의료기관에 51만7천장, 일요일에는 약국에 178만1천장, 농협하나로마트(서울·경기 제외)에 7만9천장이 각각 공급된다.한 사람당 일주일에 최대 10장까지 살 수 있으며, 분할 구매도 가능하다.마스크 중복구매 확인 제도로 인해 판매처에 갈 때는 신분증을 지참해야 한다. 이태영기자"
151,지난 21대 총선 당시 특정 정당에 대한 지지를 호소한 혐의로 기소된 전광훈 목사가 29일 오전 서울 서초구 서울중앙지방법원에서 열린 공직선거법 위반 등 혐의 관련 1회 공판기일에 출석하고 있다. 전 목사는 이날 보석으로 56일 만에 석방된 뒤 첫 공판에 출석했다. 2020.6.29/뉴스1newsmaker82@news1.kr
152,감염경로 모르는 교회·소모임 집단감염이 잇따르는 29일 오전 서울 종로구 광화문역 승강장에서 출근길 시민들이 마스크를 착용하고 있다. 2020.06.29
153,감염경로 모르는 교회·소모임 집단감염이 잇따르는 29일 오전 서울 종로구 광화문역 승강장에서 출근길 시민이 마스크를 착용하고 있다. 2020.06.29
154,"28일 오전 서울 종로구 조계사에서 마스크를 착용한 신도들이 기도를 드리고 있다. 권준욱 질병관리본부 중앙방역대책본부 부본부장은 지난 27일 코로나19 정례브리핑에서 ""종교시설의 고위험시설 지정이 (사회적 거리두기) 논의 과정에서는 포함돼 있지는 않지만 조금 더 검토가 필요한 단계""라고 말했다. 2020.06.28"
155,"마스크를 쓰지 않은 채 지하철에 올라 소동을 벌인 승객이 구속될 위기에 처했다.서울 구로경찰서는 24일 ‘마스크를 써달라’는 다른 승객의 요청에 격분해 고함을 지르는 등 난동을 피워 지하철 운행을 지연시킨 혐의(업무방해)로 A씨에 대한 구속영장을 신청했다.A씨는 전날 오전 마스크를 쓰지 않고 지하철 1호선에 승차해 다른 승객으로부터 “마스크를 써달라”는 요구를 받았다. 이에 A씨는 해당 승객에게 “왜 시비를 거냐”며 욕설을 하고 발을 구르는 등 난동을 피워 약 7분간 열차 운행을 지연시켰다.그는 또 역무원이 객차를 찾아와 마스크를 건네자 이를 집어 던지고, 주변에 있던 승객에게 “네가 신고했느냐”며 가방으로 머리를 내리치기도 했다. 다만 맞은 승객이 처벌을 원치 않아 폭행 혐의는 적용되지 않았다.A씨는 열차에서 내린 뒤에도 역사 직원들에게 소리를 지르는 등 난동을 이어가 결국 경찰에 체포됐다. 경찰은 “대중교통 마스크 의무 착용은 국민건강과 직결된 문제이고 A씨의 난동으로 열차가 7분이나 멈춰서는 등 사안이 가볍지 않다”며 구속영장을 신청한 이유를 설명했다.곽혜진 기자"
156,제보자 제공40대 여성 A씨는 마스크를 쓰지 않은 채 지하철에 탔다. 그는 마스크를 써달라는 다른 승객의 요구에 반발해 전동차 안에서 난동을 피웠다. A씨는 현행범으로 체포된 이후에도 거칠게 항의했고 결국 경찰은 구속영장을 신청했다.당시 지하철에 탑승했던 승객들의 말을 종합하면 A씨는 지난 23일 오전 11시50분쯤 1호선 오류동역에서 지하철을 탔다. A씨는 마스크를 쓰지 않은 채 전동차에 올랐다. 이를 본 승객들은 코레일 측에 신고했다. 코레일 측은 세 정거장 뒤인 구로역에서 A씨에게 찾아갔다. 그리고는 하얀색 마스크를 건넸다. 하지만 이 여성은 마스크를 건네받고도 착용하지 않았다.시민들이 “마스크를 쓰라”고 다시 이야기하자 A씨는 발끈했다. A씨는 “(앞에 있던) 아줌마가 쓸데 없는 말을 시작해서 그렇다. 닥쳐라. 내가 기침을 했느냐. 병원에서 코로나가 아니라고 하면 네가 책임질 것이냐” 등의 막말을 내뱉었다.앞에 있던 승객이 “마스크를 안써서 그런거 아니냐”고 말하자 “닥쳐라. 내가 왜 이걸 써야 하는지 모르겠다”며 “내가 멀쩡하다고 했지 않느냐. 왜 (마스크를) 쓸데 없이 쓰라고 난리냐. 미친 여자들이 왜 이렇게 시비를 거냐”고 욕설을 퍼부었다. 앉아 있던 승객에게는 “본인이 똑같은 상황이라고 생각하면 (내 마음이) 이해되지 않겠느냐”고 물었다.그 때 역무원은 다시 다가왔고 A씨에게 “어서 빨리 내리라”고 말했다. 하지만 A씨는 완강했다. 그는 “그러면 환불해달라”며 “내가 너무 화가 나서 그렇다. 내가 여기서 사람들한테 침을 튀겼느냐”고 물었다. 그러면서 “돈 먼저 달라. 말로 하는 건 안되고 3000원부터 먼저 달라. 그러면 내리겠다”고 주장했다.코레일 측은 A씨를 달래서 전동차에서 내리게 했다. 하지만 A씨는 역 사무실에서도 소란을 피우고 환불을 해달라고 거칠게 항의했다. 결국 코레일 측은 경찰에 신고했고 A씨는 현행범으로 체포됐다. 이 난동으로 약 7분간 열차 운행이 지연됐다.제보자 제공서울 구로경찰서는 24일 마스크를 써달라는 승객의 요구에 욕설과 함께 소란을 피우며 지하철 운행에 지장을 초래한 혐의(업무방해)로 A씨의 구속영장을 신청했다고 밝혔다.경찰은 “대중교통 마스크 의무착용은 국민건강과 직결된 문제이고 A씨의 난동으로 열차가 7분이나 멈춰서는 등 사안이 가볍지 않다”고 구속영장을 신청한 이유를 설명했다. 경찰은 머리를 맞은 승객이 처벌을 원치 않아 A씨에게 폭행 혐의는 적용하지 않았다고 덧붙였다.김지은 인턴기자
157,"전문의 칼럼  임이석 임이석테마피부과 원장             신종 코로나바이러스 감염증(코로나19) 예방을 위해 마스크 착용이 일상화되면서 마스크로 인한 피부 트러블 환자가 많아졌다. 마스크가 닿는 입 주변과 뺨, 턱 근처에 여드름과 홍조를 동반한 주사(酒) 증상이 심해진 경우가 많다.      홍조를 동반한 주사(주사피부염)인 경우 얼굴이 붉어지고 따끔거리거나 간지럽고, 여드름 모양의 발진이 생기기도 하며 코가 빨갛게 달아오르기도 한다. 마스크 착용 이후 이러한 증상이 생겼다면 반드시 피부과에서 치료를 받아야 한다.      마스크를 오랜 시간 쓰고 있으면 마스크 안쪽 온도와 습도가 올라가고 피지와 노폐물 분비가 상대적으로 많아져 세균 번식, 미생물 증식으로 인해 뾰루지·주사 등 피부 트러블이 발생하는 것이다. 이미 여드름 피부거나 평소 홍조가 있었던 사람이라면 상태는 더욱 악화할 수 있다.      마스크 착용으로 인한 피부 트러블을 예방하기 위해서는 우선 마스크가 피부에 안 쓸리도록 공간을 만들어 주는 게 좋다. 코와 입 주변에 바이러스가 들어가지 않도록 가장자리가 잘 고정되면서도 안쪽 부분은 공간이 어느 정도 충분한 마스크를 사용해 피부와 자꾸 마찰하지 않도록 한다. 마스크는 자주 교체해 주는 게 좋다. 피부 건강을 위해서는 적어도 하루에 한 번은 교체해 줘야 한다.      야외나 사람이 없어 비말 감염 위험이 없는 안전한 실내에서는 마스크를 벗어 환기를 시키고, 외출 후에는 세안을 깨끗하게 해 피부 청결을 유지해야 한다. 보습제는 피부 장벽을 보호하기 위해 사용하고 자외선 차단제도 꼼꼼히 잘 발라줘야 한다. 화장하고 마스크를 쓰면 화장품 성분이 모공을 막아 가려움이나 발진, 모낭염과 염증이 더 잘 생긴다. 가능하면 화장은 피하고 톤업선크림(자외선 차단제) 정도만 발라주는 게 피부 건강에 좋다.      마스크 착용 시 주의를 했는데도 불구하고 피부 트러블이 생겼다면 가급적 빨리 피부과에서 전문적인 치료를 받아 증상이 더 악화하는 것을 막아야 한다. 홍조를 동반한 주사 치료는 다른 피부 조직에 손상과 자극을 주지 않고 혈관만 선택적으로 치료하며, 피부 안 진피 환경을 좋게 해주는 혈관 레이저 치료와 메디컬 스킨케어, 약물치료를 병행해 치료 효과를 높인다.      주사는 만성 재발 염증 질환인 만큼 한 가지 치료보다 레이저, 메디컬 스킨케어, 약물치료 등 복합치료가 반드시 병행돼야 한다.  "
