,contents
45,"한국문학번역원은 국내 유일 독립영화상인 들꽃영화상과 영화, 웹툰, 웹소설 등 문화 콘텐츠 번역 인력을 양성하는 사업을 공동 진행하는 업무 협약을 체결했다고 25일 발표했다.    협약에 따라 문학번역원은 영화상 운영진에 '문화콘텐츠 번역아카데미'의 교육용 콘텐츠와 교육 특강을 제공하고 강사를 파견하며, 교육 수료생 인턴십을 연계한다.    아울러 양측은 들꽃영화상 수상작 번역 경연, 영화 번역 관련 심포지엄 등을 공동 주관함으로써 우리 독립영화가 외국에 잘 소개될 수 있도록 할 계획이다.    김사인 문학번역원장은 ""섬세한 자막 번역 필요성은 오래전부터 제기됐으나 그간 국가의 역량과 지원이 부족했던 만큼 올해 처음 개설한 문화 콘텐츠 번역아카데미를 통해 긴 호흡으로 양 기관이 상호협력하길 소망한다""고 말했다.     영화 '기생충'을 번역한 달시 파켓 들꽃영화상 집행위원장은 ""한국 영화가 세계에서 성공하려면 좋은 번역이 필수""라면서 ""양 기관이 업무협약을 통해 양질의 번역가 육성에 힘을 모으게 돼 기쁘다""고 말했다.한국문학번역원과 들꽃영화상 업무협약식한국문학번역원 김사인 원장(좌)과 들꽃영화상 달시 파켓 집행위원장(우)은 영화, 웹툰, 웹소설 등 문화콘텐츠를 외국어로 옮기는 번역 인력을 양성하는 사업을 공동 진행하는 내용의 업무 협약을 체결했다고 25일 발표했다.  [문학번역원 제공. 재배포.DB 금지]   "
46,"           온라인 무료 상영 추진 과정에서 ‘갑질’ 논란에 휘말렸던 제19회 미쟝센단편영화제가선정작을 온‧오프라인 유료 상영하는 형태로 25일 개막했다.        그간 ‘명량’의 김한민, ‘곡성’의 나홍진 등 스타감독을 배출하며 신인 감독 등용문 역할을 해온 미쟝센영화제는 올해 코로나19 여파로 다음 달 1일 폐막식까지 모든 프로그램을 네이버TV ‘미쟝센단편영화제MSFF' 채널과 시리즈ON을 통해 중계한다.        올해 경쟁부문 선정작 57편 중 ‘절대악몽’ 부문의 ‘그녀를 지우는 시간’(감독 홍성윤) ‘왜냐고 묻지 마세요’(감독 양근영) 두 작품을 제외한 55편을 25일부터 다음 달 1일까지 네이버 시리즈온을 통해 볼 수 있다. 편당 관람료는 1100원으로 한 번 결제하면 사흘간 볼 수 있다. 해외 스트리밍 및 다운로드는 불가능하다.        오프라인 극장에서도 상영한다. 27일 하루 동안 서울 CGV용산아이파크몰에서 ‘비정성시’ 부문의 선정작 ‘신김치’(감독 이준섭), ‘절대악몽’ 부문의 ‘피는 잔칫집에서 흘려라’(감독 유형준)를 제외한 55편을 각 1회씩 상영한다. 관람료는 6000원.       홍성윤 감독의 단편 '그녀를 지우는 시간'은 올해 미쟝센단편영화제 절대악몽 부문에 선정됐지만 온라인 상영 없이 오프라인 극장에서만 상영한다. 영화 편집실에서 감독과 편집자가 겪는 섬뜩한 갈등을 코믹하게 그린 이 영화는 올해 전주국제영화제, 부천국제판타스틱영화제에도 초청됐다. [사진 미쟝센단편영화제]       미쟝센영화제는 앞서 8일 코로나19로 인해 모든 경쟁작을 온라인 무료 공개하겠다고 밝혔으나 이 과정에서 ‘갑질’ 논란이 불거지자 결정을 번복했다.      10일 인디스토리, 센트럴파크, 주식회사 포스트핀, 한국독립애니메이션협회 씨앗 등 7개 배급사로 구성된 한국단편영화배급사네트워크는 성명을 통해 “미쟝센영화제가 일방적으로 온라인 무료 개최를 통보했다”면서 “동의하지 않을 시 선정 취소라는 조건으로 이번 온라인 상영을 추진해왔다”고 비판했다. 배급사들은 또 “온라인 상영에 대한 저작권료 지급 여부를 명확히 하지 않은 채 일방적으로 무료 공개를 발표한 것은 어려운 처지에 놓여있는 창작자들에 대한 배려가 전혀 없는 처사”라고 영화제 측 사과와 재논의를 요구했다.      이에 영화제 측은 17일 공식 홈페이지에 “온라인 상영 선택권에 대한 자율성을 보장해드리지 못한 점에 대해 사과드린다”며 온라인 상영을 무료에서 유료로 전환했다. 또 선정작 감독들의 의사에 따라 온‧오프라인 상영에서 각 두 편이 제외됐다.         한편 24, 26일엔 각각 선정작 감독, 배우가 참여하는 관객과의 대화가 온라인에 무료로 공개된다. 폐막식은 다음달 1일 무관객 온라인 라이브 방송으로 열린다.       나원정 기자 na"
47,"‘소리꾼’ 조정래 감독영화학도 시절 ‘서편제’ 보고 충격심청가 탄생 과정 상상으로 펼쳐“배우들과 판소리 공연 하고 싶어”조정래 감독은 다음에도 판소리 영화를 만들지는 아직 모르겠다며 일단 자유롭게 북을 치고 싶은 마음이 간절하다고 말했다. 리틀빅픽처스 제공중앙대 영화과를 졸업했다. 장편극영화만도 3편 연출했다. 위안부 피해자를 그린 ‘귀향’(2016)은 사회적 반향을 일으키며 358만명이나 봤다. 그래도 국악인들은 그를 만나면 “네가 왜 영화를 하냐”고 묻곤 한다. 그럴 만도 하다. ‘두레소리’(2012)로 장편영화 감독이 되기 전까지 국악계 활동이 더 활발했다. 그런 조정래 감독이 판소리 영화 ‘소리꾼’(7월 1일 개봉)을 내놓는다고 했을 때 다들 당연하게 여겼다. 판소리에 대한 그의 애정,  지식을 생각하면 오히려 늦은 감이 있다. 26일 오전 서울 삼청동 한 카페에서 만난 조 감독은 “ ‘귀향’은 사명으로 만들었다면, ‘소리꾼’은 소명으로 만들었다”고 말했다.조 감독은 1993년 임권택 감독의 ‘서편제’를 보고 인생이 바뀌었다. 영화 전공에 회의감이 들어 자퇴 고민까지 하던 차에 본 영화는 “둔기로 맞은 것 같은” 여운을 남겼다. “국악과 판소리는 1도 모르고 관심도 아예 없었던” 그였지만 “몇 번이고 극장에서 영화를 반복해서 보았다.” 송화(오정해)가 어디로 떠났을까라는 생각에 ‘서편제2’ 시나리오까지 써봤다. 국악동아리를 만들어 국악을 배웠다. 장단은 모르면서도 ‘심청가’를 외웠다. 동료들과 시위 참가 후 뒤풀이 할 때 판소리를 하거나 국악민요를 불렀고, 군대 장기자랑도 판소리였다. “미친X” 소리까지 들었다. 아마추어로 북을 제법 친다는 말을 들었고, 대타 고수로 종종 나섰다. 그러다 고법을 정식으로 배워 첫 번째 나간 고법 대회에서 금상을 받았다. 본인도 놀라고 주변사람도 놀란 수상 결과를 발판 삼아 정통 고법을 이수해 어엿한 고수가 됐다.‘소리꾼’은 조 감독이 ‘서편제’ 이후 30년 가까이 마음에 품은 인생 프로젝트다. 대학 재학 중 과제용으로 낸 단편시나리오 ‘회심곡’이 원형이다. 오래 전 싹 튼 이야기지만 영화로 만들어져 스크린에 투영되기까진 강산이 두 번 넘게 바뀌어야 했다. 조 감독은 대학 졸업 후 돌잔치와 결혼식 비디오, 국악 관련 다큐멘터리 등을 찍으며 바쁘게 살았다. 조 감독은 “그걸로는 생계가 되지 않아 틈틈이 북을 쳤다”고도 했다. 영화보다 국악에 더 마음이 쏠린 것도 이유였다. 그는 2000년대 초반 젊은 국악인들과 연대해 국악대중화 운동에 힘을 쏟기도 했다. 국악과 영화를 접목할 기회는 운좋게 찾아왔다. 조 감독은 동네 아는 형님이 8,000만원을 지원해 줘 만든 영화 ‘두레소리’로 새 인생 길을 열게 됐다. 국립전통예술고 학생의 꿈과 고민을 그린 ‘두레소리’가 대규모로 개봉하며 감독으로서의 이력을 조 감독은 “영화 ‘소리꾼’은 그런 (인생) 과정 속에서 존재했던 것 같다”고 말했다. 영화 '소리꾼'은 판소리 '심청가'가 만들어진 과정을 상상으로 풀어내며 판소리의 매력을 전한다. 리틀빅픽처스 제공‘소리꾼’은 판소리 ‘심청가’가 만들어진 과정을 상상으로 펼쳐낸다. 소리꾼 심학규(이봉근)가 실종된 아내 간난이(이유리)를 찾아 눈먼 딸 청(김하연)과 전국을 소리 여행하는 과정을 담았다. 학규는 아내를 찾기 위한 방편으로 저잣거리에서 공연하며 ‘심청가’를 만들어낸다. 오랜 동료인 고수인 대봉(박철민), 길에서 만난 몰락 양반(김동완) 등이 함께 여행하며 ‘심청가’를 합작해내는 과정을 통해 관객은 판소리의 맛을 알아가게 된다. 오랜 시간 마음으로 준비한 영화지만 조 감독은 “제대로 만들어낼 자신감은 없었다”고 했다. “대중적인 소재가 아닌데다 전 국민 모두가 다 아는 심청가를 어떤 서사로 풀어낼 수 있을까란 고민이 많았다”는 것이다. “‘심청가’는 단순히 효에 관한 이야기가 아닌, 희생에 대한 인류 보편적인 설화”라 더 고민이 깊었다. 주연 배우 이봉근은 2000년대 초반부터 교유하며 눈 여겨 둔 국악계 스타다. 박철민은 대학 시절 공연 사회자로 활동하는 모습을 보고 “뭐 저런 사람이 다 있나” 생각하며 흠모했던 배우다. 조 감독은 두 사람과 영화를 만들며 바람이 하나 생겼다. “영화가 잘 돼 배우들과 함께 전국을 돌며 판소리 공연을 했으면 좋겠어요.”인생의 숙제 같은 영화를 막 마친 그는 다음 “숙제가 있다”고 했다. ‘귀향’ 상영을 위해 일본 홋카이도를 찾았다가 알게 된 사연에 대한 시나리오다. 2차세계대전 당시 한반도를 비롯해 아시아 각국에서 강제징용 당한 사람들의 이야기다. “홋카이도 어디를 파도 관련 유골이 많이 나온다고 해요. 홋카이도 원주민인 아이누족이 강제징용 된 사람들을 품어준 역사를 그리고 싶어요. 제가 연출할 자신은 없고 한국과 일본 유명 감독이 협업하면 좋겠습니다.”라제기 영화전문기자"
48,"올해 2회째를 맞는 충주국제무예액션영화제가 집행위원회 조직을 새롭게 갖추고 영화제 준비에 나선다.충북문화재단은 25일 무예액션영화제 집행위원장 1명과 집행위원 17명을 위촉했다. 집행위원장은 지난해 집행위원장을 맡았던 이두용 영화감독이, 집행위원은 조동관 한국영화인총연합회 부회장, 조창희 한국문화예술경영연구원장 등이 위촉됐다.무예액션영화제 집행위원회는 앞으로 1년간 무예액션영화제의 기본계획수립부터 콘텐츠개발, 세부프로그램 연출까지 영화제 운영 전반과 발전 방향을 제시하는 역할을 한다.이두용 집행위원장은 ""다시 한번 무예액션영화제 집행위원장을 맡게 돼 영광""이라며 ""앞으로 무예액션영화제의 정체성을 살리는 데 더 노력하겠다""고 전했다.충주국제무예액션영화제는 세계 최초로 무예와 액션을 주제로 한 장르영화제로 10월22~26일 충주세계무술공원 등에서 열린다.올해는 신종 코로나바이러스 감염증(코로나19) 여파로 온라인으로도 상영할 계획이다.sedam_0815@news1.kr"
49," 제19회 미쟝센 단편영화제가 신종 코로나바이러스 감염증(코로나19) 여파에 25일 온라인으로 개막했다. 그동안 신인 감독의 등용문 역할을 해왔다는 평가를 받는 미쟝센 영화제는 올해 폐막식까지 모든 프로그램을 네이버TV ‘미쟝센 단편영화제 MSFF’ 채널과 시리즈온(시리즈on)을 통해 진행한다. 올해 경쟁 부문에 선정된 단편 영화 57편 중 ‘그녀를 지우는 시간’(홍성윤), ‘왜냐고 묻지 마세요’(양근영) 등 두 작품을 제외한 55편의 단편 영화들이 네이버 시리즈온을 통해 유료로 상영된다. 1편당 관람료 는 1,100원이며 3일 동안 관람할 수 있다. 해외에서는 스트리밍과 다운로드가 불가능하다.오는 26일 오후 6시에는 여러 감독이 참여하는 온라인 GV(관객과의 대화) 영상이 무료로 공개되며 폐막식은 7월 1일 오후 5시 무관객 온라인 라이브 방송으로 열린다. 극장에서 올해 경쟁작을 관람할 수도 있다. 27일 오후 2시에 서울 용산구 CGV용산아이파크몰에서 55편의 영화가 상영된다. 오프라인 관람료는 6,000원이다. 한편 미쟝센 영화제는 개막 전 “감독들과 배급사에 일방적으로 온라인 무료 개최 통보를 했다”는 비판을 받았다. 그러자 영화제 측은 “온라인 상영 선택권에 대한 자율성을 보장해 드리지 못한 점에 대해 사과드린다”며 유료 상영을 결정했다. /박민주기자"
50," 배우 박신혜(왼쪽)와 유아인이 15일 오후 서울 광진구 롯데시네마 건대입구점에서 열린 영화 ‘#살아있다’ 시사회에 참석, 포즈를 취하고 있다.  |연합뉴스유아인과 박신혜가 주연을 맡은 좀비 영화 ‘#살아있다’가 개봉 첫날 20만명이 넘는 관객을 모았다. 25일 영화진흥위원회 영화관입장권 통합전산망에 따르면 ‘#살아있다’는 24일 개봉 첫날 20만4071명이 관람했다. 이번 오프닝 스코어는 코로나19 위기경보를 심각단계로 격상한 2월 이후 개봉작 가운데 최고의 수치다. 개봉 첫날 스코어가 20만명을 넘긴 것은 지난 1월 개봉한 ‘남산의 부장들’ 이후 5개월 만이다. 당시 설 연휴를 앞두고 개봉한 ‘남산의 부장들’은 25만2028명을 동원했다.한국영화들이 다시 개봉하기 시작한 6월에는 ‘침입자’ 4만9583명으로 출발했고, ‘결백’은 2만3047명, ‘사라진 시간’이 3만2682명을 기록했다#살아있다’는 원인불명 증세의 사람들이 공격을 시작하며 통제 불능에 빠진 가운데, 데이터, 와이파이, 문자, 전화 모든 것이 끊긴 채 홀로 아파트에 고립된 이들의 이야기를 그린 생존 스릴러다. #살아있다’가 코로나19 위기로 침체에 빠진 극장가를 살릴 첫 영화가 될 지 관심이 쏠린다.김창효 기자"
51,"  영화 ‘배트맨’ 시리즈와 ‘로스트 보이즈’ 등으로 유명한 할리우드 감독 조엘 슈마허(사진)가 암 투병 끝에 22일(현지시간) 80세를 일기로 별세했다.파슨스디자인스쿨을 졸업한 슈마허 감독은 지난 1985년 작 ‘세인트 엘모의 열정’과 흡혈귀 소년들의 이야기를 다룬 ‘로스트 보이즈’로 명성을 얻었다. 1993년에는 마이클 더글러스 주연의 ‘폴링 다운’으로 최고의 작품이라는 평단의 찬사를 받았다. 이후 그는 기존의 코미디 장르를 벗어나 ‘배트맨 포에버’ ‘배트맨과 로빈’과 같은 시리즈물을 비롯해 뮤지컬 작곡가인 앤드루 로이드 웨버와 ‘오페라의 유령’을 연출했다. 슈마허 감독은 과거 그의 영화 경력에 대해 “부모님을 일찍 여의고 혼자 남겨진 난 영화를 보며 자라났고 그런 이야기를 사람들에게 이야기를 들려주고 싶었을 뿐이었다”면서 “내가 꿈꾼 것보다 더 큰 꿈을 이뤘다”고 회고했다. 영화 ‘오페라의 유령’의 여주인공인 크리스틴 역할을 맡았던 배우 에미 로섬은 트위터를 통해 “슈마허 감독의 별세 소식에 눈물을 흘리고 있다”며 “그는 하나의 힘이자, 특별함이었고, 창의적이었으며, 강렬하고, 열정적이었다. 내 삶의 큰 부분에 기여한 사람”이라고 애도했다. /박현욱기자"
52,미쟝센 단편영화제 개막을 축하하는 배우들. 아모레퍼시픽 제공제19회 미쟝센 단편영화제 ‘장르의 상상력展’이 25일 온라인으로 개막했다. 개막식부터 폐막식까지 7일간 모든 프로그램은 네이버TV ‘미쟝센 단편영화제 MSFF’ 채널과 시리즈온에서 진행된다. 역대 최다인 출품작 1197편 가운데 선정된 경쟁 부문 57편 중 ‘그녀를 지우는 시간’ ‘왜냐고 묻지 마세요’를 제외한 55편이 시리즈온에서 유료 상영된다. 편당 관람료 1100원을 내면 사흘간 볼 수 있다. 오프라인으로도 27일 오후 2시부터 서울 용산구 CGV용산아이파크몰에서 55편을 상영한다. 관람료 6000원.김재희 기자
53,강원 횡성군 안흥면주민자치위원회(위원장 성락)와 안흥면행정복지센터(면장 한성현)는 26일 오후 7시30분부터 안흥찐빵마을에서 돗자리 영화관을 개최한다고 밝혔다. 코로나19 확산방지를 위해 자동차극장으로 진행된다. 싱어송라이터 어글리더클링과 기타리스트 전유준 등이 7080 포크송과 트로트로 분위기를 한껏 띄운다.상영작은 코로나19를 염려하는 현실과 영화 속 좀비 바이러스가 만연한 재난의 모습을 담은 상황을 보여주는 ‘부산행’으로 선정했다.안흥면 주민자치위원회는 이날 뻥튀기와 지역농산물을 판매한 수익금을 지역에 어려운 이웃들에게 쓰여질 수 있도록 러브인안흥기금으로 기탁할 계획이다. 한성현 안흥면장은 “많은 분들이 방문하셔서 특별한 추억을 만들어 가면 좋겠다”고 말했다
54,"아모레퍼시픽그룹이 한국영화의 진흥을 위해 매년 공을 들여 진행하는 ‘미쟝센 단편영화제’가 25일 화려한 막을 올렸다.아모레퍼시픽은 ‘장르의 상상력展(전)’이란 제목을 붙인 ‘제19회 미쟝센 단편영화제’를 오는 7월 1일까지 진행한다고 26일 밝혔다. 이번 영화제는 신종 코로나바이러스 감염증(코로나19) 확산에 따른 생활 속 거리두기를 고려해 네이버TV ‘미쟝센 단편영화제 MSFF’ 채널에서 개막 축하 영상과 개막작 ‘Moving Self-Portrait 2020’을 상영하는 것으로 스타트를 끊었다. 1197편의 역대 최다 작품이 출품됐고, 이 중 57편이 상영작으로 선정돼 21대 1의 경쟁률을 기록했다.개막식을 대신해 공개한 축하 영상에는 집행위원장인 이경미 감독과 부집행위원장 이상근 감독, 명예심사위원인 배우 이지은(아이유), 오정세, 임윤아(윤아), 이정은, 이제훈 등이 참여해 미쟝센 단편영화제와 단편영화를 응원하는 영상 메시지를 남겼다. 미쟝센 단편영화제 상영작 57편 중 55편은 오는 7월 1일까지 네이버 ‘시리즈on’에서 유료로 관람할 수 있다. 임대환 기자"
55,"-관객과 영화관계자의 안전을 위해 온라인 진행, 1197편,역대 최다 작품 출품  집행위원장 이경미감독, 명예심사위원 배우이지은(아이유), 오정세,임윤아(윤아), 이정은,이제훈 등 이참여한 축하영상메시지=아모레퍼시픽제공제19회 미쟝센 단편영화제 ‘장르의 상상력 展’이 25일 개막했다.‘생활속거리두기’ 동참을 위해 네이버TV ‘미쟝센 단편영화제 MSFF’ 채널에서 개막 축하 영상과 개막작 ‘Moving Self-Portrait 2020’상영으로7일간의 온라인 영화제를 시작했다.오전 9시 개막식을 대신해 공개한 축하 영상에는 집행위원장 이경미 감독, 부집행위원장 이상근 감독을 비롯해 명예심사위원 배우 이지은(아이유), 오정세, 임윤아(윤아), 이정은, 이제훈 등 이 참여해 미쟝센 단편영화제와 단편영화를 응원하는 영상 메시지를 남겼다.집행위원장 이경미 감독은 “2004년 제3회 미쟝센 단편영화제 상영작 감독으로 영화제와 인연을 맺었고 이제는 집행위원장이 돼 감회가 새롭다”면서“코로나로 힘든 시기지만 어떤 방식이라도 관객과 영화는 소통할 수 있으니 모두 힘을 잃지 말고 단편영화를 즐겨봐 주셨으면 한다”고 관객과 후배 감독들에 대한 마음을 전했다.명예심사위원 배우 이지은(아이유)은 “짧은 시간에 관객들의 마음을 사로잡는 작품이 많고, 의미와 메시지가 함축돼 있어 집중해 보게 되는 단편영화를 좋아한다. 평소 좋아하던 감독님, 배우분들과 함께 심사위원이 돼 영광”이라며 단편영화에 대한 애정과 첫 심사위원으로서 소감을 밝혔다.2002년 제1회 때부터 미쟝센 단편영화제를 후원해 온 아모레퍼시픽 안세홍 대표이사 사장은 “새로운 생각과 방식으로 다양한 시도를 한다면 꿈은 반드시 이뤄진다고 믿는다. 미쟝센 단편영화제가 배출한 감독들이 세계 무대에서 우리 영화의 위상을 드높이고 있듯이, 앞으로도 우리 영화계와 영화인들이 더 넓은 세상을 향한 꿈을 마음껏 펼쳐나갈 수 있도록 응원하겠다”말했다.관객과 영화관계자들의 안전을 위해 온라인으로 진행하지만 제19회 미쟝센 단편영화제에 대한 영화인들의 열기는 그 어느 때보다 뜨거웠다. 1197편의 역대 최다 작품이 출품됐고 57편을 상영작으로 선정해 21:1의 경쟁률을 기록했다.미쟝센 단편영화제 상영작 57편 중 감독의 의사를 존중해 55편을 6월 25일(목) 정오부터 7월 1일(수) 자정까지 네이버 시리즈on 에서 유료로 관람할 수 있다. 온라인 GV(Guest Visit) 영상 및 예고편은 네이버TV‘미쟝센 단편영화제 MSFF’ 채널에서,미쟝센 단편영화제 전반에 관한 내용은 영화제 홈페이지에서 확인할 수 있다.호임수 기획위원"
56,"김형석 영화평론가           손원평 감독의 ‘침입자’는 다중초점 스릴러다. 처음 시작할 땐 한 남자의 트라우마에 대한 심리 스릴러처럼 보이다가 과거의 실종 사건이 등장하고, 범죄 수사가 결합되더니 이윽고 오컬트 요소까지 등장한다. 다행인 건 버라이어티 쇼 같은 장르의 진열대를 하나로 모아주는 키워드가 있다는 점. 그것은 바로 ‘가족’이라는 단어이고, ‘침입자’는 장르적 동력이 떨어질 때마다 ‘혈연’이라는 모티브로 전진한다.      중심은 25년 만에 돌아온 유진(송지효). 어릴 적 놀이공원에서 오빠 서진(김무열)의 손을 놓치며 사라졌던 유진. 여기서 서진은 유진을 의심하지만, 유전자 검사 결과는 유진을 아무런 저항 없이 가족으로 편입시키고 노부부는 돌아온 딸이 너무나 사랑스럽다. 이때부터 유진은 조금씩 집을 장악해나가고, 서진은 유진에게 힘겹게 저항한다.      그영화이장면용사진           영화 ‘침입자’는, 혈연이라 하더라도 낯선 자를 가족으로 받아들일 수 있겠느냐는 질문을 던진다. 이것은 혈연의 맹목성에 대한 물음이며, 서진은 DNA 정보만으로는 가족이 될 수 없다는 걸 깨닫는다. 그래서 그는 결말 부분에, 몰래 채취한 시료로 의뢰했던 자신과 유진 사이의 유전자 검사 결과를 확인하지 않는다. 만약 유진이 진짜 자신의 동생이었다 한들, 달라지는 것이 있을까? 25년이라는 세월이 만들어놓은 차이를 극복할 수 있는 ‘물보다 강한 피’의 힘은 과연 있는 걸까? 각성한 서진은 서류 봉투를 파쇄기에 넣어버린다.      김형석 영화평론가  "
57,"수려한 영화게 공식 포스터는 물이 맑고 경치가 수려한 경남 합천군의 대표적인 다섯 가지 색채에 젊은 영화제의 비전을 담았다. 합천군 제공경남 합천군과 수려한 영화제 집행위원회가 영화제 공식 포스터와 초청작을 25일 발표했다. 합천 수려한 영화제는 올해가 1회로 7월 23일을 개막해 총 5일간 합천영상테마파크 내 2개의 극장에서 진행된다.발표한 공식 포스터는 물이 맑고 경치가 수려한 경남 합천군의 대표적인 다섯 가지 색채에 젊은 영화제의 비전을 담았다. 'Beautiful Hapcheon Independent Film Festival‘의 약자인 BHIFF를 계단처럼 배치했다. 이는 해마다 한 단계씩 지속해서 성장하고 싶은 영화제의 소망을 표현했다. 또 메인캐릭터로 또보기를 선정했다.포스터 글자 사이에 서 있는 또보기는 영화제가 열리는 합천영상테마파크의 메인캐릭터다. 특히 영화제를 통해 관객과 만나길 기다리는 멋진 영화들과 영화를 만든 창작자들을 함께 표현했다.수려한 영화제는 영화제 본선 진출 경쟁작 24편과 다양한 초청 영화들이 상영된다. 초청 프로그램 테마는 다시 보고 싶은 독립영화로 정했다. 초청 영화는 지난 10년을 통해 만들어진 독립영화 중에서 명불허전이라 꼽을 수 있는 총 10편의 장·단편 영화를 선정했다.초청 영화는 지난 10년을 통해 만들어진 독립영화 중에서 명불허전이라 꼽을 수 있는 총 10편의 장·단편 영화를 선정했다.<초청작 남매의 집 스틸 컷= 합천군 제공>단편영화는 제65회 베를린국제영화제 황금곰상(단편)에 빛나는 나영길 감독의 <호산나>를 비롯해 제66회 칸영화제 황금종려상(단편)을 받은 문병곤 감독의 <세이프>, 영화 <늑대소년>을 만든 조성희 감독의 여전한 걸작 단편 <남매의 집> 등이 오랜만에 관객들을 다시 만나게 된다.<남매의 집> 역시 제62회 칸영화제 단편 부문에서 수상한 바 있다. 또한 발표 당시 센세이션한 화제를 모았던 이충현 감독의 <몸값>, 국내외 많은 수상실적이 말해주듯 오랫동안 호평을 이어온 이지원 감독의 <여름밤>, 최정호 감독의 <그리고 가을이 왔다> 등 총 8편의 단편이 상영된다.장편영화는 총 2편으로 현재까지도 독립영화사를 통틀어 레전드 작품으로 일컬어지는 영화이자 배우 이제훈을 발견한 영화로 윤성현 감독의 <파수꾼>이다. 또 독보적인 개성으로 화려한 데뷔를 알린 제39회 청룡영화상과 제55회 대종상 영화제 등에서 수상한 전고운 감독의 <소공녀>가 함께 상영된다.합천군은 영화제의 전체 상영작은 물론 상영시간표를 담은 리플렛을 제작해 전국 지역에 배포 중이다. 영화제 주요 정보는 홈페이지(www. bhiff.com)를 통해서도 자세히 확인할 수 있다.합천군 관광진흥과 공기택 과장은 “제1회 합천 수려한 영화제 개최로 영화를 사랑하는 관객에게는 오랜만에 독립영화 걸작을 다시 볼 수 있는 좋은 기회가 될 것이다.”며 “독립영화가 낯설 수 있는 관객에게는 독립영화의 매력을 제대로 느낄 기회가 되기를 기대한다.”고 전했다. 류영신 기자"
58,"해오름이앤티, 23일 제작발표회  【파이낸셜뉴스 여수=황태종 기자】지역의 아픈 역사인 10·19여순사건을 다룬 영화가 제작된다.22일 여수시에 따르면 영화 제작사인 해오름이앤티(대표 신준영)가 오는 23일 여수문화홀에서 영화 '동백'의 제작발표회를 개최할 예정이다.'동백'은 여순사건 부역자로 아버지를 잃은 노인 황순철과 가해자의 딸 장연실의 세대를 이어온 악연을 풀기 위한 갈등과 복수 그리고 화해와 용서를 담은 영화다.아름다운 여수의 풍광을 배경삼아 박근형, 김보미, 신복숙 등 국내의 내로라하는 연기파 배우들의 열연으로 70여년이 지난 현재까지 이어지는 여순사건의 아픈 역사를 그려낼 예정이다.'동백'은 24일 크랭크인에 들어가 9월 중 시민을 대상으로 하는 시사회와 국회 방문 시사회를 갖고 내년 2월 베를린영화제에 출품될 예정이다.여수시는 그동안 '여수시 여수·순천 10·19사건 지역민 희생자 위령사업 지원 등에 관한 조례'를 만들고, 특별법 제정을 위한 서울 추모문화제, 특별법 제정 촉구 국회방문 등 활발한 활동을 펼쳐왔다. 하지만 국회 행정안전위원회에 상정된 안건이 20대 국회의 문턱을 넘지 못하고 임기만료로 자동 폐기돼 아쉬움을 남겼다.권오봉 여수시장은 ""여순사건 발생 70여년이 지난 지금 유족들이 사망하거나 고령으로 국가차원의 조속한 진실규명과 희생자의 명예회복이 시급한 상황이다""며 ""영화 '동백'이 여순사건에 대한 국민적 공감대 형성과 여순사건 특별법 제정에 든든한 문화 콘텐츠적 지원군이 되길 바란다""고 말했다. "
59,"영화 '동백' 제작 발표회가 전남 여수에서 오는 23일 열릴 예정이다. (사진=여수시 제공)지역의 아픈 역사인 10‧19여순사건을 기반으로 한 영화가 제작될 예정이어서 화제다.영화 제작사인 해오름이앤티(대표 신준영)측이 오는 23일 여수문화홀에서 영화 '동백'의 제작발표회를 개최할 예정이다.'동백'은 여순사건 부역자로 아버지를 잃은 노인 황순철과 가해자의 딸 장연실의 세대를 이어온 악연을 풀기 위한 갈등과 복수 그리고 화해와 용서를 담은 영화이다.아름다운 여수의 풍광을 배경삼아 박근형, 김보미, 신복숙 등 국내의 내로라하는 연기파 배우들의 열연으로 70여 년이 지난 현재까지 이어지는 여순사건의 아픈 역사를 그려낼 예정이다.'동백'은 24일 크랭크인에 들어가 9월 중 시민을 대상으로 하는 시사회와 국회 방문 시사회를 갖고 내년 2월 베를린영화제에 출품할 계획이다.그동안 여수시는 '여수시 여수ㆍ순천 10‧19사건 지역민 희생자 위령사업 지원 등에 관한 조례'를 만들고, 특별법 제정을 위한 서울 추모문화제, 특별법 제정 촉구 국회방문 등 활발한 활동을 펼쳤으나 국회 행정안전위원회에 상정된 안건이 20대 국회의 문턱을 넘지 못하고 임기만료로 자동 폐기된 바 있다.  권오봉 여수시장은 ""여순사건 발생 70여 년이 지난 지금 유족들이 사망하거나 고령으로 국가차원의 조속한 진실규명과 희생자의 명예회복이 시급한 상황이다""며 ""영화 '동백'이 여순사건에 대한 국민적 공감대 형성과 여순사건 특별법 제정에 든든한 문화 콘텐츠적 지원군이 되길 바란다""고 밝혔다."
