,contents
1394," 유권자 10명 중 6명 이상이 사전투표제도를 현행대로 유지해야 한다고 생각하는 것으로 나타났다. 또 90%가 넘는 유권자는 사전투표가 투표 참여에 도움이 된다고 답했다. 중앙선관위가 한국갤럽에 의뢰 전국 유권자 1500명을 대상으로 지난달 16일부터 지난 6일까지 조사해 19일 발표한 결과에 따르면 현 사전투표제도를 유지해야 한다는 응답이 64%로 가장 높았다. 사전투표소를 확대해야 한다(17.7%), 사전투표 시간 또는 기간이 연장돼야 한다(11.24%)는 응답이 뒤를 이었다. 반면 사전투표 시간 또는 기간을 단축해야 한다(4.2%), 사전투표소를 축소 설치해야 한다(2.8%) 등 사전투표 관련 부정적인 응답은 7% 수준에 머물렀다.사전투표가 21대 총선 투표 참여에 도움이 된다는 응답은 93.3%로 집계됐다. 직전 20대 총선 이후 조사 때 도움이 된다(87.1%)는 답변보다 6.2%포인트나 증가했다. 또 사전투표를 인지했다는 응답은 94.2%로 4년 전 85.8%에 비교해 8.7%포인트 늘었다. 사전투표를 한 이유로는 선거 당일(4·15) 투표를 하지 못할 수 있어서 미리 했다는 응답이 41.1%로 가장 많았고 △사전투표소 근처를 방문했다가 시간이 있어서(26.4%) △선거 당일 부득이한 사정으로 투표가 불가해서(15.7%) 등이 뒤를 이었다.또 21대 총선에 관심이 있다고 응답한 사람은 77.3%(매우 관심 25.9% + 조금 관심 51.4%)로 지난 제20대 총선(61.0%) 때와 비교해 16.3%포인트 증가했다. 또 지지 후보를 결정한 시점은 ‘투표일 3주 이상 전’(41.8%) 응답이 가장 많았고, ‘투표일 1주 전’(19.3%), ‘투표일 2주 전’(13.6%) 순서로 높게 나왔다. 이번 조사는 중앙선관위가 한국갤럽에 의뢰하여 전국의 만 18세 이상 유권자 1500명을 대상으로 지난 4월 16일부터 5월 6일까지 태블릿PC를 활용한 1:1 개별면접조사(TAPI) 방식으로 진행했다. 표본오차는 95% 신뢰수준에서 ±2.5%포인트다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다.조용석 "
1395,"마이크로소프트는 개인과 가정에서 사용 가능한 오피스 구독모델 마이크로소프트365(M365)를 출시한다고 22일 밝혔다.기존 오피스 365 퍼스널과 오피스365 홈을 새롭게 대체하는 구독 서비스로, M365 개인용(M365 Personal)과 M365 가정용(M365 Family)으로 명칭을 변경하고 새로운 기능을 대거 업데이트 했다.새롭게 태어난 개인 및 가정용 M365는 AI(인공지능) 기술과 클라우드를 기반으로 보다 다양한 콘텐츠와 탬플릿 제공은 물론, 가정과 개인이 더 높은 업무 생산성을 이룰 수 있도록 지원한다. 워드, 엑셀, 파워포인트, 아웃룩, 원노트, 원드라이브 등 오피스 애플리케이션을 포함해 온·오프라인에서 어린 자녀를 보호하는 가족보호앱(Microsoft Family Safety)까지 제공한다. AI 기반 마이크로소프트 에디터 기능으로 워드와 아웃룩에서 20개 이상의 언어로 제공되는 AI 기반 서비스다. 고급 문법 검사와 스타일 개선 기능을 통해 더욱 명료하고 간결한 글쓰기가 가능하다. 파워포인트 디자이너는 슬라이드 레이아웃을 자동 정렬하고 텍스트를 더 고급스러운 타임라인으로 변환할 수 있는 기능이다. M365 구독자들이 영향력 있고 시각적으로 호소력 있는 문서를 작성할 수 있도록 8,000개가 넘는 이미지와 175개의 게티 이미지 루프 비디오, 300개의 글꼴, 2800개의 아이콘 등을 새롭게 추가해 독점 제공한다. 워드와 엑셀에서도 사용 가능하다.이밖에 아웃룩을 통한 업무 및 일상 관리, 스카이프와 마이크로소프트 팀즈를 통한 가족 및 친구와의 연결, 가족보호앱을 통해 온·오프라인 환경에서의 가족 보호, 파워포인트 발표자 코치, 머니 인 엑셀, 엑셀의 새로운 데이터 유형 및 스마트 템플릿, 프리미엄 템플릿 등 새로운 기능들이 업데이트됐다.M365는 개인용(Personal) 월 8900원, 가정용(Family) 1만1900원으로 기존 오피스365 가격을 그대로 유지했다. 기존 오피스365 고객 또한 자동으로 M365 기능과 혜택을 누릴 수 있게 된다. 또한, M365 구독을 통해 추가 비용 없이 프리미엄 데스크톱 앱, 인당 1TB의 원 드라이브 클라우드 스토리지, 악성 프로그램 및 피싱 공격으로부터 사용자를 보호하는 고급 보안 기능, 지속적인 기술 지원 등을 항상 업데이트 받을 수 있다.가정용 M365 플랜은 최대 6명의 가족 구성원이 공유할 수 있으며, 각 사용자는 PC, Mac, 태블릿, 휴대폰 등 최대 5대의 디바이스에서 앱을 설치 및 사용할 수 있다. 마이크로소프트 공식 온라인 스토어 방문을 통해 신청하면 한 달 무료체험이 가능하다. 체험기간 종료 후에는 자동으로 구독 및 결제가 진행된다. 한국마이크로소프트 오피스 컨수머 그룹 최서연 총괄은 “재택근무가 새로운 일상으로 자리 잡으면서 업무와 개인생활의 균형을 이루며 효율적으로 시간을 활용하는 것이 중요한 시기가 되었다""라며 “이번 M365 출시와 더불어 급변하는 업무 환경에서 개인이 일상의 경험을 혁신하고 개선하는데 지속적으로 노력할 것” 이라고 말했다.☞공감언론 뉴시스"
1396," DGB생명은 지난 2월 한달 간 고객들의 가입 채널을 분석한 결과 신규 고객 중 모바일 청약으로 가입한 비중이 절반에 가까운 47%로 나타났다고 24일 밝혔다.DGB생명 측은 디지털 강화 전략의 효과가 영업 현장에서 나타나는 것으로 해석하고 있다. DGB생명은 지난 2018년 7월 모바일 플랫폼을 오픈했다. 설계사 앱 M스마트를 비롯해 대출신청이나 보험금 청구가 가능한 고객용 모바일 앱과 전자서류전송서비스, 보험 완전판매 모니터링서비스 등으로 플랫폼을 구성했다. 특히 태블릿 PC에서만 가능했던 전자청약 서비스를 업계 최초로 스마트폰 기반으로 선보여 활용도와 효율성을 높였다. [사지=DGB생명]M스마트를 활용하면 보험가입과정을 모바일에서 원스톱으로 진행할 수 있다. 시간과 장소의 제한이 없고 절차도 간편하다. 사용자의 편의성을 최대한 고려한 UX(User Experience) 디자인을 채택해 짧은 기간에도 사용률이 빠르게 상승했다.DGB생명은 디지털화를 추진하면서 바이오 인증을 통한 전자서명 방식 도입을 비롯해 문서 양식을 전면 전자화 하여 업무 효율성을 향상 시키는 시스템 개선 작업도 진행 중이다.여기에 완전 판매와 보안 유지에도 심혈을 기울이고 있다. 법인계약이나 가상계좌 입금은 불가하며 사망 시 수익자는 법정상속인만 설정 가능하다. 또 계약자 본인이 피보험자인 계약만 가능하며 본인 명의 휴대폰으로만 본인 인증을 할 수 있고, 개인정보는 모두 암호화 처리된다.DGB생명 관계자는 “디지털 강화에 중점을 두면서 모바일 플랫폼을 오픈하고 지속적으로 영업 현장의 개선 요청사항을 반영해 시스템 고도화를 진행하고 있다” 며 “한발 더 나아가 고객이 온라인에서 직접 쉽고 편리하게 보험에 가입할 수 있는 디지털 채널도 하반기 오픈을 목표로 준비 중”이라고 말했다.허재영기자"
1397,"(지디넷코리아=이정현  기자)애플이 올해 말 내장 트랙패드를 장착한 새로운 아이패드 키보드를 출시할 계획이라고 디인포메이션이 소식통을 인용해 27일(현지시간) 보도했다.해당 매체는 트랙패드가 탑재된 아이패드 키보드가 올해 차세대 아이패드 프로와 함께 출시될 전망이라고 전했다.아이패드 키보드에 트랙패드를 추가하는 것은 노트북에 있는 기능을 아이패드에 추가하는 것으로, 애플에게는 또 하나의 새로운 시도라고 볼 수 있다.애플이 올 해 말 내장 트랙패드를 장착한 새로운 아이패드 키보드를 출시할 것이라는 보도가 나왔다.(사진=씨넷)애플은 작년에 새로운 아이패드OS를 선보이며, 마우스 지원 기능을 도입했다. 아이패드의 마우스 지원은 아이패드의 어시스티브 터치(Assistive Touch) 기술을 확장한 것으로, 마우스를 사용하려면 아이패드 설정의 접근성 메뉴로 들어가서 활성화 시켜야 한다. 아이패드의 마우스 포인터는 컴퓨터에서 일반적으로 사용되는 검은 색의 작은 화살표가 아닌, 중간에 점이 있는 커다란 반투명 원 형태다.현재까지 애플은 아이패드에서 마우스 사용을 강조하지 않는 모양새였다. 하지만, 애플이 트랙패드가 탑재된 키보드를 내놓는다면, 향후 아이패드OS 업데이트에서 마우스 지원이 더 눈에 띌 수 있다고 더버지 등 외신은 평했다.새로운 아이패드OS에는 사파리 브라우저가 데스크톱 버전으로 바뀌었다. (사진=씨넷)크레이그 페더리기 애플 소프트웨어 엔지니어링 부문 수석부사장은 최근 애플 주주총회에서 “우리가 아이패드OS에 적용했던 것을 좋아한다면, 계속 지켜봐야 할 것” 이라고 밝혔다. 이는 새로운 아이패드OS 업데이트가 아이패드를 태블릿을 기본으로 PC와 같이 사용하는 것을 강조하게 될 것으로 외신들은 전망했다.지금까지 애플의 마우스 지원은 긍정적인 반응을 얻고 있다. 만약 트랙패드가 탑재된 새로운 키보드 키보드가 출시된다면, 마우스 지원은 아이패드OS의 핵심 부분이 될 것이라고 외신들은 평했다.이정현 기자"
1398,"와이파이 지원 홈 오피스용 복합기 '픽스마 MG3095W'(지디넷코리아=권봉석  기자)캐논코리아비즈니스솔루션이 홈 오피스용 복합기 '픽스마 MG3095W'를 이마트와 일렉트로마트를 통해 판매한다고 밝혔다.픽스마 MG3095W는 인쇄, 복사, 스캔이 가능한 잉크젯 복합기로 와이파이를 통해 PC와 스마트폰, 태블릿 등을 통한 무선 출력이 가능하다. 캐논이 제공하는 무료 앱을 이용해 사진 인화도 가능하다.캐논 픽스마 MG3095W. (사진=캐논코리아비즈니스솔루션)캐논코리아비즈니스솔루션 박정우 영업본부장은 “이번 신제품은 최근 코로나19로 인해 재택근무 등 유연근무제를 하고 있는 직장인과 온라인 개강을 맞이한 대학생에게 보다 유용한 제품이다”며, “앞으로도 다양한 오프라인 매장에서 자사 제품을 만나볼 수 있도록 고객 접점을 보다 확대하겠다”고 밝혔다.픽스마 MG3095W는 이마트와 일렉트로마트 오프라인 매장에서 체험 및 구매가 가능하다.권봉석 기자"
1399, 김연철 통일부 장관이 1일 6·15 남북공동선언 20주년 기념 대국민 온라인 이벤트 '평화 챌린지'에 참여했다. 김 장관은 평화통일의 염원을 담아 통일부 직원들과 함께 노래 '뭉게구름'을 합창했다. 2020.06.01. (사진=통일부 제공)
1400,"우리 지역 농산물 살리기(시식 및 주문 코너 운영) 모습. 한전KDN 제공 한전KDN(사장 박성철)이 코로나19 장기화로 인해 침체된 지역경제를 살리기 위한 활동에 본격적으로 나서고 있다고 28일 밝혔다.한전KDN은 최근 사장 직속 ‘코로나19 경제위기대응 태스크포스(TF)’를 구성하고, 전 임직원을 대상으로 지역경제 활성화 캠페인을 추진하며 코로나 이후 지역사회 위기 극복을 위한 본격적인 대응에 나섰다.한전KDN의 지역경제 활성화 캠페인은 △지역 5일장 장보기 △전통시장 건강 도시락 이용하기 △로컬 농산물 시식 및 배달주문 코너 운영 △지역 식당 릴레이 점심식사 및 지역 상품 구매 영수증 추첨 이벤트 등 다양한 프로그램으로 진행된다.6월 말까지 진행되는 이번 캠페인은 직원들로 하여금 자매결연시장인 나주목사고을시장을 방문하여 5일장 이용을 촉진하는 장보기 행사를 위해 교통편을 지원하고, 구내식당 휴무일 확대와 전통시장에서 제작한 건강 도시락을 임직원에게 판매하는 방식으로 직원들의 참여를 유도한다.이와 함께 캠페인 기간 중 매주 금요일에는 나주시와 연계하여 지역의 우수 특산품을 홍보하고 배달 주문을 받는 농산물 시식코너를 운영한다. 매주 화요일과 목요일에는 직원들이 점심시간을 이용하여 지역 식당에서 식사하는 릴레이 점심식사와 지역 상품 구매 영수증을 추첨하여 직원과 가계에 모두 경품을 지급하는 행사도 진행한다.한편, 한전KDN은 코로나19 발생 초기부터 취약계층 및 소상공인 보호를 위해 지역 복지시설 방역과 방역물품 지원 및 임직원 헌혈 봉사와 함께 지역 전통시장에 친환경 장바구니를 지원하고 온라인 개학에 맞춰 교육 취약계층에 태블릿PC를 지원하는 등 코로나19 피해 최소화와 지역상생을 위한 다양한 활동들은 지속적으로 이어오고 있다.송현수 기자"
1401,"지난달 교육부가 온라인 개학을 공식 발표하면서 새학기 풍경이 달라졌다. 교사·학부모·학생 모두 온라인 강의를 위한 IT기기를 구매하는 추세다.위메프는 최근 3주간(3월 12일~4월 1일) 영상 관련 IT기기 판매 추이를 분석한 결과(사진), 웹캠 매출액이 전년 동기 대비 30배 이상(2987.36%) 급증했다고 6일 밝혔다.온라인 강의 촬영에 필요한 캠코더, 삼각대, 방송용 마이크 매출도 각각 796.6%, 699.13%, 68.37% 증가했다. 노트북(44.1%), 태블릿PC(40.84%), 모니터(53.7%)를 찾는 소비자도 늘었다.이러한 IT기기 매출 상승은 최근 기업에서 진행하고 있는 재택근무 화상회의, 언택트 채용에도 영향을 받았을 것으로 풀이된다.위메프 관계자는 ""대학교에 이어 초·중·고등학교까지 온라인 개학을 맞으며 집에서 온라인 강의 촬영·수강을 위해 관련 IT기기 매출이 급증한 것으로 보인다""고 전했다.이에 힘입어 위메프는 오는 12일까지 디지털 제품을 특가에 판매하는 '디지털위크'를 진행한다. 행사 기간 10% 할인 쿠폰과 카드사별 추가 쿠폰 3%를 더해 최대 13% 할인 혜택을 제공한다.디지털위크에서 삼성전자, LG전자부터 레노버∙HP∙MSI∙ASUS에 이르기까지 다양한 인기 브랜드들이 상품을 선보인다. 주요 상품은 △삼성전자 갤럭시북 이온 NT950XCR-G58A △LG전자 17인치 그램 17ZD90N-VX70K △레노버 게이밍 노트북L340-15IRH I5 GAMING LEGEND △HP노트북 430 G6 6CS11PA-LTE △MSI 노트북 GL75 9SDK △ASUS 게이밍 노트북 G531GU-AL001 등이다.황상욱 기자"
1402,"고성출신 신동일 한성자동차 상무 강원일보 CEO아카데미 특강굴지 공기업 취업후 車 세일즈맨 이직판매전략·자기발전·고객 관리에 중점경영인들의 덕목 '나의 브랜드화' 강조 “회사가 아닌 '나'라는 브랜드를 만들어야 한다.”고성 출신 신동일 메르세데스-벤츠 한성자동차(주) 상무가 지난 4일 강원일보에서 열린 강원일보 CEO아카데미 특강에서 화두로 던진 말이다. 그는 진부령 산골 소년에서 아시아 벤츠 판매왕으로 등극하기까지 파란만장한 인생스토리를 소개하며 경영인이 갖춰야 할 덕목으로 '나'라는 브랜드를 강조했다.신 상무는 15년 연속 벤츠 판매실적 1등이라는 신화를 쓴 자동차 세일즈업계 '대가'다. 그런 그 역시 업계에 첫발을 들여놨을 때는 순탄치 않았다고 회고했다. 그는 “대학 졸업 이후 곧장 굴지의 공기업에 취직했지만 30대에 접어들면서 인생을 바꿔보고 싶다는 생각이 들었다. 자동차 세일즈 분야에서 새 출발을 해야겠다는 다짐으로 당당히 사표를 던졌다”며 도전정신의 중요성을 역설했다. 문제는 당시 한성자동차(주)에 취업하는 게 쉽지 않았다는 것이다. 6개월 동안 임원진을 쫓아다니며 자신을 어필했고 '오늘이 마지막'이라며 으름장(?)을 놓은 끝에 취업에 성공했다는 그는 “호기를 갖고 힘겹게 입사했지만 후회하기까지 오랜 시간이 걸리지 않았다”고 회고하기도 했다.'영업 문외한'이었기에 자신 만의 세일즈 전략을 발굴하는 데 힘을 쏟았다. 그가 정립한 세일즈 전략은 '어떻게 팔까' '고객은 누구에게 차를 살까' '고객을 어떻게 관리할까' 등 크게 세 가지로 구분된다. 우선 입사 초기 자신을 '프로'로 변모시키는 데 중점을 뒀다. 그가 생각한 영업은 '겸손하지만 비굴하지 않은 프로의 모습'이었기 때문이다. 이를 위해 벤츠를 구입하는 능력 있는 고객들과 공감대를 형성하고자 비싼 만년필과 다이어리, 노트북을 구매하는 등 '성공을 위한 투자'를 했다. 두 번째 핵심전략은 고객의 입장이 되는 것이다. 고객이 어떤 사람에게 차를 사는지 '역지사지'해 본 셈이다. 금연과 아침 잠을 없애는 것을 생활화했고 '사람 자체의 능력과 생각'으로 성공할 수 있다는 정신력으로 무장했다.신 상무는 “큰 기쁨을 얻기 위해 작은 기쁨을 버릴 줄 알아야 한다”며 “흡연과 늦잠은 달콤하지만 성공을 위해 포기할 수 있는 작은 요인”이라고 했다. 끝으로 세계 최고 수준의 '고객 관리 시스템'이다. 그는 자신만의 고객 관리 일정표, 연락처를 제작했다. PC와 태블릿을 통해 고객의 성향을 낱낱이 기록해 '제가 고객님을 기억하고 있습니다'라는 인식을 심는 것이 핵심이다.신동일 상무는 “성공은 '어떻게 성공시킬 것인가' 늘 고민하는 이들에게 주어지는 결과물”이라며 “진정으로 노력하고 생각하고 투자한 후 결과에 대한 분명한 자기 포상을 누려라”라며 특강을 마무리했다.윤종현기자"
1403," 안철수 국민의당 대표가 3일 “선거지원금을 전액 반환해 마스크를 지급하자”고 주장했다.안철수 국민의당 대표.(사진=연합뉴스)안 대표는 이날 자신의 페이스북에 글을 올려 “정당선거지원금 440억 원을 반납하고, 그 반납된 재원으로 투표참가자에게 마스크를 지급할 것을 제안한다”고 밝혔다.그는 “코로나19로 모든 국민들이 고통받고 있는데 정당들도 고통분담에 참여해야 한다”며 “과거처럼 떠들썩한 선거를 치를 수 없으니 사실 비용도 많이 쓸 수 없다”고 배경을 설명했다.안 대표는 전남 여수를 시작으로 400km 국토종주를 하고 있다. 그는 “국도를 달리면서 예상외로 많은 분들을 뵙는다”며 “이름 없는 식당에 들어가서 사장님 내외와 인사를 하고 식사하면서 삶의 고단한 이야기를 듣는다. 이미 꽤 오래전부터 불경기가 시작됐고 코로나19로 주저앉기 일보직전이라고 울상이다”고 전했다.그러면서 “초유의 어려운 상황에서 과연 정당들이 수백억 원의 국민세금을 받아 선거를 치루는 것이 타당한가, 우리정치가 그럴 자격이 있는 것인가”라고 되물었다. 안 대표는 “ 4·15 총선용으로 정당에 지급된 선거보조금은 더불어민주당 120억원, 미래통합당 115억 원을 포함해 모두 440억원”이라며 “기득권 양당의 ‘가짜’ 위성비례정당들이 가져간 돈만도 무려 86억원이나 된다”고 지적했다. 이어 “가짜 정당들이 모두 정당득표율 3%만 넘기면, 이미 받아간 86억원에 더해서 무려 147억원의 혈세를 추가로 받아간다”고 비판의 날을 세웠다.그는 선거보조금을 반납하고 그 재원을 활용해 투표 참가자들에게 마스크를 지원하자고 제안했다. 안 대표는 “공적마스크 구매가격을 1장에 1000원 정도 계산하면 4400만장을 구입할 수 있고, 이번 총선 유권자가 4400만 명인데 지난 3개 총선 평균 투표율 52.7%를 감안하면 전 유권자에게 유권자 1인당 2매 정도를 나누어 드릴 수 있다”고 말했다.온라인 강의를 듣는 학생들을 위한 태블릿PC 구매를 대안으로 제시하기도 했다. 안 대표는 “저소득층 학생들의 온라인 강의를 위한 태블릿 PC를 지원하는 것도 큰 의미가 있다고 생각한다”며 “참고로 태블릿 PC를 개당 50만원으로 계산하면 8만 8000명의 저소득 학생들에게 바로 지급할 수 있다”고 강조했다.그는 “가뜩이나 무관심한 선거분위기 속에서 투표에 대한 관심을 이끌어낼 수 있다고 생각한다”며 “저의 제안에 대한 각 정당의 호응을 기대한다”고 말했다.송주오 "
1404,"  유소아 난청은 난산, 유전, 기형 등 주로 선천적 원인으로 인해 발생하는 것으로, 미국 보건원 통계에 의하면 신생아 1,000명 당 2~3명 정도 발생한다. 유소아 시기는 언어발달이 활발하게 이루어지기 때문에, 난청을 방치하게 되면 언어발달 지연은 물론 학습의 어려움을 겪을 수 있다. 따라서 난청의 빠른 발견과 재활이 필수적이다.청각적, 언어적 경험이 많은 성인과는 달리 유소아는 소리에 대한 경험과 언어 발달이 중요한 시기이므로 적절한 보청기 선택이 중요하다. 유소아 보청기 선택 시 고려할 만한 요소를 몇 가지 소개한다.유소아 시기는 계속해서 신체가 성장하기 때문에 보청기를 착용하는 귀의 용적도 변하게 된다. 어느 정도 귀가 성장하기 전까지는 귀걸이형 보청기를 착용하고, 일정 시기 마다 이어몰드를 교체하여 사용하는 것이 좋다.어린이집, 유치원에 등원하는 어린이는 계속적인 소음 환경에 노출되기 때문에 선생님의 목소리나 또래 친구들의 말을 듣는데 어려움을 겪을 수 있다. 따라서 반드시 들어야 하는 소리를 방해하는 소음 등을 효과적으로 제어하고, 말소리를 강조하는 기능을 갖춘 보청기를 선택해야 한다.중고도 이상의 난청일 경우, 유치원이나 학교 등에서 FM 시스템 활용이 가능한 보청기를 선택하는 것이 좋다. FM 시스템은 수신기와 보청기, 송신기를 연결하여 사용하는데, 수신기를 통해 선생님 말소리를 쾌적하게 청취할 수 있는 장점이 있다. 보청기를 착용하더라도 소음환경에서 말소리 청취가 어려운 중고도 이상의 난청은 FM 시스템을 활용하여 청취와 학습에 도움을 받을 수 있다.최근 비대면 온라인 학습이 일상화되면서 태블릿 PC를 통해 동영상을 시청하는 어린이들이 늘고 있다. 블루투스 연동이 가능한 보청기를 통해 태블릿 PC에서 들리는 소리 신호를 보청기에 바로 전달하여 듣게 되면 무선 이어폰을 착용한 것과 동일한 효과를 얻을 수 있다. 이외에도 블루투스 기능을 활용하여 배터리 잔량, 분실 시 위치 찾기 기능 등을 활용할 수 있어 보호자들이 보청기를 관리하는데 도움을 얻을 수 있다.황혜경보청기 청각언어센터의 황혜경 대표원장은 “유소아 시기에 적절한 재활이 이루어지지 않으면 학령기로 진입 시 난청이 학습에 부정적인 영향을 줄 수 있다”며, “정확한 난청 파악, 적절한 보청기 선택 및 체계적인 재활서비스가 필수이고, 이를 위해 전문 시설과 장비를 갖추고 체계적인 재활 프로그램을 실시하는 보청기 전문점을 선택하는 것이 바람직하다”고 조언했다. 이승한기자 "
1405,"경기도는 23일부터 오는 5월14일까지 독서문화 확산을 위해 ‘내가 권하는 책’ 서평을 공모한다.자신이 읽은 책 중 남에게 권하고 싶은 책의 서평을 작성해 제출하면 되고, 도민 누구나 참여 가능하다. 서평 분량은 1500자 내외이고 1인당 2편까지 가능하다.제출된 서평은 도서 적합성, 창의성, 구성 완성도 등을 기준으로 심사한다. 시상은 상장과 함께 최우수상(1명)은 태블릿PC, 우수상(2명)은 전자책 전용단말기, 장려상(5명)은 문화상품권(3만원), 참가상(20명)은 모바일상품권(5000원)을 지급 받는다.서평공모에 참여한 내용은 도서 추천 정보서비스에 활용하고, 수상작품은 향후 발간될 ‘2020 경기도 사서 서평집’에 수록할 예정이다. 자세한 내용은 경기도사이버도서관에서 확인할 수 있다"
1406,유은혜 사회부총리 겸 교육부 장관이 17일 오후 서울 종로구 정부서울청사 브리핑룸에서 유치원과 초·중·고등학교의 3차 개학 연기 및 후속 대책 등을 발표를 하고 있다. 2020.03.17.
1407,"연휴기간 교외형 아울렛으로 몰려김포 현대아울렛 매출 61% 껑충고가 명품·가전 많이 팔려코로나로 움츠렸던 소비 살아나< 아울렛 올 들어 최대 특수 >  황금연휴를 맞아 교외형 아울렛 방문객이 큰 폭으로 늘었다. 김포 현대프리미엄아울렛 명품 매장 앞에는 긴 줄이 늘어섰고(왼쪽), 송도 현대프리미엄아울렛 행사장은 발 디딜 틈 없이 붐볐다. 연휴 기간 두 아울렛 매장의 매출은 전년 동기 대비 20% 이상 증가한 것으로 집계됐다.   안재광 기자지난 2일 경기 김포시 현대프리미엄아울렛 구찌 매장 앞에 긴 줄이 생겼다. 황금연휴를 맞아 사람들이 몰렸다. 매장에 들어가는 데만 40여 분이 걸렸다. 구찌 매장 직원은 “올 들어 사람이 가장 많은 것 같다”고 했다. 바로 옆 매장 버버리, 페라가모도 상황은 비슷했다. 30~40명이 매장 앞에 길게 줄을 섰다.신종 코로나바이러스 감염증(코로나19) 확산으로 올봄 장사를 완전히 망친 아울렛 백화점 등이 올 들어 최대 특수를 누렸다. 황금연휴 기간 롯데 현대 등 주요 아울렛 매출은 작년 5월 연휴 기간에 비해 적게는 20%에서 최대 60% 이상 급증했다. ‘보복 소비’(코로나19로 억눌러온 소비 욕구를 한 번에 분출하는 현상) 심리와 가정의 달 수요 등이 매출 증가에 영향을 미쳤다는 분석이다.롯데·현대아울렛 매출 20% 증가명품 매장뿐만이 아니었다. 띠어리 DKNY 타임 등 준명품 브랜드에도 사람들이 넘쳐났다. 50% 이상 할인 상품은 대부분 재고가 없었다. “할인폭이 큰 상품은 연휴 초반 대부분 팔렸다”고 판매 사원은 설명했다. 이벤트 행사장은 난리통이었다. 대형 에어컨을 돌리는데도 덥게 느껴질 정도로 쇼핑객이 많았다.코로나19 확산으로 백화점, 아울렛, 대형마트 등은 올봄 장사를 완전히 망쳤다. 이들은 코로나19가 사그라들기만 기다렸다. 그러다 황금연휴를 맞았다. 타이밍이 좋았다. 확진자는 하루 10명 안팎으로 줄었고, 활동하기 좋은 청명한 날씨가 이어졌다. ‘언택트(비대면) 쇼핑’에 지친 사람들은 매장으로 나와 ‘컨택트(대면) 쇼핑’에 나섰다.교외형 아울렛에 특히 사람이 많이 들었다. 롯데프리미엄아울렛과 현대프리미엄아울렛의 이번 연휴 기간 매출은 각각 20% 안팎 뛰었다. 지난달 30일부터 이달 3일까지 나흘간 매출을 작년 5월 연휴 기간인 3일부터 6일까지와 비교한 수치다. 이 기간 김포 현대프리미엄아울렛의 매출 증가율은 61.8%에 달했다.이들 아울렛은 도심에서 벗어난 교외에 있다. 스트리트(거리) 형태의 공간에 매장이 죽 늘어서 있는 구조다. 밀폐된 곳에 매장이 있는 실내 쇼핑몰, 백화점과 다르다. 아울렛 방문객이 많았던 것은 코로나19 감염 위험이 비교적 덜한 것으로 인식됐기 때문이다.아이를 동반한 가족 단위 방문객이 많은 것도 특징이었다. 온라인 개학 때문에 집에만 있던 아이들은 아울렛에서 뛰어놀았다. 아울렛과 백화점 키즈카페는 아이들로 가득 찼다. 파주 롯데프리미엄아울렛은 가족 방문객을 유치하기 위해 연휴 기간 ‘쥬라기 공룡전’을 열었다.반면 도심에 있고 밀폐된 공간인 백화점의 매출 회복은 상대적으로 더뎠다. 롯데백화점과 현대백화점 매출은 1~2%대 감소율을 보였다. 실내형 쇼핑몰도 예년 수준을 회복하지 못했다. 스타필드 하남점과 고양점은 방문객이 작년 연휴에 비해 약 15% 줄었다. 서울 삼성동 스타필드 코엑스몰도 30%가량 찾아온 사람이 적었다.명품·가전에 소비 집중연휴 기간 쇼핑 나온 사람들이 가장 큰 관심을 보인 상품은 가격대가 높은 명품과 가전제품이었다. 롯데프리미엄아울렛에서 명품은 35%, 가전은 39% 매출이 증가했다. 신세계백화점에서도 연휴 기간 명품 매출 증가율이 22%에 달했다. 가전이 포함된 리빙용품 매출도 21% 증가했다. 롯데 현대 등의 백화점에서도 이런 추세를 확인할 수 있었다. 주로 식료품을 판매하는 이마트에서도 냉장고, 세탁기 등 대형가전 매출이 25% 뛴 것으로 나타났다. 노트북, 태블릿PC 등 디지털 가전 매출도 12% 증가했다.보복 소비가 명품과 가전 매출을 이끈 것으로 유통 전문가들은 분석했다. 한 유통업계 관계자는 “코로나19 탓에 미뤄진 소비가 한꺼번에 폭발하고 있는 분야가 명품과 가전”이라고 설명했다. 명품, 가전은 고가여서 온라인 쇼핑이 비교적 덜 활발한 품목이기도 하다.가전 매출이 증가한 것은 기온이 갑자기 큰 폭으로 올랐기 때문이기도 하다. 이마트 관계자는 “최근 며칠 새 에어컨, 선풍기 등 계절 가전이 많이 팔렸다”고 말했다.안재광 기자"
