,contents
10,대구시청 전경.(사진=대구시 제공) 2020.02629.
11,"강원도가 2020년도 도시가스 평균 공급비용을 5년 연속 인하하거나 동결하기로 했습니다.강원도는 최근 소비자 정책위원회를 열고 춘천과 원주, 정선 등 8개 시·군의 도시가스 공급비용을 동결하기로 했습니다.또 영동 6개 시·군은 동해 수소 연료전지 발전소의 신규 수요 확보로 도시가스 공급량이 증가할 것으로 예측돼 공급비용이 2.71% 인하됩니다.이번에 결정된 도시가스 소매요금은 다음 달(7월) 1일 사용분부터 적용됩니다.강탁균 기자 "
12,"강원도는 2020년도 도시가스 평균공급비용을 5년 연속 인하 또는 동결하기로 결정했다고 28일 밝혔다.  도는 코로나19로 인해 어려움을 겪고 있는 서민경제의 안정 차원에서 도시가스 공급비용을 인하 및 동결하기로 했다. 춘천·홍천·태백·영월·정선권역(강원도시가스)은 공급비용 134.11원/㎥으로, 원주·횡성권역(참빛원주도시가스)는 107.28원/㎥ 으로 전년 수준으로 각각 동결했다. 평창지역(명성파워그린)의 경우 가격경쟁력 확보 및 수요처 확보 유도를 위해 기존 요금인 154.19원/㎥으로 유지하기로 했다. 강릉·동해·삼척·속초·고성·양양권역(참빛영동도시가스, 참빛도시가스)은 전반적으로 공급물량 감소가 있었으나, 동해 수소연료전지발전소 신규 수요처 확보로 전체 공급량이 12.5% 증가할 것으로 예측돼 기존 194.69원/㎥에서 5.28원/㎥ 인하(-2.71%)된 189.41원/㎥으로 결정했다"
13,"강릉·동해·삼척·속초·고성·양양권역 등 영동권 인하.춘천ㆍ홍천ㆍ태백ㆍ영월ㆍ정선권역 등 영서권은 동결.  【춘천=서정욱 기자】 28일 강원도는‘ 올해 도시가스 평균공급비용’을 5년 연속 인하 또는 동결하기로 결정했다 고 밝혔다.    28일 강원도는‘ 올해 도시가스 평균공급비용’을 5년 연속 인하 또는 동결하기로 결정했다 고 밝혔다.이에 춘천ㆍ홍천ㆍ태백ㆍ영월ㆍ정선권역 강원도시가스 공급비용 134.11원/㎥으로, 원주ㆍ횡성권역(참빛원주도시가스)는 107.28원/㎥ 으로 전년 수준으로 각각 동결하였다.   또한, 평창지역(명성파워그린)의 경우 가격경쟁력 확보 및 수요처 확보 유도를 위하여 기존 요금인 154.19원/㎥으로 유지하기로 하였다.   그러나,강릉·동해·삼척·속초·고성·양양권역의 참빛영동도시가스와 참빛도시가스는 전반적으로 공급물량 감소가 있었으나, 동해 수소연료전지발전소 신규 수요처 확보로 전체 공급량이 12.5% 증가할 것으로 예측되어, 기존 194.69원/㎥에서 -5.28원/㎥ 인하 (-2.71%)된 189.41원/㎥으로 결정하였다.   한편, 강원도는 최근 개최한 소비자정책위원회에서 도시가스 공급비용 조정(안)을 만장일치로 심의·의결, 이번 결정된 도시가스 소매요금은 7월 1일 사용 분부터 적용된다 고 밝혔다. "
14,"강원도의 도시가스 공급 비용이 5년 연속 인하 또는 동결된다.    강원도는 최근 소비자정책위원회의 심의를 통해 '2020년도 도시가스 평균 공급비용'을 인하 또는 동결한다고 28일 밝혔다.    춘천·홍천·태백·영월 정선권역(강원도시가스)과 원주·횡성권역(참빛원주도시가스)은 각 134.11원/㎡와 107.28원/㎡로 동결했다.    또 평창지역(명성파워그린)의 경우 154.19원/㎡로 전년 수준으로 유지했다.    강릉·동해·삼척·고성·양양권역(참빛영동도시가스)은 기존 194.69원/㎡에서 5.28원 인하한 189.41원/㎡로 결정했다.    이번에 결정된 도시가스 소매요금은 7월 1일부터 적용된다.    작년 겨울 전국 평균 기온이 3.1도로 역대 최고로 온화한 날씨를 보인 데다 상반기 신종 코로나바이러스 감염증(코로나19)으로 인한 경기 위축으로 도내 도시가스 수요량은 감소했다.    강원도 관계자는 ""수요량 감소 등 도시가스 요금 인상요인이 발생했으나 코로나19로 어려움을 겪는 서민경제 안정 차원에서 인하 및 동결을 단행했다""고 말했다.강원도청 전경[연합뉴스 자료 사진]   "
15,"강원도는 ‘2020년도 도시가스 평균공급비용’을 5년 연속 인하 또는 동결하기로 결정했다. 강원도는 최근 개최한 소비자정책위원회에서 도시가스 공급비용 조정(안)을 만장일치로 심의·의결했다고 28일 밝혔다. 도내 도시가스 공급물량은 최근 꾸준히 증가하는 추세였으나, 지난 겨울의 경우 전국 평균 기온이 3.1도로 역대 최고로 온화한 날씨를 보이면서 도시가스 수요량이 감소했다. 이처럼 도시가스 요금의 인상요인이 발생했으나, 강원도는 코로나19  동등으로 인해 어려움을 겪고 있는 서민경제 안정 차원에서 인하 동결을 단행했다.춘천·홍천·태백·영월·정선권역(강원도시가스)은 공급비용 134.11원/㎥으로, 원주·횡성권역(참빛원주도시가스)는 107.28원/㎥으로 전년 수준으로 각각 동결했다. 평창지역(명성파워그린)의 경우 가격경쟁력 확보 및 수요처 확보 유도를 위하여 기존 요금인 154.19원/㎥으로 유지키로 했다.강릉·동해·삼척·속초·고성·양양권역(참빛영동도시가스, 참빛도시가스)은 전반적으로 공급물량 감소가 있었으나, 동해 수소연료전지발전소 신규 수요처 확보로 전체 공급량이 12.5% 증가할 것으로 예측돼 기존 194.69원/㎥에서 189.41원으로 결정됐다.한편, 이번 결정된 도시가스 소매요금은 7월 1일 사용 분부터 적용된다.☞공감언론 뉴시스"
16,"강원도내 도시가스 공급비용이 5년 연속 인하되거나 동결된다. 강원도는 최근 소비자정책위원회를 열고 이 같은 도시가스 공급비용 조정안을 심의·의결했다고 28일 밝혔다. 조정 결과에 따르면 춘천 홍천 태백 영월 정선권역(강원도시가스)은 m³당 134.11원, 원주 횡성권역(참빛원주도시가스)은 m³당 107.28원, 평창지역(참빛·참빛영동도시가스)은 m³당 154.19원으로 동결됐다. 강릉 동해 삼척 속초 고성 양양권역(명성파워그린)은 전반적으로 공급물량이 감소했지만 동해수소연료전지발전소 신규 수요처 확보로 전체 공급량이 12.5% 증가할 것으로 예측돼 기존 m³당 194.69원에서 5.28원(2.71%) 인하된 189.41원으로 결정됐다. 새 요금제는 다음 달 1일 사용분부터 적용된다. 도내 도시가스 공급물량은 최근 꾸준히 증가하는 추세였지만 지난겨울 전국 평균기온이 3.1도로 역대 최고의 온화한 날씨를 보였고, 신종 코로나바이러스 감염증(코로나19)으로 인한 경기 위축으로 수요량이 감소했다. 도 관계자는 “전반적으로 도시가스 요금의 인상 요인이 발생했지만 강원도는 코로나19 등으로 어려움을 겪고 있는 서민경제 안정 차원에서 인하와 동결을 결정했다”고 말했다.이인모 기자"
17,"강원도가 코로나19 사태에 따른 서민경제 안정을 위해 2020년 도시가스 공급비용을 5년 연속 인하·동결했다.도는 최근 소비자정책위원회의 심의를 통해 춘천·홍천·태백·영월·정선권역(강원도시가스)의 가스 공급비용을 ㎥당 134.11원, 원주·횡성권역(참빛원주도시가스)은 107.28원으로 각각 동결했다. 평창지역(명성파워그린)은 기존 요금인 ㎥당 154.19원으로 유지하기로 했다. 또 강릉·동해·삼척·속초·고성·양양권역(참빛영동도시가스)의 경우 기존보다 5.28원 인하된 ㎥당 189.41원으로 결정했다. 이번 도시가스 소매요금은 7월1일 사용분부터 적용된다."
18,"경남지역에 도시가스를 공급하는 3개 업체가 내달 1일부터 도시가스 평균 공급비용을 일제히 인상한다.    경남도는 지난 22일 공인회계사와 대학교수, 소비자단체 등으로 구성된 '경상남도 소비자정책위원회'를 개최해 내달부터 적용할 도시가스 평균 공급비용을 결정했다고 23일 밝혔다.    도시가스 소비자요금은 산업통상자원부장관이 승인하는 원료비(약 85∼90%)와 도지사가 승인하는 도시가스회사 공급비용(10∼15%)으로 구성된다.     이번 심의에서 소비자정책위는 경남에너지의 경우 현재 평균 공급비용이 메가줄(MJ·가스사용 열량 단위·1MJ=238.9㎉)당 2.2034원에서 2.3942원으로 0.1908원(8.7%) 인상을 결정했다.    경동도시가스는 1.7874원에서 1.8949원으로 0.1075원(6%) 인상했고, 지에스이는 2.7149원에서 2.7834원으로 0.0685원(2.5%) 인상하기로 했다.    소비자정책위는 신종 코로나바이러스 감염증(코로나19)에 따른 경기침체 등으로 도시가스 추정 판매량이 3%에서 8.6% 감소할 것으로 예측돼 평균 공급비용 인상요인이 발생했다고 설명했다.    그러나 소비자 연료비 부담 경감을 위해 공급비용 인상폭을 최소화하는 심의안으로 결정했고, 전체 도시가스 소비자요금은 7% 정도 인하됐다고 설명했다.    산자부가 격월로 승인하는 도시가스 원료비가 10% 정도 인하될 것으로 예상되기 때문이다.    이에 따라 연간 2만5천MJ을 사용하는 일반 소비자를 기준으로 하면 3만원 정도가 절감될 것으로 소비자정책위는 예상했다.    그러나 이러한 공급비용 인상과 관련해 정의당 경남도당은 ""작년에 경남에너지 1.38% 인상, 경동도시가스와 지에스이는 동결을 결정한 것과 비교하면 도시가스 요금이 대폭 인상된 것이다""며 ""가뜩이나 코로나19로 어려운 경제상황에서 가계부담을 지우는 것은 아닌지 우려를 표한다""고 논평했다.    특히 ""경남에너지는 1998년 가스 공급 이후 2017년까지 20년 동안 1천43억원의 주주 배당을 했고 2018년 한해에만 630억원에 해당하는 큰 폭의 주주 배당 잔치를 했다""며 ""가계와 기업체들이 낸 도시가스 요금으로 회사와 주주만 배를 불린 상황에서 소비자들이 가스요금 인상을 순순히 받아들일지 의문이다""고 밝혀 도시가스 공급비용 인상 결정을 반대했다.   "
19,"경남도청. (사진=자료사진)올해 경남 지역 도시가스 평균 공급비용이 최대 8.7% 인상된다.경상남도는 소비자정책위원회를 열어 다음 달 1일부터 적용할 도시가스 회사 평균 공급비용을 결정했다고 23일 밝혔다.경남에너지㈜ 는8.7%, ㈜경동도시가스 6.0%, ㈜지에스이는 2.5% 각각 인상된다.공급비용은 산업통상자원부의 '도시가스회사 공급비용 산정기준'에 따라 매년 산정해 조정한다.도 소비자정책위원회는 코로나19에 따른 경기 침체 등으로 도시가스 추정 판매량이 3~8.6% 감소할 것으로 예측돼 평균 공급 비용 인상 요인이 발생했지만, 소비자의 연료비 부담을 줄이고자 인상 폭을 최소화했다고 밝혔다. 그러나 도시가스 소비자요금은 7% 내외로 인하돼 연간 2만 5천MJ를 사용하는 일반 소비자 기준으로 약 3만 원 정도 절감된다.이는 산자부가 격월로 승인하고 있는 도시가스 원료비가 10% 정도 인하될 것으로 예상된 데 따른 것이다.도시가스 소비자요금은 산업통상자원부장관이 승인하는 원료비(약 85~90%)와 도지사가 승인하는 도시가스회사 공급비용(10~15%)으로 구성된다.경남도 김영삼  산업혁신국장은 ""에너지 소외계층에 대한 에너지 사용환경 개선을 위해 도시가스 보급과 LPG 공급정책을 같이 시행하겠다""고 말했다.한편, 내년에는 도내 도시가스 미공급지역으로 남아 있던 산청과 합천에도 도시가스가 공급된다."
20,"경남지역 도시가스 소비자요금이 7월부터 7% 내외로 인하된다.22일 공인회계사, 대학교수, 소비자 단체 등으로 구성된 '경상남도 소비자정책위원회'가 7월1일부터 적용할 도시가스 3개사(경남에너지, 경동도시가스, 지에스이)의 평균 공급비용을 결정했다.도시가스 소비자요금은 산업통상자원부 장관이 승인하는 원료비(약 85~90%)와 도지사가 승인하는 도시가스회사 공급비용(10~15%)으로 정해진다. 공급비용은 산자부의 '도시가스회사 공급비용 산정기준'에 따라 매년 산정해 조정하고 있다.경남도 소비자정책위원회는 최근 코로나19에 따른 경기 침체 등으로 도시가스 추정 판매량이 3%에서 8.6%로 크게 감소할 것으로 예측되어 평균 공급비용 인상 요인이 발생했으나, 소비자의 연료비 부담 경감을 위해 도시가스 요금 인상폭을 최소화하는 심의안으로 최종 결정했다.도시가스 공급비용은 3개 도시가스사에 따라 2.5%에서 8.7%까지 인상 조정됐다. 그러나 도시가스 소비자요금은 평균 7% 내외로 인하되어, 연간 2만5000MJ를 사용하는 일반소비자 기준으로 연간 3만 원 정도의 비용 절감이 예상된다는 게 경남도의 설명이다.김영삼 경남도 산업혁신국장은 ""에너지 소외계층에 대한 에너지 사용환경 개선을 위해 도시가스 보급과 LPG 공급정책을 병행해서 시행하는 등 최선을 다하겠다""고 밝혔다. 한편, 경남도는 도시가스 공급 가능지역에는 ‘단독주택 도시가스 공급배관 설치비 지원사업’을 추진하고 있으며, 내년부터는 도내 도시가스 미공급지역으로 남아 있던 산청과 합천에도 도시가스를 공급할 예정이다. 또 도시가스 공급이 어려운 남해에서 진행 중인 '군 단위 LPG배관망사업'도 올해 말 완공 예정이며, 농어촌 지역 'LPG소형저장탱크 보급사업'도 지속해서 확대할 계획이다.☞공감언론 뉴시스"
