,contents
107,"라이프케어기업 코웨이가 성능을 대폭 강화한 2020년형 '벽걸이 겸용 공기청정기(제품명: AP-1220F)'(사진)를 출시했다고 16일 밝혔다. 이 제품은 기존 벽걸이 겸용 공기청정기(제품명: AP-0817Y)와 비교해 가격은 동일하지만 성능을 대폭 강화했다.2020년형 벽걸이 겸용 공기청정기는 기존 제품인 AP-0817Y와 달리 '에어매칭필터 서비스'가 제공된다. 에어매칭필터 서비스는 집집마다 공기 질이 다르다는 점에 착안해 개발했다. 고객이 하트서비스(위생관리 서비스) 이후 발송되는 알림톡에서 계절, 상황, 공간에 따라 필요한 필터를 선택하면 두 달마다 코디가 에어매칭필터를 교체·관리해 준다.이 제품의 에어매칭필터는 총 3종으로 미세먼지집중필터, 이중탈취필터, 새집필터이다. 미세먼지에 예민한 집에서는 미세먼지집중필터를 새집 증후군이 걱정인 집에서는 새집필터, 냄새가 신경 쓰이는 집에서는 이중탈취필터 선택이 가능하다.신제품의 권장 청정 면적은 12평형으로 기존 제품의 6평형보다 2배 넓으며 에너지소비효율도 3등급에서 1등급으로 올렸다. 소음도 코웨이 공기청정기 중 가장 낮은 수준인 약 40㏈에 맞춰 조용하고 쾌적한 환경을 유지할 수 있다.2020년형 벽걸이 겸용 공기청정기는 한국공기청정협회로부터 실내 공기청정기 CA 인증은 물론 미세먼지 센서 CA 인증도 함께 획득했다. 또 초미세먼지 농도 수치를 실시간으로 제품 전면부에 표시해줘 손쉽게 공기 질 상태를 파악할 수 있다.이 제품은 벽걸이·스탠드 겸용 듀얼 타입 공기청정기로 집 안 환경과 상황에 따라 스탠드 또는 벽걸이로 사용 가능하다. 공간이 부족하거나 아이들의 손이 닿지 않는 곳에 설치하고 싶을 때는 벽걸이형으로, 손 닿는 곳에 두고 편리하게 관리하고 싶으면 스탠드형으로 자유롭게 사용 가능하다. 제품 구매 시 전용 리모컨이 함께 제공돼 설치 형태에 상관없이 편리하게 사용할 수 있다.월 렌털료는 2만 9900원(등록비 10만 원 기준)이며, 일시불 판매 가격은 79만 원이다. 코웨이는 4월 한 달간 제품 출시를 기념해 렌털 고객에게 월 렌털료 할인 혜택을 제공하고, 일시불 구매 고객에게는 하트서비스 1년 무상 혜택을 제공한다.최근 산업통상자원부가 '으뜸효율 가전제품 구매비용 환급사업'을 시행함에 따라 이 제품을 일시불로 구매할 경우 구매 비용의 10%도 환급받을 수 있다.이승진 코웨이 에어케어팀장은 ""2020년형 벽걸이 겸용 공기청정기는 합리적인 가격으로 최대의 성능을 발휘하는 혁신 제품""이라며 ""공기청정기 구매 시 가격, 성능 모두를 중요시하는 현명한 고객들에게 좋은 대안이 될 것""이라고 말했다.황상욱 기자 eyes@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ '터치 부산' 앱 출시, 부산일보 지면을 내 손 안에!▶ 부산일보 홈 바로가기"
108,"벽걸이·스탠드 겸용 듀얼 타입으로 공간 활용 용이코웨이 벽걸이 겸용 공기청정기(AP-1220F)(서울=뉴스1) 김현철 기자 = 라이프케어기업 코웨이는 성능을 대폭 강화한 2020년형 ‘벽걸이 겸용 공기청정기(제품명 AP-1220F)’를 출시했다고 16일 밝혔다.신제품은 기존 제품인 AP-0817Y와 달리 ‘에어매칭필터 서비스’를 제공한다. 에어매칭필터 서비스는 집집마다 공기 질이 다르다는 점에 착안해 개발했다. 고객이 하트서비스(위생관리 서비스) 이후 발송되는 알림톡에서 계절, 상황, 공간에 따라 필요한 필터를 선택하면 두 달마다 코디가 에어매칭필터를 교체·관리해 준다.에어매칭필터는 미세먼지집중필터, 이중탈취필터, 새집필터 등 총 3종이다. 미세먼지에 예민한 집에서는 미세먼지집중필터를, 새집 증후군이 걱정인 집에서는 새집필터, 냄새가 신경 쓰이는 집에서는 이중탈취필터 선택이 가능하다.이번 신제품의 권장 청정 면적은 12평형으로 기존 제품의 6평형보다 2배 높으며 에너지소비효율도 3등급에서 1등급으로 올렸다. 소음도 코웨이 공기청정기 중 가장 낮은 수준인 약 40㏈에 맞춰 조용하고 쾌적한 환경을 유지할 수 있다.2020년형 벽걸이 겸용 공기청정기는 한국공기청정협회로부터 실내 공기청정기 CA 인증은 물론 미세먼지 센서 CA 인증도 획득했다. 또 초미세먼지 농도 수치를 실시간으로 제품 전면부에 표시해 손쉽게 공기 질 상태를 파악할 수 있다.이 제품은 벽걸이·스탠드 겸용 듀얼 타입이다. 전용 리모컨을 제공해 설치 형태에 상관없이 편리하게 사용할 수 있다.월 렌털료는 등록비 10만원 기준 2만9900원이며, 일시불 판매 가격은 79만원이다. 코웨이는 제품 출시를 기념해 이달 렌털 고객에게 월 렌털료 할인 혜택을 제공하고, 일시불 구매 고객에게는 하트서비스 1년 무상 혜택을 제공한다.최근 산업통상자원부가 '으뜸효율 가전제품 구매비용 환급사업'을 시행함에 따라 일시불로 구매할 경우 구매 비용의 10%도 환급받을 수 있다.이승진 코웨이 에어케어팀장은 ""2020년형 벽걸이 겸용 공기청정기는 합리적인 가격으로 최대의 성능을 발휘하는 혁신 제품""이라며 ""공기청정기 구매 시 가격, 성능 모두를 중요시하는 현명한 고객들에게 좋은 대안이 될 것""이라고 말했다.honestly82@news1.kr▶ 네이버 메인에서 [뉴스1] 구독하기!▶  4.15총선 관련뉴스 ▶ 크립토허브 © 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지"
109,"가격은 합리적으로, 성능은 강력하게[아이뉴스24 이연춘 기자] 코웨이가 성능을 대폭 강화한 2020년형 ‘벽걸이 겸용 공기청정기(제품명: AP-1220F)’를 출시했다. 이 제품은 기존 벽걸이 겸용 공기청정기(제품명: AP-0817Y)와 비교해 가격은 동일하지만 성능을 대폭 강화했다.16일 코웨이에 따르면 2020년형 벽걸이 겸용 공기청정기는 기존 제품인 AP-0817Y와 달리 '에어매칭필터 서비스'가 제공된다. 에어매칭필터 서비스는 집집마다 공기 질이 다르다는 점에 착안해 개발했다.고객이 하트서비스(위생관리 서비스) 이후 발송되는 알림톡에서 계절, 상황, 공간에 따라 필요한 필터를 선택하면 두 달마다 코디가 에어매칭필터를 교체 및 관리해 준다.이 제품의 에어매칭필터는 총 3종으로 미세먼지집중필터, 이중탈취필터, 새집필터이다. 미세먼지에 예민한 집에서는 미세먼지집중필터를 새집 증후군이 걱정인 집에서는 새집필터, 냄새가 신경 쓰이는 집에서는 이중탈취필터 선택이 가능하다.이번 신제품의 권장 청정 면적은 12평형으로 기존 제품의 6평형보다 2배 높으며 에너지소비효율도 3등급에서 1등급으로 올렸다. 소음도 코웨이 공기청정기 중 가장 낮은 수준인 약 40㏈에 맞춰 조용하고 쾌적한 환경을 유지할 수 있다.2020년형 벽걸이 겸용 공기청정기는 한국공기청정협회로부터 실내 공기청정기 CA 인증은 물론 미세먼지 센서 CA 인증도 함께 획득했다. 또한 초미세먼지 농도 수치를 실시간으로 제품 전면부에 표시해주어 손쉽게 공기 질 상태를 파악할 수 있다.이 제품의 월 렌털료는 2만9천900원(등록비 10만 원 기준)이며, 일시불 판매 가격은 79만 원이다. 코웨이는 4월 한 달간 제품 출시를 기념해 렌털 고객에게 월 렌털료 할인 혜택을 제공하고, 일시불 구매 고객에게는 하트서비스 1년 무상 혜택을 제공한다.최근 산업통상자원부가 '으뜸효율 가전제품 구매비용 환급사업'을 시행함에 따라 이 제품을 일시불로 구매할 경우 구매 비용의 10%도 환급받을 수 있다.이승진 코웨이 에어케어팀장은 ""2020년형 벽걸이 겸용 공기청정기는 합리적인 가격으로 최대의 성능을 발휘하는 혁신 제품이다""라며 ""공기청정기 구매 시 가격, 성능 모두를 중요시하는 현명한 고객들에게 좋은 대안이 될 것""이라고 말했다.이연춘기자 staykit@inews24.com▶네이버 채널에서 '아이뉴스24'를 구독해주세요.▶재밌는 아이뉴스TV 영상보기  ▶아이뉴스24 바로가기[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
110,"삼성전자가 반려동물을 키우는 가정에 최적화된 펫 케어(Pet Care) 전용 공기청정기를 4일 출시한다. 삼성 펫 케어 공기청정기 라인업은 삼성 독자의 전문 필터 기술을 통해 반려동물의 털과 냄새를 말끔히 제거해 준다. 특히 반려동물의 냄새를 99％ 이상 제거해 주는 '탈취 전문 필터'가 탑재했다는 게 회사측 설명이다.삼성 펫케어 공기청정기 출시.삼성전자가 반려동물과 생활할 때 발생하는 냄새 성분을 정밀 분석한 결과, 메틸 메르캅탄(Methyl mercaptan), 이소발레르알데히드(Isovaleraldehyde), 노나날(Nonanal)이 사람들에게 불쾌감을 주는 대표적 성분이었다. 이 세 가지 성분은 반려동물의 체취, 대변 냄새, 사료 냄새와 관련이 있었다.삼성전자는 펫 케어 공기청정기에 탑재된 탈취 전문 필터에 특허받은 활성탄 촉매 기술을 적용해 반려동물로 인해 발생하는 세 가지 성분의 가스에 대해 99％의 탈취 효율을 구현한다는 설명이다.삼성 펫케어 공기청정기 출시.세 가지 가스에 대한 탈취 효율은 국내에서 유일하게 세계적인 제품 시험·인증 기관인 인터텍(Intertek)에서 인증받았다.암모니아, 초산, 아세트알데하이드(Acetaldehyde), 폼알데하이드(Formaldehyde), 톨루엔(Toluene)과 같은 생활 유해가스 제거도 기본이다.이 밖에 활성탄이 가스와 접촉하는 면적을 기존 대비 3배 이상 늘려 누적 정화량을 약 3배 증가시켰다.삼성 펫 케어 공기청정기는 '이중 펫 극세 필터'도 탑재해 반려동물의 털과 미세먼지 모두를 효과적으로 제거한다. 이중 펫 극세 필터는 이중으로 걸러 줘 털이 많이 날리는 털갈이 기간에도 안심하고 사용할 수 있으며, 물 세척이 가능해 위생적이고 교체도 간편히 할 수 있다.'펫 전용 모드'를 사용하면 바람량을 증가 시켜 공기 중에 날리는 털을 효과적으로 집진하는 데 도움을 준다.이외에도 △0.3 ㎛(마이크로미터)의 먼지까지 99.9％ 제거하는 미세먼지 집진 필터 △레이저 광원을 이용해 실시간으로 지름 0.3㎛ 크기의 미세한 입자까지 감지하는 '레이저 PM 1.0 센서' △직바람과 소음 걱정 없는 '무풍 청정' 등 기존 삼성 공기청정기만의 차별화된 기술도 그대로 적용했다.삼성 '무풍큐브 펫 케어'는 두 개 모델(청정면적 90㎡·94㎡)로 출시되며, 출고가는 각각 110만원과 130만원이다. 삼성전자는 6월에 무풍큐브 펫 케어에 이어 '블루스카이 펫 케어(청정면적 57㎡)'도 선보일 예정이다.이기호 삼성전자 생활가전사업부 전략마케팅팀 상무는 “반려동물을 가족 구성원으로 생각하는 '펫팸족'을 위해 소비자들로부터 큰 사랑을 받아온 삼성 공기청정기에 반려동물에 특화된 기술을 적용했다”고 말했다.박소라기자 srpark@etnews.com▶ 네이버 홈에서 [전자신문] 구독하기▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
111,"[이데일리 강경래 기자] 청호나이스가 ‘휴대용 공기청정기 ALWAYS(올웨이즈)’의 홈쇼핑 방송을 진행한다고 9일 밝혔다. 방송은 우선 오는 10일과 15일 CJ오쇼핑 플러스에서 진행한다. CJ오쇼핑에서는 오는 16일 오후 3시 30분부터 한 시간 동안 방송한다.휴대용 공기청정기 올웨이즈는 올해 3월 말 출시한 후 누적 판매 6000대를 넘어설 만큼 인기를 끌고 있다. 제품을 가동하지 않을 경우에도 실시간으로 주변 공기질을 체크, 공기질 ‘나쁨’ 상태가 될 때 진동이 울리는 알림 기능이 특징이다. 또 6㎝ 폭에 460g 무게로 휴대가 간편해 어디에서나 편리하게 사용할 수 있다. 20시간까지 연속 사용도 가능하다.이번 홈쇼핑 방송에서는 기존 올웨이즈 제품 외에 스페셜 에디션 모델이 추가로 소개된다. 광고모델 임영웅이 참여한 ‘올웨이즈 스페셜 에디션’은 이번 홈쇼핑 방송을 통해 단독 판매한다. 이번 홈쇼핑 방송을 통해 올웨이즈를 구매할 경우 민트 색상 측면커버와 함께 공기청정기를 보관하는 파우치, 필터세트를 사은품으로 제공한다. 올웨이즈 스페셜 에디션을 구매하면 임영웅 포토카드 5종 세트를 추가로 증정한다.원광직 청호나이스 이사는 “최근 개인 건강과 위생에 대한 소비자 관심이 높아지고 있다. 때문에 외부에서 활동할 때도 손쉽게 사용할 수 있는 휴대용 공기청정기가 인기를 얻고 있다”며 “이번 홈쇼핑 방송을 통해 올웨이즈 스페셜 에디션을 단독으로 판매하며 관심을 모을 것으로 기대한다”고 말했다.강경래 (butter@edaily.co.kr)네이버에서 ‘이데일리’ 구독하기▶청춘뉘우스~ 스냅타임▶＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
112,"[디지털타임스 김위수 기자] 청호나이스가 '휴대용 공기청정기 올웨이즈'의 홈쇼핑 판매를 시작한다고 9일 밝혔다.방송은 오는 10일과 15일 CJ오쇼핑플러스에서 진행되며, CJ오쇼핑에서는 16일 15시 30분부터 약 한 시간 가량 방송될 예정이다.휴대용 공기청정기 올웨이즈는 올해 3월 말 출시 이후 누적 판매 6000대를 돌파한 제품이다. 제품 전원을 내려도 실시간으로 주변 공기질을 체크해 공기질 '나쁨' 상태가 될 때 진동이 울리는 알림 기능이 특징이다. 또한 6cm의 슬림한 폭에 460g의 가벼운 무게로 휴대가 간편해 어디에서나 편리하게 사용 할 수 있으며, 휴대용 공기청정기 최대 수준인 약 20시간까지 연속 사용이 가능하다.이번 홈쇼핑 방송에서는 기존 휴대용 공기청정기 올웨이즈 제품 외에 스페셜 에디션 모델이 추가로 소개된다. 올웨이즈 스페셜 에디션은 청호나이스 모델 임영웅을 활용해 제작된 것으로, 이번 홈쇼핑 방송을 통해 단독 판매된다. 휴대용 공기청정기 올웨이즈 구매 고객에게는 민트 색상의 측면커버와 공기청정기를 보관하는 파우치, 그리고 여분의 필터세트를 사은품으로 제공한다. 올웨이즈 스페셜 에디션 구매 고객에게는 임영웅 포토카드 5종 세트도 추가 증정한다.원광직 청호나이스 마케팅부문 이사는 ""이번 홈쇼핑 방송을 통해 청호 휴대용 공기청정기 올웨이즈 스페셜 에디션이 단독으로 판매되는 만큼, 많은 소비자들로부터 좋은 반응을 얻을 것으로 기대한다""고 말했다.김위수기자 withsuu@dt.co.kr청호나이스 모델 임영웅과 휴대용 공기청정기 올웨이즈. [청호나이스 제공]     디지털타임스 채널 구독 / 뉴스스탠드 구독디지털타임스 홈페이지 바로가기"
113,- 5단계 필터링 시스템·잠금 기능 탑재   [디지털데일리 이안나기자] 청호나이스(대표 오정원)가 반려동물을 키우는 가정에 최적화된 ‘청호 펫 공기청정기’를 출시했다고 4일 밝혔다. 권장사용면적 35㎡(약 10.5평)으로 가격은 2개월 주기 방문 서비스 기준 월 2만9900원이다. 일시불 가격은 115만원이다.    이 공기청정기는 5단계 필터링 시스템을 탑재했다. ‘펫 전용필터’는 공기중 떠다니는 털과 먼지 를 제거한다. 매월 새 필터로 교체 가능해 세척이 필요 없다. 반려동물의 배변 냄새와 침 냄새 등 악취 요인은 ‘탈취강화필터’와 ‘탈취필터’로 두번 걸러낸다. 이외 ‘프리필터’와 ‘초미세먼지 집진필터’가 청정한 실내공기를 만든다.    펫모드 작동 시 처음 20분간 '강' 단계 풍량으로 작동 후 1시간40분 동안 오염도에 따라 풍량이 자동 조절된다. 2시간 주기로 최대 풍량이 작동된다. 펫모드 버튼을 3초간 누르면 모든 동작 버튼이 잠금 설정된다. 고양이 등 반려동물이 있는 가정에서도 제품 오작동을 방지한다.   <이안나 기자>anna@ddaily.co.kr뉴스채널 설정 - 네이버 메인에서 디지털데일리 뉴스를 볼 수 있어요.IT정보의 즐거운 업그레이드[딜라이트닷넷]<저작권자 © 디지털데일리 무단전재-재배포금지>
114,"5단계 필터링 시스템…펫모드·잠금설정 등 기능 탑재[아이뉴스24 서민지 기자] 청호나이스는 반려동물을 키우는 가정에 최적화된 '청호 펫 공기청정기'를 출시했다고 4일 밝혔다.'펫 공기청정기'는 '펫 전용필터', '프리필터', '탈취강화필터', '초미세먼지 집진필터', '탈취필터'로 구성된 5단계의 필터링 시스템으로 반려동물의 냄새부터 털까지 한 번에 제거한다.'펫 전용필터'는 공기 중에 떠다니는 털과 먼지 제거에 특화된 필터로, 매월 새 필터로 교체 가능해 별도의 세척 없이 항상 깨끗하게 사용할 수 있다. 반려동물의 배변 냄새와 침 냄새 등의 악취 요인을 '탈취강화필터'와 '탈취필터'로 두 번 걸러 우수한 탈취 성능을 지닌 것이 특징이다. 특히 '탈취강화필터'는 이소발레르산, 인돌 등 불쾌한 냄새의 주성분까지 제거 가능해 청정한 실내공기를 유지하는데 도움을 준다.청호나이스는 반려동물을 키우는 가정에 최적화된 '청호 펫 공기청정기'를 출시했다고 4일 밝혔다. [사진=청호나이스]펫모드와 잠금설정 등 반려동물이 있는 가정에 필요한 기능도 탑재했다. 펫모드 작동 시 처음 20분간 강 단계의 풍량으로 작동 후 1시간 40분 동안은 오염도에 따라 풍량이 자동 조절된다. 2시간 주기로 강 풍량이 작동되는 시스템으로 공기중에 날리는 털과 냄새를 효과적으로 제거해 깨끗한 실내 공기를 유지할 수 있다.또한 오염도 표시 LED라이트는 광생물학적 안정성 시험을 통과, 반려동물과 반려인 모두의 안구에 유해하지 않다. 펫모드 버튼을 3초간 누르면 모든 동작 버튼이 잠금 설정 돼 반려동물이 있는 가정에서도 제품 오작동을 방지하고 안전하게 사용할 수 있다.권장사용면적 35㎡(약 10.5평)로, 가격은 2개월 주기 방문 서비스 기준 월 2만9천900원(의무사용 및 소유권이전 기간 60개월 약정할인 기준), 일시불 가격은 115만 원이다.서민지기자 jisseo@inews24.com▶네이버 채널에서 '아이뉴스24'를 구독해주세요.▶재밌는 아이뉴스TV 영상보기  ▶아이뉴스24 바로가기[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
115,"[이데일리 강경래 기자] 청호나이스가 정수기와 공기청정기 등에 이어 펫(반려동물) 가전 분야에 처음 진출했다. 청호나이스는 반려동물을 키우는 가정에 최적화한 ‘청호 펫 공기청정기’를 출시했다고 4일 밝혔다. 이 제품은 ‘펫 전용필터’와 ‘탈취강화필터’로 공기 중에 떠다니는 반려동물 털과 냄새를 제거한다. 또 펫모드와 잠금설정 등 반려동물이 있는 가정에 꼭 필요한 기능을 더했다.청호 펫 공기청정기는 △펫 전용필터 △프리필터 △탈취강화필터 △초미세먼지 집진필터 △탈취필터로 구성한 5단계 필터링 시스템을 적용했다. 이를 통해 반려동물 냄새부터 털까지 한 번에 제거한다. 펫 전용필터는 공기 중에 떠다니는 털과 먼지 제거에 특화했다. 매월 새 필터로 교체할 수 있어 별도 세척 없이 깨끗하게 사용할 수 있다.또 반려동물 배변 냄새와 침 냄새 등의 악취 요인을 탈취강화필터와 탈취필터로 두 번 걸러낼 수 있다. 탈취강화필터는 이소발레르산, 인돌 등 불쾌한 냄새 성분까지 제거할 수 있다.펫모드 작동 시 처음 20분간 강 단계 풍량으로 작동 후 1시간 40분 동안 오염도에 따라 풍량이 자동 조절된다. 2시간 주기로 강 풍량이 작동하는 시스템으로 공기 중에 날리는 털과 냄새를 효과적으로 제거할 수 있다. 또 오염도 표시 LED(발광다이오드) 라이트는 광생물학적 안정성 시험을 통과, 안구에 유해하지 않다. 펫모드 버튼을 3초간 누르면 모든 동작 버튼이 잠금 설정, 반려동물이 있는 가정에서도 오작동을 방지하고 안전하게 사용할 수 있다.한편, 이 제품은 권장 사용면적 35㎡(약 10.5평)이며, 2개월 주기 방문 서비스 기준 월 2만 9900원이다. 일시불은 115만원이다.강경래 (butter@edaily.co.kr)네이버에서 ‘이데일리’ 구독하기▶청춘뉘우스~ 스냅타임▶＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
116,"서울시가 시내 버스정류소를 각종 ICT 기술이 집약된 스마트쉘터로 전면 개편하기로 했습니다.미래형 버스정류소인 스마트쉘터는 휴대전화 무선충전기와 온열의자, 무료 와이파이, 천정형 공기청정기 등을 갖추게 됩니다.서울시는 스마트쉘터를 오는 10월 시내 중앙버스전용차로 10곳에 시범 도입하고, 내년부터 서울 전역의 중앙버스전용차로로 확대합니다.※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지] ▶ 이 시각 코로나19 확진자 현황을 확인하세요.  ▶ 대한민국 대표 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기"
117,"서울시, 올해 10곳 시범설치 후 확대IoT 센서로 정확한 지점에 버스 정차스크린도어 설치로 안전하게 승하차공기청정기 설치해 쾌적한 환경 제공무료 와이파이·충전기 등도 함께 설치미래형 버스정류장 ‘스마트 쉘터’ 디자인 시안./사진제공=서울시[서울경제] 서울 버스정류장이 올해를 기점으로 첨단 스마트 기반의 미래형 버스정류장으로 진화한다. 서울시는 시내 버스정류소를 단계적으로 ‘스마트 쉘터(Smart Shelter)’로 전면 업그레이드한다고 9일 밝혔다.시가 선보일 미래형 버스정류장은 사물인터넷 센서를 적용해 버스가 지정된 위치에 정확히 정차하는 시스템을 갖춘다. 스크린도어를 통해 승객들은 움직일 필요 없이 안전하게 탑승할 수 있다. 천정에는 공기청정기를 가동하는 한편 벽면에는 식물정원을 조성해 미세먼지로부터 쾌적한 정류소로 탈바꿈한다.냉·난방기도 설치돼서 여름에는 폭염에 대비하고 겨울에는 추위를 피할 수 있다. 일부 정류소는 실내형으로 조성돼 내부에서 버스를 기다릴 수도 있다. 무료 와이파이와 휴대폰 무선충전기도 설치된다. 교통약자를 위한 안전 손잡이와 음성안내 기능도 설치된다.기존 버스승차대는 추위, 더위, 자동차 매연, 미세먼지 등에 무방비로 노출돼 시민들의 불편이 적지 않았다. 또 교통약자 등 버스 이용 시민의 안전과 편의제공을 위한 시설이 부족하다는 지적이 뒤따랐다. 중앙버스전용차로 개통과 함께 설치돼 약 15년이 지나면서 시설 역시 노후화됐다. 시는 올해 10개 중앙버스전용차로 버스정류소에 시범 도입한 뒤 내년부터 전역으로 확대할 예정이다. 10개소는 이달 중 설치 장소를 확정하고 오는 8월 설치에 들어간다. 시범설치 10개소는 중앙버스전용차로가 있는 주요 간선도로 중에서 효과성 등을 고려해 최종 선정할 계획이다. 또 연말까지 기능 보완과 안정화 작업을 위한 본격적인 시범운영에 나선다.황보연 시 도시교통실장은 “스마트 셸터는 대중교통 분야뿐만 아니라 스마트시티, 신재생에너지, 대기질환경개선, 도시녹화, 안전도시 등 다양한 분야가 융합된 미래형 버스정류소”라며 “세계 최초로 선보이는 스마트 셸터를 통해 시민들의 삶을 더 안전하고 편리하게 하는 동시에 서울의 대중교통 체계와 첨단 기술력을 세계에 알리는 계기가 되길 바란다”고 말했다./이지성기자 engine@sedaily.com[서울경제 바로가기]▶ 네이버 채널에서 '서울경제' 구독해주세요!▶ [서울포럼 2020] 과학기술 초격차가 답이다저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
118,"서울 포함 전 세계 14개 도시에서 공기 질 측정 기술이 탑재된 배낭 활용이동제한 조치로 인한 공기 질 변화 조사[서울=뉴시스] 다이슨이 서울 포함 전 세계 14개 도시에서 공기 질 측정 기술이 탑재된 배낭 활용해 이동제한 조치로 인한 공기 질 변화 조사를 실시한다. 사진 다이슨[서울=뉴시스] 김종민 기자 = 글로벌 기술 기업 다이슨이 신종 코로나바이러스 감염증(코로나19)에 따른 이동제한 조치와 이로 인해 우리가 이동하는 루트의 공기 질 변화를 파악하는 글로벌 프로젝트를 실시한다. 해당 프로젝트는 서울을 포함한 전 세계 주요 14개 도시에서 진행되며, 각국의 참가자들은 다이슨 엔지니어들이 만든 공기 질 측정 배낭을 착용하고 매일 이동하는 루트의 공기 오염 정도에 대한 데이터를 측정 및 수집한다.다이슨의 공기 질 측정 배낭은 킹스 칼리지 런던(Kings College London) 및 그레이터 런던 당국(Greater London Authority)과의 공동 연구 ‘브리드 런던(Breathe London)’을 위해 다이슨 엔지니어들이 만든 것으로, 온보드 센서와 배터리 팩, GPS를 탑재해 이동 중에도 데이터를 수집할 수 있다. 특히, 다이슨 공기청정기에 사용된 테크놀로지를 적용해 미세먼지(PM10)와 초미세먼지(PM2.5), 휘발성유기화합물(VOC) 및 이산화질소(NO2)를 감지하며 정확도가 뛰어난 동시에 작고 가벼워 휴대하기에도 편리하다.이번 글로벌 프로젝트는 서울을 비롯해 뉴욕, 런던, 델리, 밀라노를 포함한 14개 도시에서 진행된다. 각 도시별 참가자들은 이동제한 조치가 내려진 기간과 조치가 끝난 기간 총 두 차례에 걸쳐 배낭을 메고 대중교통을 이용해 출퇴근하며 일정한 시간과 장소의 공기 질 데이터를 수집하게 된다. 다이슨은 이 배낭을 통해 수집된 데이터를 각 도시에서 발표하는 공기 질 데이터, 그리고 서울을 포함한 주요 11개 도시에서 다이슨 공기청정기를 통해 측정한 실내 공기 질 데이터와 비교해, 이동제한 조치로 인한 실내외 공기 질 변화를 분석할 예정이다.다른 도시들과 달리 코로나바이러스로 인한 이동제한 기간이 없었던 서울에서는 일상적인 공기 질을 파악하기 위해, 30대 중반의 직장인이 프로젝트에 참여한다. 대중교통을 이용한 출퇴근 길의 공기 질 외에도 집안에 머무는 시간의 공기 질 또한 배낭을 통해 측정한다. 생활 속 거리두기가 시행 중인 6월 중순에 2주간 공기 질을 측정한 후, 8월 중 2차 측정을 진행해 두 시기에 측정한 실내외 데이터를 비교할 예정이다.다이슨의 환경제어 부문 부사장인 알렉스 녹스(Alex Knox)는 “일부 도시에서는 이동제한 조치로 인해 공기질이 크게 개선되었다고 알려졌으나, 다이슨이 전 세계 주요 11개 도시에서 공기청정기를 통해 측정한 초기 데이터를 분석하면 오히려 같은 기간 동안 실내 이산화질소(NO2)와 휘발성유기화합물(VOC)은 미량일지라도 지속적으로 증가한 것으로 나타났다”며 “이동제한 조치 완화에 따른 각 도시의 공기 질 변화를 모니터링하는 것은 매우 흥미로운 작업이자 더 나아가 실내외 공기 질에 영향을 미치는 요인에 대한 더욱 심도 깊은 이해를 도울 것으로 기대한다”고 밝혔다.☞공감언론 뉴시스 jmkim@newsis.com▶ 네이버에서 뉴시스 구독하기▶ K-Artprice, 유명 미술작품 가격 공개▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>"
