,contents
238," 넥센타이어(002350)는 공식 파트너사인 ‘맨체스터 시티 FC’(이하 맨시티)의 e스포츠 대회인 ‘맨시티 FIFA 20 CUP’에 메인 파트너로 참여한다고 12일 밝혔다. ‘맨시티 FIFA 20 CUP’은 싱가포르에서 열리는 온라인 축구대회로, 참가자들이 플레이스테이션4를 이용해 가상으로 맨시티의 홈구장인 ‘에티하드 스타디움’에 입장해 게임을 하는 형태로 진행된다.예선 대회는 13~14일에 진행되며, 예선을 통해 선발된 8명이 20~21일 결승을 치르게 된다. 결승 경기는 맨시티 공식 페이스북을 통해 싱가포르, 말레이시아, 인도네시아 등 3국에서 생방송으로 중계될 예정이다.상위 순위권자들에게는 상금이 주어지며, 대회 우승자에게는 ‘맨시티 FIFA’ 온라인팀 프로 선수인 쉘즈(Shellzz)와 추후 경기를 치를 수 있는 기회도 제공 된다. 대회에 관한 자세한 사항은 ‘넥센타이어 맨체스터시티 파트너십 페이스북’을 통해 확인 할 수 있다. 넥센타이어는 ‘맨시티 FIFA 20 CUP’메인 파트너로 경기 중계 방송을 통한 브랜드 노출로 글로벌 인지도를 높여 나갈 계획이다. 한편, 넥센타이어는 지난 2015년 맨시티와 파트너십을 체결, 2017년에는 영국 프리미어리그 최초로 선수 유니폼 소매 부분에 기업 로고를 새겨 넣는 ‘슬리브 파트너’를 체결하는 등 맨시티 구단과 함께 다양한 마케팅 활동을 진행해 오고 있다.이승현 "
239," 타이어 기업 한국타이어앤테크놀로지(161390)(한국타이어)가 오는 20일부터 이틀간 영암 코리아인터내셔널서킷(KIC)에서 개막하는 국내 최대 모터스포츠 대회 ‘2020 CJ대한통운 슈퍼레이스 챔피언십(CJ슈퍼레이스)’ 슈퍼 6000 클래스에 출전하는 6개 레이싱팀, 12명의 선수들에게 세계 최고 수준의 레이싱 타이어를 공급하며 프리미엄 기술력과 브랜드 가치를 선보인다고 10일 밝혔다.한국타이어는 ‘아트라스비엑스 모터스포츠’, ‘팀훅스-아트라스비엑스’, ‘서한GP’, ‘불가스 모터스포츠’, ‘씨제이 로지스틱스 레이싱’, ‘로아르 레이싱’ 등 CJ슈퍼레이스의 최상위 슈퍼 6000 클래스에 참가하는 6개팀 총 12명의 선수에게 글로벌 모터스포츠 무대에서 품질과 기술력을 입증받은 레이싱 타이어를 공급할 예정이다.CJ슈퍼레이스 슈퍼 6000 클래스는 국제자동차연맹(FIA)의 인증을 받은 아시아 유일의 스톡카 레이스다. 스톡카는 오직 레이싱만을 위해 특수 제작된 경주차로, 최고출력 436마력을 발휘하는 6200cc 8기통 엔진이 탑재되며 최고속도는 시속 300km를 웃돌 만큼 강력한 성능을 발휘한다. 특히 이번 시즌에는 4년만에 차량의 외관 디자인이 변경되어 팬들에게 신선함을 선사할 예정이다.CJ슈퍼레이스는 오는 20일부터 시작되는 영암 KIC 개막전을 시작으로 용인 에버랜드 스피드웨이, 강원도 인제스피디움 등 3개 서킷을 오가며 오는 11월까지 총 8라운드에 걸쳐 진행된다.CJ슈퍼레이스에 참석하는 팀 가운데 한국타이어가 후원하는 아트라스비엑스 모터스포츠는 4년 연속 팀·드라이버 부문 더블 챔피언 달성에 도전한다. 아트라스비엑스 모터스포츠는 2017년~2019년 3년 연속 슈퍼 6000 클래스 종합 우승을 차지한 강팀이다. 2019년 시즌에는 팀 챔피언십 타이틀에 드라이버 챔피언십 1~3위까지 독차지하며 압도적인 기량을 발휘한 바 있다. 올 시즌에는 조항우 대표 겸 선수, 김종겸 선수와 새롭게 영입한 최명길 선수까지, 3명의 라인업으로 우승 행진을 이어갈 계획이다.한편 한국타이어의 레이싱 타이어는 독일 투어링카 마스터즈(DTM)를 비롯한 전 세계 약 40여 개의 모터스포츠 대회에서 공식 타이어로 사용되고 있다.송승현 "
240," 한국타이어앤테크놀로지(이하 한국타이어)가 20일부터 21일까지 이틀간 영암 코리아인터내셔널서킷(KIC)에서 개막하는 국내 최대 모터스포츠 대회 ‘2020 CJ대한통운 슈퍼레이스 챔피언십(이하 CJ슈퍼레이스)’ 슈퍼 6000 클래스에 출전하는 6개 레이싱팀, 12명의 선수들에게 세계 최고 수준의 레이싱 타이어를 공급한다고 10일 밝혔다.한국타이어는 ‘아트라스비엑스 모터스포츠’, ‘팀훅스-아트라스비엑스’, ‘서한GP’, ‘불가스 모터스포츠’, ‘씨제이 로지스틱스 레이싱’, ‘로아르 레이싱’ 등 CJ슈퍼레이스의 최상위 슈퍼 6000 클래스에 참가하는 6개팀 총 12명의 선수에게 글로벌 모터스포츠 무대에서 품질과 기술력을 입증받은 레이싱 타이어를 공급할 예정이다.한국타이어의 레이싱 타이어는 독일 투어링카 마스터즈를 비롯한 전세계 약 40여 개의 모터스포츠 대회에서 공식 타이어로 사용되고 있다.한국타이어가 후원하는 아트라스비엑스 모터스포츠는 4년 연속 팀·드라이버 부문 더블 챔피언 달성에 도전한다. 아트라스비엑스 모터스포츠는 2017년~2019년 3년 연속 슈퍼 6000 클래스 종합 우승을 차지한 강팀이다. 2019년 시즌에는 팀 챔피언십 타이틀에 드라이버 챔피언십 1~3위까지 독차지하며 압도적인 기량을 발휘한 바 있다. 올 시즌에는 조항우 대표 겸 선수, 김종겸 선수와 새롭게 영입한 최명길 선수까지, 3명의 라인업으로 우승 행진을 이어갈 계획이다.한편, CJ슈퍼레이스 슈퍼 6000 클래스는 국제자동차연맹(FIA)의 인증을 받은 아시아 유일의 스톡카 레이스다. 스톡카(Stock Car)는 오직 레이싱만을 위해 특수 제작된 경주차로, 최고출력 436마력을 발휘하는 6200cc 8기통 엔진이 탑재되며 최고속도는 시속 300km를 웃돌 만큼 강력한 성능을 발휘한다. 특히 이번 시즌에는 4년만에 차량의 외관 디자인이 변경되어 팬들에게 신선함을 선사할 예정이다.2020 CJ슈퍼레이스는 6월 20일부터 시작되는 영암 KIC 개막전을 시작으로 용인 에버랜드 스피드웨이, 강원도 인제스피디움 등 3개 서킷을 오가며 오는 11월까지 총 8라운드에 걸쳐 진행된다.성기호 기자"
241,[C-Biz봇]
242,18일 오후 1시27분께 제주시 화북2동에 위치한 타이어 상가에서 큰 불이 나 출동한 소방당국이 진화 작업을 벌이고 있다. 2020.06.18.
243," 사진제공=넥센타이어넥센타이어는 공식 파트너사인 '맨체스터 시티 FC'(이하 맨시티)의 e스포츠 대회인 '맨시티 FIFA 20 CUP'에 메인 파트너로 참여한다고 12일 밝혔다. '맨시티 FIFA 20 CUP'은 싱가포르에서 열리는 대회로 참가자들이 플레이스테이션4를 이용해 가상으로 맨시티의 홈구장인 '에티하드 스타디움'에 입장해 게임을 하는 형태로 진행된다.예선 대회는 오는 13~14일에 진행되며 예선을 통해 선발된 8명이 20~21일 결승을 치른다. 결승 경기는 맨시티 공식 페이스북을 통해 싱가포르, 말레이시아, 인도네시아 등 3국에서 생방송으로 중계된다.상위 순위권자들에게는 상금이 주어지며 대회 우승자에게는 '맨시티 FIFA' 온라인팀 프로 선수인 쉘즈(Shellzz)와 추후 경기를 치를 수 있는 기회도 제공된다. 대회에 관한 자세한 사항은 '넥센타이어 맨체스터시티 파트너십 페이스북'을 통해 확인 할 수 있다. 넥센타이어는 '맨시티 FIFA 20 CUP'메인 파트너로 경기 중계 방송을 통한 브랜드 노출로 글로벌 인지도를 높여 나갈 계획이다. 넥센타이어는 2015년 맨시티와 파트너십을 체결했다. 2017년에는 영국 프리미어리그 최초로 선수 유니폼 소매 부분에 기업 로고를 새겨 넣는 '슬리브 파트너'를 체결하는 등 맨시티 구단과 함께 다양한 마케팅 활동을 진행해 오고 있다. 안정준 기자"
244,"[앵커]새 타이어보다 가격이 훨씬 저렴해 이월 타이어 구매하시는 분들 많은데요.개중에는 안전성이 떨어지는 노후 타이어가 유통되기도 합니다.구입 시 주의점을 한솔 기자가 알려드립니다.[리포트]지난해 11월 대전의 한 타이어 판매점을 찾은 이형익 씨.새 제품의 반값도 안 된다는 말에 30만 원을 주고 이월 타이어 네 개를 샀습니다.그러나 석 달 만에 타이어가 갈라지기 시작했고, 이 씨는 2013년 9월 생산된 만 6년이 지난 제품인 걸 뒤늦게 알게 됐다고 말합니다.[이형익/대전시 어은동 : ""1~2년이면 저는 이해하겠는데, 어떻게 6년 된 타이어를 이월 타이어라고 하고 그럽니까. 소비자를 기만한 거죠. 사실.""]하지만 판매처는 저렴한 제품을 찾던 이 씨가 6년 넘은 제품이라는 걸 알면서도 샀다는 상반된 입장.[○○ 타이어전문점 점장/음성변조 : ""폐기를 하려고 했는데 고객님이 요구를 계속 하셨던 거예요.""]국내 타이어 제조사들은 내부 기준에 타이어 유통기한을 보통 3년 정도로 보고 있지만, 실제 판매처에는 최대 6년 한도 내에서 파는 것도 사실상 허용하고 있습니다.그러나 오래된 타이어는 내부 구조물이 변형되거나 고무가 굳어 안전성이 떨어질 수 있습니다. [이호근/대덕대 자동차학과 교수 : ""5년이 지나면 연성이나 고무의 탄성이나 이런 것들이 모든 필요한 성능이 절반으로 떨어지기 때문에….""]이월 타이어를 고를 땐 반드시 생산 일자를 확인해야 하는 이유입니다. 타이어 옆부분에 적힌 제조 일자를 뒤에서부터 읽으면 되는데, '1920'이면 2020년 19번째 주에 만들어졌다는 뜻입니다.[김해인/한국소비자원 피해구제국 대전지원 : ""맨 뒷자리에 표기된 네 자리가 제조 일자니까 그걸 꼭 확인하셔서 구매하시고 마모 상의 하자가 없는 지 그런 점을 꼭 확인하셔서.""]최근 3년간 1372 소비자상담센터에 접수된 타이어 관련 상담만 3천2백여 건. 안전과 직결된 타이어에 대한 소비자의 각별한 주의가 필요합니다.  KBS 뉴스 한솔입니다.한솔 기자 "
245," 한국타이어앤테크놀로지(이하 한국타이어)는 오는 20~21일까지 양일간 영암 코리아인터내셔널서킷(KIC)에서 개막하는 국내 최대 모터스포츠 대회 '2020 CJ대한통운 슈퍼레이스 챔피언십' 슈퍼 6000 클래스에 출전하는 6개 레이싱팀, 12명의 선수들에게 타이어를 공급한다고 10일 밝혔다.한국타이어의 레이싱 타이어는 독일 투어링카 마스터즈(DTM)를 비롯한 전세계 40여개의 모터스포츠 대회에서 공식 타이어다.타이어를 공급하는 6개 팀은 '아트라스비엑스 모터스포츠', '팀훅스-아트라스비엑스', '서한GP', '불가스 모터스포츠', '씨제이 로지스틱스 레이싱', '로아르 레이싱'이다.이 중 한국타이어가 후원하는 아트라스비엑스 모터스포츠는 4년 연속 팀·드라이버 부문 더블 챔피언 달성에 도전한다. 아트라스비엑스 모터스포츠는 2017~2019년 3년 연속 슈퍼 6000 클래스 종합 우승을 차지했다.2020 CJ슈퍼레이스는 영암 KIC 개막전을 시작으로 용인 에버랜드 스피드웨이, 강원도 인제스피디움 등 3개 서킷을 오가며 오는 11월까지 8라운드에 걸쳐 진행된다.장우진기자"
246, 한국타이어앤테크놀로지는 23일 조현범 대표가 사임하고 이수일 단독 대표체제로 바뀐다고 공시했다.   
247,"디지털 대전환 '빅뱅' 시작됐다(3·끝) 스마트팩토리의 생산성 혁신< AI가 점검하고… >  광주요 경기 여주공장에서는 AI가 소주 화요의 제조일을 확인한다.  CJ올리브네트웍스 제공고급 증류소주 화요 브랜드를 운영하는 광주요그룹의 경기 여주공장은 지난 3월부터 인공지능(AI) 시스템이 관리한다. 화요의 주원료인 쌀의 보관부터 증류, 숙성, 포장 등의 전 공정에 사물인터넷(IoT), 클라우드 등 첨단 정보기술(IT)을 적용했다. 기존에는 직원들이 일일이 처리했던 업무다. 광주요그룹은 AI를 활용해 불량 제품은 줄이고, 생산 원가는 아끼는 성과를 내고 있다.디지털 트랜스포메이션(디지털 대전환)이 확산되면서 전통 제조업체의 공장이 스마트팩토리로 변신하고 있다. 공장 내 설비와 기계에 IT를 접목해 공정 데이터를 실시간으로 수집하고, 이를 분석해 생산성을 끌어올리는 시도다. 신종 코로나바이러스 감염증(코로나19) 확산 이후 비대면 서비스와 원격근무가 새로운 표준으로 자리잡자 기술 도입을 주저하던 기업들도 디지털 전환에 속도를 내기 시작했다. 기업 최고경영자(CEO)들도 디지털 전환을 ‘제1 과제’로 제시할 정도로 디지털 혁신은 산업계의 주요 전략으로 떠올랐다.< 로봇이 일하고… >   LS일렉트릭(옛 LS산전) 충북 청주사업장에서 무인차가 전력장비 부품을 싣고 이동하고 있다.   LS일렉트릭 제공재고 관리부터 이상 여부 진단까지LS일렉트릭(옛 LS산전)은 국내 전선업계 처음으로 IoT를 활용한 재고 관리 시스템 사업을 추진하고 있다. 제품과 자재에 통신 센서를 달아 스마트폰으로 위치와 재고 수량 등을 실시간으로 파악하는 시스템이다. 제품의 출하 시간을 단축할 수 있다.가정간편식(HMR) 제품 전문업체 HJF도 충주공장을 스마트팩토리 기술로 새로 구축하고 있다. IT 서비스업체 CJ올리브네트웍스의 도움을 받고 있다. CJ올리브네트웍스는 광주요그룹의 여주공장 스마트팩토리 사업도 맡았다.한국타이어앤테크놀로지(옛 한국타이어)는 지난 4월 타이어 생산 공정을 혁신했다. 제품의 최종 확인 작업을 AI가 맡고 있다. 오랜 기간 숙련된 전문가가 처리했던 타이어 내부 검사를 AI가 처리한다. KAIST의 전문가들과 함께 관련 시스템을 개발했다. AI와 IoT를 활용해 공장 내 출력 변화, 온도의 이상 상승, 소음, 진동 등을 분석해 초단위로 설비의 이상 여부를 파악하는 탐지 예측 시스템도 개발했다.칠성사이다, 탄산, 주스, 커피 등의 음료를 생산하는 롯데칠성의 안성공장은 롯데가 그룹 전반에 추진하고 있는 디지털 전환 전략의 대표 혁신 사례로 꼽힌다. 롯데는 2000년 설립된 13만㎡ 규모의 이 공장에 1220억원을 투자해 스마트팩토리로 탈바꿈시키고 있다. 음료를 생산하는 전 공정을 자동화하고, AI가 과거 판매실적 데이터, 재고 상황, 프로모션, 날씨 등의 변수를 분석해 수요를 예측하는 등 미래형 음료 공장으로 변신시키는 게 목표다.SK에너지는 지난달 핵심 생산 거점인 울산콤플렉스의 원유저장탱크를 사람 대신 드론이 검사하는 기법을 도입했다. 원유저장고는 높이 86m로 장충체육관만 한 크기다. SK에너지는 2021년까지 검사가 예정된 원유저장탱크 30기의 검사 비용이 기존 9억원에서 5000만원 수준까지 대폭 감소할 것으로 기대했다.디지털 전환은 일하는 방식의 변화산업계의 디지털 혁신 움직임이 빨라지자 핵심 기술을 개발하는 IT 서비스업체들은 신사업 발굴에 고삐를 죄고 있다. 삼성SDS와 NHN은 클라우드사업에서 협력하기로 했다. 향후 고객사 클라우드 구축 사업에 공동 참여하고 클라우드 기반 상품·기술 협력도 강화할 예정이다. LG CNS는 코로나19 대응 노하우를 살려 언택트 분야를 공략하고 있다. 직원들의 재택근무 기간에 활용한 ‘클라우드 PC’ ‘AI 얼굴인식 출입통제 시스템’ ‘로봇프로세스자동화(RPA) 기반 코로나19 자가진단 서비스’ 등을 사업 모델로 발전시켰다. SK C&C는 한국제약바이오협회와 AI, 빅데이터, 클라우드 기술을 활용해 신약 개발에 나서기로 했다.기업 총수들도 디지털 전환을 독려하고 있다. 신동빈 롯데그룹 회장은 지난 4일 코로나19 확산 이후 첫 번째 현장경영 행보로 경기 안성의 롯데칠성음료 공장을 찾았다. 신 회장은 이 자리에서 “코로나19 영향으로 디지털 전환은 가속화되고 그 범위도 확대될 것”이라고 말했다. 구광모 LG그룹 회장도 지난달 서울 마곡 LG사이언스파크를 방문해 그룹의 디지털 전환, AI, 우수 인재 확보에 힘을 모아달라고 주문했다. 김윤 삼양그룹 회장은 지난달 판교 삼양디스커버리센터에서 열린 내부 행사에서 “디지털 트랜스포메이션은 일하는 방식의 변화”라며 “기업의 프로세스, 시스템, 데이터 등을 완전히 새롭게 설계해야 생존이 가능하다”고 강조했다.김주완 기자"
248,"한국타이어앤테크놀로지는 대전 유등천 상류 수련교에서 멸종위기종 1급이자 대전시 깃대종인 ‘감돌고기’를 방류했다고 5일 밝혔다.이날 행사는 지난 2018년 체결한 ‘대전지역 멸종위기종 살리기 사업’의 일환으로 박하준 금강유역환경청장, 백성열 대전시 기후환경정책과 자연환경팀장, 배총재 한국타이어 EHS담당 상무 등 30여 명이 참석한 가운데 진행됐다. 특히 유엔인간환경회의를 통해 지구환경보전을 위한 공동 노력을 결의한 ‘세계 환경의 날’에 진행돼 그 의미를 더했다.배총재 한국타이어 EHS담당 상무는 “지역의 주요 기관단체들과 함께 대전지역의 멸종위기종 복원 사업에 동참하는 것은 기업의 사회적 책임을 다하는 매우 의미 있는 활동”이라며 “앞으로도 우리 환경과 생태계 복원에도 많은 관심을 가질 계획”이라고 말했다.대전지역 멸종위기종 살리기 사업은 금강유역환경청을 비롯해 대전시, 대전충남생태보전시민모임, 대전환경운동연합, 순청향대학교 멸종위기어류복원센터, 한국타이어 등이 참여하며 지난해 11월 유등천에 감돌고기 방류를 시작으로 국내 고유종인 미선나무를 구봉산 노루벌에 식재했다. 2021년에는 솔붓꽃, 금붓꽃 식재 등이 진행될 예정이다.동아닷컴 정진수 기자"
249,"한국타이어앤테크놀로지가 5일 오후 대전 유등천 상류 수련교에서 금강유역환경청, 대전시, 대전충남생태보전시민모임, 대전환경운동연합 등과 함께 멸종위기종 1급이자 대전시 깃대종인 '감돌고기' 방류 행사를 진행했다고 밝혔다.이날 행사는 지난 2018년 체결한 '대전지역 멸종위기종 살리기 사업'의 일환으로 박하준 금강유역환경청장, 백성열 대전시 기후환경정책과 자연환경팀장, 배총재 한국타이어 EHS담당 상무 등 30여명이 참석한 가운데 진행됐다.  특히, 유엔인간환경회의를 통해 지구환경보전을 위한 공동 노력을 결의한 '세계 환경의 날'에 진행돼 그 의미를 더했다는 평가다.배총재 한국타이어 EHS담당 상무는 ""지역의 주요 기관단체들과 함께대전지역의 멸종위기종 복원 사업에 동참하는 것은 기업의 사회적 책임을 다하는 매우 의미 있는 활동""이라며 ""앞으로도 우리 환경과 생태계 복원에도 많은 관심을 가질 계획""이라고 말했다"
250," 한국타이어앤테크놀로지㈜(이하 한국타이어)는 대전 유등천 상류 수련교에서 금강유역환경청, 대전시, 대전충남생태보전시민모임, 대전환경운동연합, 순천향대학교 멸종위기어류복원센터 등과 함께 멸종위기종 1급이자 대전시 깃대종인 '감돌고기' 방류 행사를 진행했다고 5일 밝혔다. 이날 행사는 지난 2018년 체결한 '대전지역 멸종위기종 살리기 사업'의 일환으로 박하준 금강유역환경청장, 백성열 대전시 기후환경정책과 자연환경팀장, 배총재 한국타이어 EHS담당 상무 등 30여 명이 참석했다. 특히, 유엔인간환경회의를 통해 지구환경보전을 위한 공동 노력을 결의한 '세계 환경의 날'에 진행되어 그 의미를 더했다.   배총재 한국타이어 EHS담당 상무는 ""지역의 주요 기관단체들과 함께 대전지역의 멸종위기종 복원 사업에 동참하는 것은 기업의 사회적 책임을 다하는 매우 의미 있는 활동""이라며 ""앞으로도 우리 환경과 생태계 복원에도 많은 관심을 가질 계획""이라고 말했다.   "
251,"한국테크놀로지그룹은 한국타이어를 포함한 주요 계열사가 25일 판교테크노밸리 내에 위치한 경기도 성남시 분당구 판교로 286 소재 업무시설 빌딩(사진)으로 본사를 이전했다고 밝혔다.   이번 판교 본사 이전을 통해 4차 산업혁명 시대에 걸맞는 테크놀로지 기반의 혁신을 통한 새로운 비즈니스 영역을 개척하고 미래 경쟁력을 강화하기 위한 초석을 다진다. 또 수평적인 소통문화를 강화하고 도전과 혁신의 프로액티브 컬쳐(Proactive Culture)를 실현, 테크놀로지 중심의 그룹 이미지를 더욱 확고히 할 계획이다.   한국의 실리콘밸리로 불리는 판교테크노밸리는 한국테크놀로지그룹이 지향하는 테크놀로지 중심의 혁신을 실현시키기 위한 최적의 환경을 갖췄다.   한국테크놀로지그룹 계열사들이 장기임대 하는 빌딩은 내부 공간들이 거대한 중앙 홀을 중심으로 입체적이고 유기적으로 연결됐다. 개별 업무 공간들은 구분이 유연하고 수평적으로 배치됐다. 창의적인 발상과 협업 중심의 근무 환경이 자연스럽게 이뤄질 수 있도록 한 것이다. 또한 옥상정원, 카페테리아 등 임직원들의 삶의 질과 근무 만족도 향상을 위한 휴식 및 편의시설이 구비돼 있다.   "
252,"글로벌 선도 타이어 기업 한국타이어앤테크놀로지(이하 한국타이어)가 6월 20일부터 21일까지 이틀간 영암 코리아인터내셔널서킷(KIC)에서 개막하는 국내 최대 모터스포츠 대회 '2020 CJ대한통운 슈퍼레이스 챔피언십(이하 CJ슈퍼레이스)' 슈퍼 6000 클래스에 출전하는 6개 레이싱팀, 12명의 선수들에게 세계 최고 수준의 레이싱 타이어를 공급하며 프리미엄 기술력과 브랜드 가치를 선보인다.한국타이어는 '아트라스비엑스 모터스포츠', '팀훅스-아트라스비엑스', '서한GP', '불가스 모터스포츠', '씨제이 로지스틱스 레이싱', '로아르 레이싱' 등 CJ슈퍼레이스의 최상위 슈퍼 6000 클래스에 참가하는 6개팀 총 12명의 선수에게 글로벌 모터스포츠 무대에서 품질과 기술력을 입증받은 레이싱 타이어를 공급할 예정이다.한국타이어의 레이싱 타이어는 독일 투어링카 마스터즈(DTM; Deutsche Tourenwagen Masters)를 비롯한 전세계 약 40여 개의 모터스포츠 대회에서 공식 타이어로 사용되며 글로벌 Top Tier 수준의 기술력과 품질을 입증받고 있다.한국타이어가 후원하는 아트라스비엑스 모터스포츠는 4년 연속 팀/드라이버 부문 더블 챔피언 달성에 도전한다.  아트라스비엑스 모터스포츠는 2017년~2019년 3년 연속 슈퍼 6000 클래스 종합 우승을 차지한 강팀이다. 2019년 시즌에는 팀 챔피언십 타이틀에 드라이버 챔피언십 1~3위까지 독차지하며 압도적인 기량을 발휘한 바 있다. 올 시즌에는 조항우 대표 겸 선수, 김종겸 선수와 새롭게 영입한 최명길 선수까지, 3명의 라인업으로 우승 행진을 이어갈 계획이다.한편, CJ슈퍼레이스 슈퍼 6000 클래스는 국제자동차연맹(FIA)의 인증을 받은 아시아 유일의 스톡카 레이스다. 스톡카(Stock Car)는 오직 레이싱만을 위해 특수 제작된 경주차로, 최고출력 436마력을 발휘하는 6,200cc 8기통 엔진이 탑재되며 최고속도는 시속 300km를 웃돌 만큼 강력한 성능을 발휘한다. 특히 이번 시즌에는 4년만에 차량의 외관 디자인이 변경되어 팬들에게 신선함을 선사할 예정이다.2020 CJ슈퍼레이스는 6월 20일부터 시작되는 영암 KIC  개막전을 시작으로 용인 에버랜드 스피드웨이, 강원도 인제스피디움 등 3개 서킷을 오가며 오는 11월까지 총 8라운드에 걸쳐 진행된다.이정혁 기자"
253,"산업리포트자동차 업계 '보릿고개'코로나 확산에 美·유럽시장 마비완성차 5社 해외판매 27%↓중소 부품사 휴업 등 경영난 심화한경DB자동차업계가 신종 코로나바이러스 감염증(코로나19) 사태로 수출이 급감한 ‘보릿고개’를 넘고 있다. 자동차발(發) 보릿고개로 부품업계는 물론 철강과 타이어업계도 매출 감소 등 심각한 타격을 받고 있다. 국제 신용평가회사 무디스는 올해 세계 자동차 판매량이 지난해보다 20% 감소할 것으로 전망했다. 코로나19 봉쇄를 해제한 중국과 미국 등을 중심으로 자동차 수요가 회복세를 보이고 있어 올 하반기 반등 가능성도 제기된다.2분기 완성차 수출 부진 심화15일 자동차업계에 따르면 현대자동차 기아자동차 한국GM 르노삼성자동차 쌍용자동차 등 완성차 5사는 올 들어 5월까지 국내외 시장에서 265만435대의 자동차를 판매했다. 작년 같은 기간보다 22.3% 줄어든 수치다. 내수시장 판매 대수(62만3618대)는 1.0% 감소하는 데 그쳤지만 해외 판매 대수(202만6817대)가 27.2% 급감한 탓이다.지난달만 떼어놓고 보면 수출 부진이 두드러진다. 완성차 5사의 5월 해외 판매량은 47.7% 급감한 27만7286대에 그쳤다. 코로나19 확산으로 미국과 유럽 등 주요 시장이 마비된 탓이다. 현대차의 해외 판매량은 29만811대에서 14만6700대로 49.6%, 기아차는 19만5943대에서 10만9732대로 44.0% 떨어졌다. 나머지 3개사의 사정은 더 나빴다. 르노삼성은 83.2%, 쌍용차는 66.3% 급감했다. 한국GM의 감소폭도 45.3%에 달했다. 완성차 업체의 해외사업담당 임원은 “코로나19 여파로 2~3개월치 재고가 쌓인 해외 딜러사들이 주문을 취소하고 있어 2분기 해외 판매는 부진할 수밖에 없다”고 말했다.완성차업체들은 수출 부진을 내수로 버티고 있다. 신차가 잇달아 출시된 데다 개별소비세 인하(70%) 효과를 톡톡히 봤다. 소형 스포츠유틸리티차량(SUV) XM3를 내놓은 르노삼성의 5월 판매량은 전년 동기 대비 72.4% 증가했다. 기아차도 쏘렌토와 셀토스, K5 등에 힘입어 작년보다 19.0% 증가한 5만1181대를 팔았다. 현대차 내수 판매 대수(7만810대)도 전년보다 4.5% 늘었다.부품·철강·타이어 연쇄 타격자동차 수출 부진은 후방산업의 위기로 옮겨붙고 있다. 국내 1위 철강기업인 포스코는 2008년 금융위기 이후 12년 만에 사실상 감산에 들어간다. 국내 철강재 생산량의 30%를 소비하는 최대 수요처인 자동차 등 전방산업의 수요 감소 때문이다. 2위 업체인 현대제철은 자동차용 강판의 올해 생산 목표를 기존의 70%대로 낮췄다. 수익성이 떨어지는 당진제철소 전기로 열연공장 가동도 멈췄다.완성차에 타이어를 공급하는 한국타이어와 금호타이어, 넥센타이어 등 타이어업계도 직격탄을 맞고 있다. 증권업계에선 한국타이어의 2분기 매출이 전년 동기보다 30% 가까이 줄어든 1조3000억원 수준에 그칠 것으로 보고 있다. 금호타이어(-14%)와 넥센타이어(-18%)도 두 자릿수 매출 감소율을 기록할 것으로 전망된다. 한국타이어 임원들은 지난달부터 급여의 20%를 반납하는 등 비상경영에 들어갔다. 금호타이어는 이달부터 사무직을 대상으로 유급휴직 신청도 받고 있다.중소 자동차 부품사들은 생존 위기에 몰렸다. 한국투자증권에 따르면 주식시장에 상장된 46개 중소 자동차 부품업체의 1분기 영업이익률은 작년 같은 기간보다 40%가량 떨어졌다. 김진우 한국투자증권 수석연구원은 “완성차업체와 대형 부품사들의 1분기 합산 영업이익은 11% 감소한 데 비해 중소 부품업체들은 39%나 줄었다”며 “완성차 수출 부진이 본격화된 2분기엔 감소폭이 더 커질 것”이라고 말했다.수출길이 막힌 완성차 공장들이 이달에도 휴업에 들어가는 만큼 부품사들의 경영난이 심해질 가능성이 크다. 한국자동차산업연합회에 따르면 자동차 부품사들의 올해 만기 예정 채무는 2조4000억원에 달한다. 코나와 벨로스터를 생산하는 현대차 울산1공장은 지난 5일과 8일 가동을 멈췄다. 베뉴와 아이오닉 등을 생산하는 현대차 울산3공장도 11∼12일 공장 불을 껐다. 기아차 광주2공장과 광주3공장 봉고 트럭 생산라인, 소하1·2공장도 나흘 이상 휴업했다. 한국GM 부평1공장도 지난달부터 1주일에 2∼3일 휴업하고 있다.김보형 기자"
254,"금호타이어가 고객과의 적극적인 소통을 위해 카카오톡 채널 신규 추가 인증 이벤트를 실시하고 경품을 증정한다고 10일 밝혔다. ‘금호타이어’ 카카오톡 채널은 카카오톡 상단 검색창에서 ‘금호타이어’ 검색 후 신규 채널로 추가 하면 금호타이어 유튜브 ‘엑스타TV’ 및 공식 페이스북 등을 통해 발행하는 컨텐츠 및 이벤트·프로모션 정보를 받아 볼 수 있다. 21일까지 ‘금호타이어’ 카카오톡 채널을 신규 추가하고 금호타이어 페이스북 이벤트 게시글에 인증 캡처화면을 첨부해 댓글로 응모하면, 추첨을 통해 CGV 영화 관람권과 스타벅스 아메리카노 쿠폰 등을 받을 수 있다. 원성열 기자"
